[2026-05-18 02:52:27] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:52:27] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_158_d1_w159/training_log.txt
[2026-05-18 02:52:27] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_158_d1_w159/training_stats.csv
[2026-05-18 02:52:27] [CANDIDATE] task=representation phase=ae_alt_width index=158 search_phase=width architecture=[159]
[2026-05-18 02:52:33] [representation][ae_alt_width][cand_158_d1_w159] epoch=1 architecture=[159] train_loss=0.331808 val_loss=0.322830 best=0.317822 es=0/5
[2026-05-18 02:52:36] [representation][ae_alt_width][cand_158_d1_w159] epoch=2 architecture=[159] train_loss=0.316118 val_loss=0.321663 best=0.317822 es=0/5
[2026-05-18 02:52:38] [representation][ae_alt_width][cand_158_d1_w159] epoch=3 architecture=[159] train_loss=0.314181 val_loss=0.320889 best=0.317822 es=0/5
[2026-05-18 02:52:40] [representation][ae_alt_width][cand_158_d1_w159] epoch=4 architecture=[159] train_loss=0.313845 val_loss=0.321244 best=0.317822 es=1/5
[2026-05-18 02:52:47] [representation][ae_alt_width][cand_158_d1_w159] epoch=5 architecture=[159] train_loss=0.314419 val_loss=0.321987 best=0.317822 es=2/5
[2026-05-18 02:52:49] [representation][ae_alt_width][cand_158_d1_w159] epoch=6 architecture=[159] train_loss=0.313936 val_loss=0.318325 best=0.317822 es=0/5
[2026-05-18 02:52:51] [representation][ae_alt_width][cand_158_d1_w159] epoch=7 architecture=[159] train_loss=0.312443 val_loss=0.318574 best=0.317822 es=1/5
[2026-05-18 02:52:54] [representation][ae_alt_width][cand_158_d1_w159] epoch=8 architecture=[159] train_loss=0.312205 val_loss=0.318180 best=0.317822 es=0/5
[2026-05-18 02:52:56] [representation][ae_alt_width][cand_158_d1_w159] epoch=9 architecture=[159] train_loss=0.314139 val_loss=0.321697 best=0.317822 es=1/5
[2026-05-18 02:53:03] [representation][ae_alt_width][cand_158_d1_w159] epoch=10 architecture=[159] train_loss=0.313102 val_loss=0.319620 best=0.317822 es=2/5
[2026-05-18 02:53:05] [representation][ae_alt_width][cand_158_d1_w159] epoch=11 architecture=[159] train_loss=0.313599 val_loss=0.318669 best=0.317822 es=3/5
[2026-05-18 02:53:08] [representation][ae_alt_width][cand_158_d1_w159] epoch=12 architecture=[159] train_loss=0.312435 val_loss=0.316494 best=0.316494 es=0/5
[2026-05-18 02:53:10] [representation][ae_alt_width][cand_158_d1_w159] epoch=13 architecture=[159] train_loss=0.311359 val_loss=0.317882 best=0.316494 es=1/5
[2026-05-18 02:53:12] [representation][ae_alt_width][cand_158_d1_w159] epoch=14 architecture=[159] train_loss=0.312518 val_loss=0.317984 best=0.316494 es=2/5
[2026-05-18 02:53:19] [representation][ae_alt_width][cand_158_d1_w159] epoch=15 architecture=[159] train_loss=0.312785 val_loss=0.317828 best=0.316494 es=3/5
[2026-05-18 02:53:21] [representation][ae_alt_width][cand_158_d1_w159] epoch=16 architecture=[159] train_loss=0.312736 val_loss=0.319468 best=0.316494 es=4/5
[2026-05-18 02:53:23] [representation][ae_alt_width][cand_158_d1_w159] epoch=17 architecture=[159] train_loss=0.312322 val_loss=0.318300 best=0.316494 es=5/5
