[2026-06-12 22:01:32] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 22:01:32] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_720_d6_w121/training_log.txt
[2026-06-12 22:01:32] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_720_d6_w121/training_stats.csv
[2026-06-12 22:01:33] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.003644 val_loss=0.000899 best=0.000899 es=0/10
[2026-06-12 22:01:33] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001115 val_loss=0.003626 best=0.003626 es=0/10
[2026-06-12 22:01:33] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.005381 val_loss=0.000966 best=0.000966 es=0/10
[2026-06-12 22:01:34] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.002092 val_loss=0.001238 best=0.001238 es=0/10
[2026-06-12 22:01:34] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.002842 val_loss=0.003114 best=0.003114 es=0/10
[2026-06-12 22:01:34] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.003307 val_loss=0.000876 best=0.000876 es=0/10
[2026-06-12 22:01:34] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001087 val_loss=0.001362 best=0.001362 es=0/10
[2026-06-12 22:01:35] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.003040 val_loss=0.002364 best=0.002364 es=0/10
[2026-06-12 22:01:35] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001850 val_loss=0.001171 best=0.001171 es=0/10
[2026-06-12 22:01:35] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001247 val_loss=0.000358 best=0.000358 es=0/10
[2026-06-12 22:01:36] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001467 val_loss=0.001769 best=0.001769 es=0/10
[2026-06-12 22:01:36] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001085 val_loss=0.000944 best=0.000944 es=0/10
[2026-06-12 22:01:36] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001022 val_loss=0.000242 best=0.000242 es=0/10
[2026-06-12 22:01:36] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.000415 val_loss=0.000238 best=0.000238 es=0/10
[2026-06-12 22:01:37] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.000504 val_loss=0.000393 best=0.000393 es=0/10
[2026-06-12 22:01:37] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.000595 val_loss=0.000228 best=0.000228 es=0/10
[2026-06-12 22:01:37] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.000622 val_loss=0.000186 best=0.000186 es=0/10
[2026-06-12 22:01:37] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.004085 val_loss=0.000328 best=0.000328 es=0/10
[2026-06-12 22:01:37] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001007 val_loss=0.000286 best=0.000286 es=0/10
[2026-06-12 22:01:38] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001467 val_loss=0.000352 best=0.000352 es=0/10
[2026-06-12 22:01:38] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.000447 val_loss=0.000220 best=0.000220 es=0/10
[2026-06-12 22:01:38] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001973 val_loss=0.000234 best=0.000234 es=0/10
[2026-06-12 22:01:39] Epoch 1 | architecture=[121, 120, 120, 120, 120, 120] train_loss=0.001318 val_loss=0.000230 best=0.000230 es=0/10
