[2026-05-20 12:55:42] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:55:42] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_074_d1_w75/training_log.txt
[2026-05-20 12:55:42] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_074_d1_w75/training_stats.csv
[2026-05-20 12:55:42] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=74 search_phase=width architecture=[75]
[2026-05-20 12:55:45] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=1 architecture=[75] train_loss=0.003377 val_loss=0.002296 best=0.002023 es=0/5
[2026-05-20 12:55:48] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=2 architecture=[75] train_loss=0.002729 val_loss=0.002071 best=0.002023 es=0/5
[2026-05-20 12:55:51] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=3 architecture=[75] train_loss=0.002431 val_loss=0.002015 best=0.002023 es=1/5
[2026-05-20 12:55:54] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=4 architecture=[75] train_loss=0.002424 val_loss=0.001989 best=0.002023 es=2/5
[2026-05-20 12:55:57] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=5 architecture=[75] train_loss=0.002398 val_loss=0.001934 best=0.001934 es=0/5
[2026-05-20 12:56:00] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=6 architecture=[75] train_loss=0.002387 val_loss=0.001914 best=0.001934 es=1/5
[2026-05-20 12:56:03] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=7 architecture=[75] train_loss=0.002442 val_loss=0.001953 best=0.001934 es=2/5
[2026-05-20 12:56:06] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=8 architecture=[75] train_loss=0.002313 val_loss=0.001884 best=0.001934 es=3/5
[2026-05-20 12:56:09] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=9 architecture=[75] train_loss=0.002269 val_loss=0.001857 best=0.001934 es=4/5
[2026-05-20 12:56:13] [autoencoding][ae_width_to_depth][cand_074_d1_w75] epoch=10 architecture=[75] train_loss=0.002291 val_loss=0.001844 best=0.001934 es=5/5
