[2026-05-16 17:59:55] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 17:59:55] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_017_d2_w19/training_log.txt
[2026-05-16 17:59:55] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_017_d2_w19/training_stats.csv
[2026-05-16 17:59:58] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=1 train_loss=0.524969 val_loss=0.523874 best=0.523874 es=0/5
[2026-05-16 18:00:01] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=2 train_loss=0.514288 val_loss=0.517484 best=0.517484 es=0/5
[2026-05-16 18:00:04] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=3 train_loss=0.510878 val_loss=0.514864 best=0.514864 es=0/5
[2026-05-16 18:00:07] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=4 train_loss=0.508702 val_loss=0.512613 best=0.512613 es=0/5
[2026-05-16 18:00:10] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=5 train_loss=0.506615 val_loss=0.510673 best=0.510673 es=0/5
[2026-05-16 18:00:13] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=6 train_loss=0.504740 val_loss=0.508733 best=0.508733 es=0/5
[2026-05-16 18:00:15] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=7 train_loss=0.503135 val_loss=0.506806 best=0.506806 es=0/5
[2026-05-16 18:00:18] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=8 train_loss=0.501508 val_loss=0.505328 best=0.505328 es=0/5
[2026-05-16 18:00:20] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=9 train_loss=0.500108 val_loss=0.503977 best=0.503977 es=0/5
[2026-05-16 18:00:23] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=10 train_loss=0.499103 val_loss=0.502855 best=0.502855 es=0/5
[2026-05-16 18:00:25] [autoencoding][ae_width_to_depth][cand_017_d2_w19] epoch=11 train_loss=0.498020 val_loss=0.501872 best=0.501872 es=0/5
