[2026-06-11 02:16:50] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 02:16:50] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_874_d7_w126/training_log.txt
[2026-06-11 02:16:50] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_874_d7_w126/training_stats.csv
[2026-06-11 02:16:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.006046 val_loss=0.000869 best=0.000869 es=0/10
[2026-06-11 02:16:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001624 val_loss=0.004855 best=0.004855 es=0/10
[2026-06-11 02:16:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.005242 val_loss=0.001992 best=0.001992 es=0/10
[2026-06-11 02:16:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.002277 val_loss=0.000775 best=0.000775 es=0/10
[2026-06-11 02:16:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.003408 val_loss=0.001387 best=0.001387 es=0/10
[2026-06-11 02:16:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.002435 val_loss=0.000485 best=0.000485 es=0/10
[2026-06-11 02:16:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.002657 val_loss=0.001541 best=0.001541 es=0/10
[2026-06-11 02:16:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001502 val_loss=0.001759 best=0.001759 es=0/10
[2026-06-11 02:16:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001041 val_loss=0.000592 best=0.000592 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001426 val_loss=0.000288 best=0.000288 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.000856 val_loss=0.000741 best=0.000741 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.003984 val_loss=0.001316 best=0.001316 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.004032 val_loss=0.000478 best=0.000478 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.003248 val_loss=0.000854 best=0.000854 es=0/10
[2026-06-11 02:16:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.002435 val_loss=0.000826 best=0.000826 es=0/10
[2026-06-11 02:16:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.004356 val_loss=0.000910 best=0.000910 es=0/10
[2026-06-11 02:16:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001438 val_loss=0.000345 best=0.000345 es=0/10
[2026-06-11 02:16:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.000882 val_loss=0.000589 best=0.000589 es=0/10
[2026-06-11 02:16:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.001383 val_loss=0.000757 best=0.000757 es=0/10
[2026-06-11 02:16:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 119] train_loss=0.000428 val_loss=0.000412 best=0.000412 es=0/10
