[2026-05-20 09:24:29] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:24:29] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_051_d1_w52/training_log.txt
[2026-05-20 09:24:29] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_051_d1_w52/training_stats.csv
[2026-05-20 09:24:29] [CANDIDATE] task=autoencoding phase=ae_alt_width index=51 search_phase=width architecture=[52]
[2026-05-20 09:24:32] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=1 architecture=[52] train_loss=0.008315 val_loss=0.006820 best=0.006312 es=0/5
[2026-05-20 09:24:34] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=2 architecture=[52] train_loss=0.007141 val_loss=0.006418 best=0.006312 es=0/5
[2026-05-20 09:24:36] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=3 architecture=[52] train_loss=0.006840 val_loss=0.006219 best=0.006219 es=0/5
[2026-05-20 09:24:39] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=4 architecture=[52] train_loss=0.006747 val_loss=0.006210 best=0.006219 es=1/5
[2026-05-20 09:24:41] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=5 architecture=[52] train_loss=0.006669 val_loss=0.006109 best=0.006109 es=0/5
[2026-05-20 09:24:43] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=6 architecture=[52] train_loss=0.006664 val_loss=0.006094 best=0.006109 es=1/5
[2026-05-20 09:24:46] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=7 architecture=[52] train_loss=0.006478 val_loss=0.005924 best=0.005924 es=0/5
[2026-05-20 09:24:48] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=8 architecture=[52] train_loss=0.006391 val_loss=0.005808 best=0.005808 es=0/5
[2026-05-20 09:24:50] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=9 architecture=[52] train_loss=0.006264 val_loss=0.005727 best=0.005808 es=1/5
[2026-05-20 09:24:53] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=10 architecture=[52] train_loss=0.006083 val_loss=0.005644 best=0.005644 es=0/5
[2026-05-20 09:24:55] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=11 architecture=[52] train_loss=0.006022 val_loss=0.005367 best=0.005367 es=0/5
[2026-05-20 09:24:57] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=12 architecture=[52] train_loss=0.005816 val_loss=0.005150 best=0.005150 es=0/5
[2026-05-20 09:25:00] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=13 architecture=[52] train_loss=0.005650 val_loss=0.004934 best=0.004934 es=0/5
[2026-05-20 09:25:02] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=14 architecture=[52] train_loss=0.005220 val_loss=0.004557 best=0.004557 es=0/5
[2026-05-20 09:25:05] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=15 architecture=[52] train_loss=0.005008 val_loss=0.004290 best=0.004290 es=0/5
[2026-05-20 09:25:07] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=16 architecture=[52] train_loss=0.004711 val_loss=0.004161 best=0.004161 es=0/5
[2026-05-20 09:25:10] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=17 architecture=[52] train_loss=0.004582 val_loss=0.004161 best=0.004161 es=1/5
[2026-05-20 09:25:13] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=18 architecture=[52] train_loss=0.004597 val_loss=0.003989 best=0.003989 es=0/5
[2026-05-20 09:25:15] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=19 architecture=[52] train_loss=0.004488 val_loss=0.003899 best=0.003989 es=1/5
[2026-05-20 09:25:17] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=20 architecture=[52] train_loss=0.004409 val_loss=0.003889 best=0.003989 es=2/5
[2026-05-20 09:25:20] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=21 architecture=[52] train_loss=0.004294 val_loss=0.003739 best=0.003739 es=0/5
[2026-05-20 09:25:22] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=22 architecture=[52] train_loss=0.004273 val_loss=0.003680 best=0.003739 es=1/5
[2026-05-20 09:25:24] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=23 architecture=[52] train_loss=0.004190 val_loss=0.003709 best=0.003739 es=2/5
[2026-05-20 09:25:26] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=24 architecture=[52] train_loss=0.004117 val_loss=0.003645 best=0.003739 es=3/5
[2026-05-20 09:25:29] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=25 architecture=[52] train_loss=0.004285 val_loss=0.003702 best=0.003739 es=4/5
[2026-05-20 09:25:31] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=26 architecture=[52] train_loss=0.004112 val_loss=0.003598 best=0.003598 es=0/5
[2026-05-20 09:25:33] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=27 architecture=[52] train_loss=0.004057 val_loss=0.003647 best=0.003598 es=1/5
[2026-05-20 09:25:35] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=28 architecture=[52] train_loss=0.004208 val_loss=0.003581 best=0.003598 es=2/5
[2026-05-20 09:25:38] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=29 architecture=[52] train_loss=0.004134 val_loss=0.003632 best=0.003598 es=3/5
[2026-05-20 09:25:40] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=30 architecture=[52] train_loss=0.004213 val_loss=0.003669 best=0.003598 es=4/5
[2026-05-20 09:25:42] [autoencoding][ae_alt_width][cand_051_d1_w52] epoch=31 architecture=[52] train_loss=0.004094 val_loss=0.003532 best=0.003598 es=5/5
