timestamp,model,mode,epoch,width,depth,val_loss,neurons,best_val,es_counter,improved
2025-12-14 16:17:30,cnn_stl,width_only,53,1,5,1.905736941099167,6,1.905736941099167,0,True
2025-12-14 16:17:39,cnn_stl,width_only,54,1,5,1.9224648475646973,6,1.905736941099167,1,False
2025-12-14 16:17:47,cnn_stl,width_only,55,1,5,1.9097121745347976,6,1.905736941099167,2,False
2025-12-14 16:17:56,cnn_stl,width_only,56,1,5,1.916440024971962,6,1.905736941099167,3,False
2025-12-14 16:18:04,cnn_stl,width_only,57,1,5,1.914304292201996,6,1.905736941099167,4,False
2025-12-14 16:18:12,cnn_stl,width_only,58,1,5,1.9021121650934218,6,1.9021121650934218,0,True
2025-12-14 16:18:21,cnn_stl,width_only,59,1,5,1.9131224989891051,6,1.9021121650934218,1,False
2025-12-14 16:18:30,cnn_stl,width_only,60,1,5,1.9105446189641953,6,1.9021121650934218,2,False
2025-12-14 16:18:39,cnn_stl,width_only,61,1,5,1.9090778648853302,6,1.9021121650934218,3,False
2025-12-14 16:18:48,cnn_stl,width_only,62,1,5,1.9121622502803803,6,1.9021121650934218,4,False
2025-12-14 16:18:57,cnn_stl,width_only,63,1,5,1.9019974768161774,6,1.9019974768161774,0,True
2025-12-14 16:19:06,cnn_stl,width_only,64,1,5,1.9054760932922363,6,1.9019974768161774,1,False
2025-12-14 16:19:15,cnn_stl,width_only,65,1,5,1.8992107599973678,6,1.8992107599973678,0,True
2025-12-14 16:19:26,cnn_stl,width_only,66,1,5,1.9158328652381897,6,1.8992107599973678,1,False
2025-12-14 16:19:36,cnn_stl,width_only,67,1,5,1.9097344398498535,6,1.8992107599973678,2,False
2025-12-14 16:19:45,cnn_stl,width_only,68,1,5,1.8953327059745788,6,1.8953327059745788,0,True
2025-12-14 16:19:53,cnn_stl,width_only,69,1,5,1.8979888290166855,6,1.8953327059745788,1,False
2025-12-14 16:20:02,cnn_stl,width_only,70,1,5,1.9027595669031143,6,1.8953327059745788,2,False
2025-12-14 16:20:11,cnn_stl,width_only,71,1,5,1.8977260053157807,6,1.8953327059745788,3,False
2025-12-14 16:20:20,cnn_stl,width_only,72,1,5,1.897829958796501,6,1.8953327059745788,4,False
2025-12-14 16:20:29,cnn_stl,width_only,73,1,5,1.8974060356616973,6,1.8953327059745788,5,False
2025-12-14 16:20:40,cnn_stl,width_only,74,1,5,1.8989412546157838,6,1.8953327059745788,6,False
2025-12-14 16:20:49,cnn_stl,width_only,75,1,5,1.910612690448761,6,1.8953327059745788,7,False
2025-12-14 16:20:58,cnn_stl,width_only,76,1,5,1.8993300259113313,6,1.8953327059745788,8,False
2025-12-14 16:21:08,cnn_stl,width_only,77,1,5,1.9001444667577743,6,1.8953327059745788,9,False
2025-12-14 16:21:18,cnn_stl,width_only,78,1,5,1.898178967833519,6,1.8953327059745788,10,False
2025-12-14 16:21:29,cnn_stl,width_only,79,1,5,1.9035666525363921,6,1.9035666525363921,0,True
2025-12-14 16:21:40,cnn_stl,width_only,80,1,5,1.9056419879198074,6,1.9035666525363921,1,False
2025-12-14 16:21:50,cnn_stl,width_only,81,1,5,1.8949605405330658,6,1.8949605405330658,0,True
2025-12-14 16:22:01,cnn_stl,width_only,82,1,5,1.8957105875015259,6,1.8949605405330658,1,False
2025-12-14 16:22:11,cnn_stl,width_only,83,1,5,1.906032106280327,6,1.8949605405330658,2,False
2025-12-14 16:22:22,cnn_stl,width_only,84,1,5,1.9341028064489365,6,1.8949605405330658,3,False
2025-12-14 16:22:30,cnn_stl,width_only,85,1,5,1.8963427931070327,6,1.8949605405330658,4,False
2025-12-14 16:22:39,cnn_stl,width_only,86,1,5,1.9089305013418199,6,1.8949605405330658,5,False
2025-12-14 16:22:48,cnn_stl,width_only,87,1,5,1.9073716193437575,6,1.8949605405330658,6,False
2025-12-14 16:22:56,cnn_stl,width_only,88,1,5,1.9119417041540145,6,1.8949605405330658,7,False
2025-12-14 16:23:04,cnn_stl,width_only,89,1,5,1.8940568447113038,6,1.8940568447113038,0,True
2025-12-14 16:23:14,cnn_stl,width_only,90,1,5,1.9002255618572235,6,1.8940568447113038,1,False
2025-12-14 16:23:25,cnn_stl,width_only,91,1,5,1.8933377802371978,6,1.8933377802371978,0,True
2025-12-14 16:23:35,cnn_stl,width_only,92,1,5,1.911712619662285,6,1.8933377802371978,1,False
2025-12-14 16:23:45,cnn_stl,width_only,93,1,5,1.8919365227222442,6,1.8919365227222442,0,True
2025-12-14 16:23:55,cnn_stl,width_only,94,1,5,1.8889640659093856,6,1.8889640659093856,0,True
2025-12-14 16:24:04,cnn_stl,width_only,95,1,5,1.8900900065898896,6,1.8889640659093856,1,False
2025-12-14 16:24:15,cnn_stl,width_only,96,1,5,1.9397830665111542,6,1.8889640659093856,2,False
2025-12-14 16:24:25,cnn_stl,width_only,97,1,5,1.8973885089159013,6,1.8889640659093856,3,False
2025-12-14 16:24:34,cnn_stl,width_only,98,1,5,1.9136764347553252,6,1.8889640659093856,4,False
2025-12-14 16:24:43,cnn_stl,width_only,99,1,5,1.8950038999319077,6,1.8889640659093856,5,False
2025-12-14 16:24:55,cnn_stl,width_only,100,1,5,1.929772925376892,6,1.8889640659093856,6,False
2025-12-14 16:25:05,cnn_stl,width_only,101,1,5,1.89336756169796,6,1.8889640659093856,7,False
2025-12-14 16:25:13,cnn_stl,width_only,102,1,5,1.9028386563062667,6,1.8889640659093856,8,False
2025-12-14 16:25:23,cnn_stl,width_only,103,1,5,1.898769849538803,6,1.8889640659093856,9,False
2025-12-14 16:25:33,cnn_stl,width_only,104,1,5,1.8961218029260636,6,1.8889640659093856,10,False
2025-12-14 16:25:43,cnn_stl,width_only,105,2,5,1.910627394914627,12,1.910627394914627,0,True
2025-12-14 16:25:52,cnn_stl,width_only,106,2,5,1.9276993930339814,12,1.910627394914627,1,False
2025-12-14 16:26:01,cnn_stl,width_only,107,2,5,1.8916832447052,12,1.8916832447052,0,True
2025-12-14 16:26:10,cnn_stl,width_only,108,2,5,1.8873037457466126,12,1.8873037457466126,0,True
2025-12-14 16:26:18,cnn_stl,width_only,109,2,5,1.8888299882411956,12,1.8873037457466126,1,False
2025-12-14 16:26:25,cnn_stl,width_only,110,2,5,1.8895299434661865,12,1.8873037457466126,2,False
2025-12-14 16:26:35,cnn_stl,width_only,111,2,5,1.8862647235393524,12,1.8862647235393524,0,True
2025-12-14 16:26:45,cnn_stl,width_only,112,2,5,1.8870214819908142,12,1.8862647235393524,1,False
2025-12-14 16:26:54,cnn_stl,width_only,113,2,5,1.88749058842659,12,1.8862647235393524,2,False
2025-12-14 16:27:03,cnn_stl,width_only,114,2,5,1.9016784578561783,12,1.8862647235393524,3,False
2025-12-14 16:27:13,cnn_stl,width_only,115,2,5,1.887493759393692,12,1.8862647235393524,4,False
2025-12-14 16:27:23,cnn_stl,width_only,116,2,5,1.8980228126049041,12,1.8862647235393524,5,False
2025-12-14 16:27:33,cnn_stl,width_only,117,2,5,1.8879279315471649,12,1.8862647235393524,6,False
2025-12-14 16:27:43,cnn_stl,width_only,118,2,5,1.8863725423812867,12,1.8862647235393524,7,False
2025-12-14 16:27:53,cnn_stl,width_only,119,2,5,1.8853339582681656,12,1.8853339582681656,0,True
2025-12-14 16:28:04,cnn_stl,width_only,120,2,5,1.8878049343824386,12,1.8853339582681656,1,False
2025-12-14 16:28:14,cnn_stl,width_only,121,2,5,1.9121610581874848,12,1.8853339582681656,2,False
2025-12-14 16:28:24,cnn_stl,width_only,122,2,5,1.8894341886043549,12,1.8853339582681656,3,False
2025-12-14 16:28:33,cnn_stl,width_only,123,2,5,1.8854588150978089,12,1.8853339582681656,4,False
2025-12-14 16:28:43,cnn_stl,width_only,124,2,5,1.8940681397914887,12,1.8853339582681656,5,False
2025-12-14 16:28:52,cnn_stl,width_only,125,2,5,1.89375082552433,12,1.8853339582681656,6,False
2025-12-14 16:29:02,cnn_stl,width_only,126,2,5,1.8857891589403153,12,1.8853339582681656,7,False
2025-12-14 16:29:13,cnn_stl,width_only,127,2,5,1.8835749089717866,12,1.8835749089717866,0,True
2025-12-14 16:29:21,cnn_stl,width_only,128,2,5,1.8869301825761795,12,1.8835749089717866,1,False
2025-12-14 16:29:25,cnn_stl,width_only,129,2,5,1.884215533733368,12,1.8835749089717866,2,False
2025-12-14 16:29:29,cnn_stl,width_only,130,2,5,1.8838437378406525,12,1.8835749089717866,3,False
2025-12-14 16:29:32,cnn_stl,width_only,131,2,5,1.8841777741909027,12,1.8835749089717866,4,False
2025-12-14 16:29:36,cnn_stl,width_only,132,2,5,1.9226014882326126,12,1.8835749089717866,5,False
2025-12-14 16:29:40,cnn_stl,width_only,133,2,5,1.9018753677606584,12,1.8835749089717866,6,False
2025-12-14 16:29:45,cnn_stl,width_only,134,2,5,1.8859894454479218,12,1.8835749089717866,7,False
2025-12-14 16:29:49,cnn_stl,width_only,135,2,5,1.9021751636113875,12,1.8835749089717866,8,False
