[2026-05-20 12:44:27] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:44:27] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_053_d1_w54/training_log.txt
[2026-05-20 12:44:27] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_053_d1_w54/training_stats.csv
[2026-05-20 12:44:27] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=53 search_phase=width architecture=[54]
[2026-05-20 12:44:30] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=1 architecture=[54] train_loss=0.005386 val_loss=0.004203 best=0.003449 es=0/5
[2026-05-20 12:44:33] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=2 architecture=[54] train_loss=0.004505 val_loss=0.003627 best=0.003449 es=0/5
[2026-05-20 12:44:36] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=3 architecture=[54] train_loss=0.004584 val_loss=0.003795 best=0.003449 es=1/5
[2026-05-20 12:44:39] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=4 architecture=[54] train_loss=0.004938 val_loss=0.004213 best=0.003449 es=2/5
[2026-05-20 12:44:42] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=5 architecture=[54] train_loss=0.004482 val_loss=0.003507 best=0.003449 es=0/5
[2026-05-20 12:44:45] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=6 architecture=[54] train_loss=0.004115 val_loss=0.003418 best=0.003449 es=1/5
[2026-05-20 12:44:48] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=7 architecture=[54] train_loss=0.004023 val_loss=0.003404 best=0.003404 es=0/5
[2026-05-20 12:44:51] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=8 architecture=[54] train_loss=0.003899 val_loss=0.003393 best=0.003404 es=1/5
[2026-05-20 12:44:54] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=9 architecture=[54] train_loss=0.003946 val_loss=0.003366 best=0.003404 es=2/5
[2026-05-20 12:44:56] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=10 architecture=[54] train_loss=0.003857 val_loss=0.003331 best=0.003404 es=3/5
[2026-05-20 12:44:59] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=11 architecture=[54] train_loss=0.003996 val_loss=0.003378 best=0.003404 es=4/5
[2026-05-20 12:45:02] [autoencoding][ae_width_to_depth][cand_053_d1_w54] epoch=12 architecture=[54] train_loss=0.003860 val_loss=0.003376 best=0.003404 es=5/5
