task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
representation,ae_alt_depth,0,cand_000_d1_w1,[1],0.9415798391354654,379,384,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_000_d1_w1/checkpoint_last.pt,True,depth,0,0,0,False,0,,
representation,ae_alt_depth,1,cand_001_d2_w1,"[1, 1]",0.943279300498703,303,308,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_001_d2_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_001_d2_w1/checkpoint_last.pt,False,depth,0,1,1,False,0,,
representation,ae_alt_depth,2,cand_002_d3_w1,"[1, 1, 1]",1.0247169395861297,330,335,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_002_d3_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_002_d3_w1/checkpoint_last.pt,False,depth,0,2,2,False,0,,
representation,ae_alt_depth,3,cand_003_d4_w1,"[1, 1, 1, 1]",1.0269043973238197,61,66,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_003_d4_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_003_d4_w1/checkpoint_last.pt,False,depth,0,3,3,False,0,,
representation,ae_alt_depth,4,cand_004_d5_w1,"[1, 1, 1, 1, 1]",1.0270316416756717,42,47,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_004_d5_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_004_d5_w1/checkpoint_last.pt,False,depth,0,4,4,False,0,,
representation,ae_alt_depth,5,cand_005_d6_w1,"[1, 1, 1, 1, 1, 1]",1.0287288758691577,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_005_d6_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_005_d6_w1/checkpoint_last.pt,False,depth,0,5,5,False,0,,
representation,ae_alt_depth,6,cand_006_d6_w2,"[2, 1, 1, 1, 1, 1]",1.0259809535361513,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_006_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_006_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
representation,ae_alt_depth,7,cand_007_d6_w2,"[2, 2, 1, 1, 1, 1]",1.024851020840334,90,95,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_007_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_007_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
representation,ae_alt_depth,8,cand_008_d6_w2,"[2, 2, 2, 1, 1, 1]",1.0062748308003342,26,31,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_008_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_008_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
representation,ae_alt_depth,9,cand_009_d6_w2,"[2, 2, 2, 2, 1, 1]",1.0057670527880345,9,14,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_009_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_009_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
representation,ae_alt_depth,10,cand_010_d6_w2,"[2, 2, 2, 2, 2, 1]",1.0011335377904425,20,25,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_010_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_010_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
representation,ae_alt_depth,11,cand_011_d6_w2,"[2, 2, 2, 2, 2, 2]",0.9447265696846469,94,99,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_011_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_011_d6_w2/checkpoint_last.pt,False,width,1,0,6,False,0,0.9415798391354654,inf
representation,ae_alt_depth,12,cand_012_d6_w3,"[3, 2, 2, 2, 2, 2]",0.9431184226720851,14,19,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_012_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_012_d6_w3/checkpoint_last.pt,False,width,1,0,6,False,0,0.9415798391354654,
representation,ae_alt_depth,13,cand_013_d6_w3,"[3, 3, 2, 2, 2, 2]",0.9414810864152404,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_013_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_013_d6_w3/checkpoint_last.pt,False,width,1,0,6,False,0,0.9415798391354654,
representation,ae_alt_depth,14,cand_014_d6_w3,"[3, 3, 3, 2, 2, 2]",0.94068811720627,9,14,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_014_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_depth/cand_014_d6_w3/checkpoint_last.pt,True,width,1,0,6,True,0,0.9415798391354654,
