timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,best_val,es_counter,improved,auroc
2026-06-11 09:10:20,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0020841620449539686,0.0012339996056439978,350,0.0012339996056439978,0,True,0.6447682290013659
2026-06-11 09:10:22,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0012814051315924333,0.0007244845431892839,350,0.0007244845431892839,0,True,0.6606247754950895
2026-06-11 09:10:24,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0011327511007931832,0.0007779814534167158,350,0.0007779814534167158,0,True,0.669022461895304
2026-06-11 09:10:26,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.001206286085509512,0.001059816017447402,350,0.001059816017447402,0,True,0.6508129175471751
2026-06-11 09:10:28,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0013092183568844283,0.0009433651987201219,350,0.0009433651987201219,0,True,0.6655088875653994
2026-06-11 09:10:30,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0013345286184729534,0.0009650535581995835,350,0.0009650535581995835,0,True,0.6499372745600975
2026-06-11 09:10:32,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0012464244137954062,0.0008889207639163587,350,0.0008889207639163587,0,True,0.6402611800558962
2026-06-11 09:10:35,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.001349922029205789,0.0008806698568380833,350,0.0008806698568380833,0,True,0.6754297302012673
2026-06-11 09:10:37,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.001207869294579538,0.0011893063574982886,350,0.0011893063574982886,0,True,0.6518721525708215
2026-06-11 09:10:39,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0012536061923915415,0.001025090729543053,350,0.001025090729543053,0,True,0.6728225874107387
2026-06-11 09:10:41,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0013561968029286717,0.0008352668354035764,350,0.0008352668354035764,0,True,0.656000654014018
2026-06-11 09:10:43,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,104,3,0.0011311602727401334,0.0007957574024664949,350,0.0007957574024664949,0,True,0.6692109006442662
