[2026-05-18 01:48:23] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:48:23] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_069_d1_w70/training_log.txt
[2026-05-18 01:48:23] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_069_d1_w70/training_stats.csv
[2026-05-18 01:48:23] [CANDIDATE] task=representation phase=ae_alt_width index=69 search_phase=width architecture=[70]
[2026-05-18 01:48:28] [representation][ae_alt_width][cand_069_d1_w70] epoch=1 architecture=[70] train_loss=0.397441 val_loss=0.395035 best=0.392844 es=0/5
[2026-05-18 01:48:30] [representation][ae_alt_width][cand_069_d1_w70] epoch=2 architecture=[70] train_loss=0.391650 val_loss=0.394162 best=0.392844 es=0/5
[2026-05-18 01:48:32] [representation][ae_alt_width][cand_069_d1_w70] epoch=3 architecture=[70] train_loss=0.390573 val_loss=0.392886 best=0.392844 es=0/5
[2026-05-18 01:48:35] [representation][ae_alt_width][cand_069_d1_w70] epoch=4 architecture=[70] train_loss=0.390426 val_loss=0.393918 best=0.392844 es=1/5
[2026-05-18 01:48:39] [representation][ae_alt_width][cand_069_d1_w70] epoch=5 architecture=[70] train_loss=0.390440 val_loss=0.392173 best=0.392173 es=0/5
[2026-05-18 01:48:42] [representation][ae_alt_width][cand_069_d1_w70] epoch=6 architecture=[70] train_loss=0.389969 val_loss=0.394601 best=0.392173 es=1/5
[2026-05-18 01:48:44] [representation][ae_alt_width][cand_069_d1_w70] epoch=7 architecture=[70] train_loss=0.389948 val_loss=0.392265 best=0.392173 es=2/5
[2026-05-18 01:48:46] [representation][ae_alt_width][cand_069_d1_w70] epoch=8 architecture=[70] train_loss=0.389946 val_loss=0.393598 best=0.392173 es=3/5
[2026-05-18 01:48:49] [representation][ae_alt_width][cand_069_d1_w70] epoch=9 architecture=[70] train_loss=0.390776 val_loss=0.395477 best=0.392173 es=4/5
[2026-05-18 01:48:53] [representation][ae_alt_width][cand_069_d1_w70] epoch=10 architecture=[70] train_loss=0.390812 val_loss=0.392717 best=0.392173 es=5/5
