[2026-06-13 21:06:02] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:06:02] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_403_d4_w101/training_log.txt
[2026-06-13 21:06:02] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_403_d4_w101/training_stats.csv
[2026-06-13 21:06:02] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.004002 val_loss=0.004963 best=0.004963 es=0/10
[2026-06-13 21:06:02] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001820 val_loss=0.003031 best=0.003031 es=0/10
[2026-06-13 21:06:02] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.004873 val_loss=0.001619 best=0.001619 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001959 val_loss=0.000881 best=0.000881 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001897 val_loss=0.002069 best=0.002069 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.002535 val_loss=0.001691 best=0.001691 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.002112 val_loss=0.000605 best=0.000605 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001000 val_loss=0.000851 best=0.000851 es=0/10
[2026-06-13 21:06:03] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.002343 val_loss=0.000953 best=0.000953 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001009 val_loss=0.000653 best=0.000653 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001162 val_loss=0.000837 best=0.000837 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001194 val_loss=0.000833 best=0.000833 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000514 val_loss=0.000549 best=0.000549 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001404 val_loss=0.000786 best=0.000786 es=0/10
[2026-06-13 21:06:04] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000849 val_loss=0.000653 best=0.000653 es=0/10
[2026-06-13 21:06:05] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000944 val_loss=0.000438 best=0.000438 es=0/10
[2026-06-13 21:06:05] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000721 val_loss=0.000520 best=0.000520 es=0/10
[2026-06-13 21:06:05] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000925 val_loss=0.000393 best=0.000393 es=0/10
[2026-06-13 21:06:05] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000311 val_loss=0.000869 best=0.000869 es=0/10
[2026-06-13 21:06:06] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000455 val_loss=0.000572 best=0.000572 es=0/10
[2026-06-13 21:06:06] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000644 val_loss=0.000458 best=0.000458 es=0/10
[2026-06-13 21:06:06] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000646 val_loss=0.000504 best=0.000504 es=0/10
[2026-06-13 21:06:06] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000896 val_loss=0.000494 best=0.000494 es=0/10
[2026-06-13 21:06:07] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000431 val_loss=0.000415 best=0.000415 es=0/10
[2026-06-13 21:06:07] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.001794 val_loss=0.000403 best=0.000403 es=0/10
[2026-06-13 21:06:07] Epoch 1 | architecture=[101, 101, 101, 101] train_loss=0.000778 val_loss=0.000548 best=0.000548 es=0/10
