task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
anomaly,ae_width_only,width_only,0.0006888178736033081,29,29,,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/anomaly/repeat_05/d01/anomaly/ae_width_only/cand_054_d1_w55/checkpoint_best.pt,cand_054_d1_w55
anomaly,stl_from_ae_width_only,stl_refit,0.0011508472904416447,106,116,0.2762022854757436,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/anomaly/repeat_05/d01/anomaly/stl_from_ae_width_only/cand_000_d1_w55/checkpoint_best.pt,cand_000_d1_w55
