[2026-06-13 20:12:41] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:12:41] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_016_d1_w17/training_log.txt
[2026-06-13 20:12:41] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_016_d1_w17/training_stats.csv
[2026-06-13 20:12:41] Epoch 1 | architecture=[17] train_loss=0.021673 val_loss=0.030240 best=0.030240 es=0/10
[2026-06-13 20:12:41] Epoch 1 | architecture=[17] train_loss=0.022461 val_loss=0.024816 best=0.024816 es=0/10
[2026-06-13 20:12:42] Epoch 1 | architecture=[17] train_loss=0.021584 val_loss=0.022568 best=0.022568 es=0/10
[2026-06-13 20:12:42] Epoch 1 | architecture=[17] train_loss=0.021582 val_loss=0.022071 best=0.022071 es=0/10
[2026-06-13 20:12:42] Epoch 1 | architecture=[17] train_loss=0.022286 val_loss=0.022428 best=0.022428 es=0/10
[2026-06-13 20:12:43] Epoch 1 | architecture=[17] train_loss=0.021569 val_loss=0.023512 best=0.023512 es=0/10
[2026-06-13 20:12:43] Epoch 1 | architecture=[17] train_loss=0.021254 val_loss=0.023713 best=0.023713 es=0/10
[2026-06-13 20:12:43] Epoch 1 | architecture=[17] train_loss=0.021277 val_loss=0.022713 best=0.022713 es=0/10
[2026-06-13 20:12:43] Epoch 1 | architecture=[17] train_loss=0.021962 val_loss=0.021866 best=0.021866 es=0/10
[2026-06-13 20:12:43] Epoch 1 | architecture=[17] train_loss=0.020986 val_loss=0.021524 best=0.021524 es=0/10
[2026-06-13 20:12:44] Epoch 1 | architecture=[17] train_loss=0.021810 val_loss=0.021412 best=0.021412 es=0/10
[2026-06-13 20:12:44] Epoch 1 | architecture=[17] train_loss=0.021739 val_loss=0.021593 best=0.021593 es=0/10
[2026-06-13 20:12:44] Epoch 1 | architecture=[17] train_loss=0.021492 val_loss=0.022184 best=0.022184 es=0/10
[2026-06-13 20:12:45] Epoch 1 | architecture=[17] train_loss=0.020597 val_loss=0.022843 best=0.022843 es=0/10
[2026-06-13 20:12:45] Epoch 1 | architecture=[17] train_loss=0.020621 val_loss=0.022569 best=0.022569 es=0/10
[2026-06-13 20:12:45] Epoch 1 | architecture=[17] train_loss=0.020711 val_loss=0.022109 best=0.022109 es=0/10
[2026-06-13 20:12:45] Epoch 1 | architecture=[17] train_loss=0.020438 val_loss=0.021626 best=0.021626 es=0/10
[2026-06-13 20:12:45] Epoch 1 | architecture=[17] train_loss=0.020672 val_loss=0.021340 best=0.021340 es=0/10
[2026-06-13 20:12:46] Epoch 1 | architecture=[17] train_loss=0.020603 val_loss=0.021131 best=0.021131 es=0/10
[2026-06-13 20:12:46] Epoch 1 | architecture=[17] train_loss=0.020395 val_loss=0.021132 best=0.021132 es=0/10
[2026-06-13 20:12:46] Epoch 1 | architecture=[17] train_loss=0.020266 val_loss=0.021302 best=0.021302 es=0/10
[2026-06-13 20:12:46] Epoch 1 | architecture=[17] train_loss=0.020660 val_loss=0.021398 best=0.021398 es=0/10
[2026-06-13 20:12:47] Epoch 1 | architecture=[17] train_loss=0.020695 val_loss=0.021427 best=0.021427 es=0/10
[2026-06-13 20:12:47] Epoch 1 | architecture=[17] train_loss=0.020666 val_loss=0.021336 best=0.021336 es=0/10
[2026-06-13 20:12:47] Epoch 1 | architecture=[17] train_loss=0.020479 val_loss=0.021427 best=0.021427 es=0/10
[2026-06-13 20:12:47] Epoch 1 | architecture=[17] train_loss=0.020278 val_loss=0.021451 best=0.021451 es=0/10
[2026-06-13 20:12:48] Epoch 1 | architecture=[17] train_loss=0.019957 val_loss=0.021251 best=0.021251 es=0/10
[2026-06-13 20:12:48] Epoch 1 | architecture=[17] train_loss=0.020456 val_loss=0.021098 best=0.021098 es=0/10
[2026-06-13 20:12:48] Epoch 1 | architecture=[17] train_loss=0.019954 val_loss=0.020652 best=0.020652 es=0/10
[2026-06-13 20:12:48] Epoch 1 | architecture=[17] train_loss=0.020103 val_loss=0.020413 best=0.020413 es=0/10
[2026-06-13 20:12:49] Epoch 1 | architecture=[17] train_loss=0.019896 val_loss=0.020447 best=0.020447 es=0/10
[2026-06-13 20:12:49] Epoch 1 | architecture=[17] train_loss=0.019661 val_loss=0.021143 best=0.021143 es=0/10
[2026-06-13 20:12:49] Epoch 1 | architecture=[17] train_loss=0.019618 val_loss=0.021885 best=0.021885 es=0/10
[2026-06-13 20:12:49] Epoch 1 | architecture=[17] train_loss=0.020901 val_loss=0.021274 best=0.021274 es=0/10
[2026-06-13 20:18:31] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:18:31] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_016_d1_w17/training_log.txt
[2026-06-13 20:18:31] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_016_d1_w17/training_stats.csv
[2026-06-13 20:18:31] Epoch 1 | architecture=[17] train_loss=0.019583 val_loss=0.020816 best=0.020816 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019633 val_loss=0.020411 best=0.020411 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019404 val_loss=0.020289 best=0.020289 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.020136 val_loss=0.020301 best=0.020301 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019407 val_loss=0.020726 best=0.020726 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.020198 val_loss=0.021316 best=0.021316 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019782 val_loss=0.021109 best=0.021109 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019641 val_loss=0.020543 best=0.020543 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019379 val_loss=0.019868 best=0.019868 es=0/10
[2026-06-13 20:18:32] Epoch 1 | architecture=[17] train_loss=0.019536 val_loss=0.019752 best=0.019752 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.019459 val_loss=0.019974 best=0.019974 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.019726 val_loss=0.020389 best=0.020389 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.019396 val_loss=0.020692 best=0.020692 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.019380 val_loss=0.020741 best=0.020741 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.020028 val_loss=0.020532 best=0.020532 es=0/10
[2026-06-13 20:18:33] Epoch 1 | architecture=[17] train_loss=0.019044 val_loss=0.019896 best=0.019896 es=0/10
[2026-06-13 20:18:34] Epoch 1 | architecture=[17] train_loss=0.019383 val_loss=0.019802 best=0.019802 es=0/10
[2026-06-13 20:18:34] Epoch 1 | architecture=[17] train_loss=0.019072 val_loss=0.020292 best=0.020292 es=0/10
[2026-06-13 20:18:34] Epoch 1 | architecture=[17] train_loss=0.019390 val_loss=0.020623 best=0.020623 es=0/10
[2026-06-13 20:18:34] Epoch 1 | architecture=[17] train_loss=0.019063 val_loss=0.020203 best=0.020203 es=0/10
