[2026-05-16 19:39:55] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 19:39:55] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_045_d2_w47/training_log.txt
[2026-05-16 19:39:55] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_045_d2_w47/training_stats.csv
[2026-05-16 19:39:58] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=1 train_loss=0.054066 val_loss=0.036627 best=0.036627 es=0/5
[2026-05-16 19:40:01] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=2 train_loss=0.047992 val_loss=0.034874 best=0.034874 es=0/5
[2026-05-16 19:40:04] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=3 train_loss=0.046983 val_loss=0.034489 best=0.034489 es=0/5
[2026-05-16 19:40:07] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=4 train_loss=0.046549 val_loss=0.034285 best=0.034285 es=0/5
[2026-05-16 19:40:10] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=5 train_loss=0.046165 val_loss=0.034069 best=0.034069 es=0/5
[2026-05-16 19:40:13] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=6 train_loss=0.045957 val_loss=0.033939 best=0.033939 es=0/5
[2026-05-16 19:40:16] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=7 train_loss=0.046713 val_loss=0.034769 best=0.033939 es=1/5
[2026-05-16 19:40:19] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=8 train_loss=0.045141 val_loss=0.034079 best=0.033939 es=2/5
[2026-05-16 19:40:22] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=9 train_loss=0.045816 val_loss=0.033937 best=0.033939 es=3/5
[2026-05-16 19:40:25] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=10 train_loss=0.044254 val_loss=0.033295 best=0.033295 es=0/5
[2026-05-16 19:40:28] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=11 train_loss=0.043834 val_loss=0.033132 best=0.033132 es=0/5
[2026-05-16 19:40:31] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=12 train_loss=0.042856 val_loss=0.032771 best=0.032771 es=0/5
[2026-05-16 19:40:34] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=13 train_loss=0.042488 val_loss=0.032686 best=0.032771 es=1/5
[2026-05-16 19:40:37] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=14 train_loss=0.041741 val_loss=0.032373 best=0.032373 es=0/5
[2026-05-16 19:40:40] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=15 train_loss=0.041122 val_loss=0.032059 best=0.032059 es=0/5
[2026-05-16 19:40:43] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=16 train_loss=0.040571 val_loss=0.032027 best=0.032059 es=1/5
[2026-05-16 19:40:46] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=17 train_loss=0.040246 val_loss=0.032367 best=0.032059 es=2/5
[2026-05-16 19:40:49] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=18 train_loss=0.039323 val_loss=0.031885 best=0.031885 es=0/5
[2026-05-16 19:40:52] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=19 train_loss=0.040956 val_loss=0.033898 best=0.031885 es=1/5
[2026-05-16 19:40:56] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=20 train_loss=0.038846 val_loss=0.033220 best=0.031885 es=2/5
[2026-05-16 19:40:59] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=21 train_loss=0.038038 val_loss=0.032363 best=0.031885 es=3/5
[2026-05-16 19:41:02] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=22 train_loss=0.039039 val_loss=0.032078 best=0.031885 es=4/5
[2026-05-16 19:41:05] [autoencoding][ae_width_to_depth][cand_045_d2_w47] epoch=23 train_loss=0.037257 val_loss=0.031815 best=0.031885 es=5/5
