[2026-06-13 20:35:46] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:35:46] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_152_d2_w77/training_log.txt
[2026-06-13 20:35:46] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_152_d2_w77/training_stats.csv
[2026-06-13 20:35:46] Epoch 1 | architecture=[77, 76] train_loss=0.005334 val_loss=0.006914 best=0.006914 es=0/10
[2026-06-13 20:35:46] Epoch 1 | architecture=[77, 76] train_loss=0.005326 val_loss=0.004679 best=0.004679 es=0/10
[2026-06-13 20:35:46] Epoch 1 | architecture=[77, 76] train_loss=0.003033 val_loss=0.003754 best=0.003754 es=0/10
[2026-06-13 20:35:47] Epoch 1 | architecture=[77, 76] train_loss=0.003079 val_loss=0.004778 best=0.004778 es=0/10
[2026-06-13 20:35:47] Epoch 1 | architecture=[77, 76] train_loss=0.004691 val_loss=0.004219 best=0.004219 es=0/10
[2026-06-13 20:35:47] Epoch 1 | architecture=[77, 76] train_loss=0.003127 val_loss=0.002992 best=0.002992 es=0/10
[2026-06-13 20:35:47] Epoch 1 | architecture=[77, 76] train_loss=0.002403 val_loss=0.003470 best=0.003470 es=0/10
[2026-06-13 20:35:47] Epoch 1 | architecture=[77, 76] train_loss=0.001944 val_loss=0.005886 best=0.005886 es=0/10
[2026-06-13 20:35:48] Epoch 1 | architecture=[77, 76] train_loss=0.002319 val_loss=0.004563 best=0.004563 es=0/10
[2026-06-13 20:35:48] Epoch 1 | architecture=[77, 76] train_loss=0.001804 val_loss=0.003168 best=0.003168 es=0/10
[2026-06-13 20:35:48] Epoch 1 | architecture=[77, 76] train_loss=0.002008 val_loss=0.002591 best=0.002591 es=0/10
[2026-06-13 20:35:48] Epoch 1 | architecture=[77, 76] train_loss=0.002069 val_loss=0.002269 best=0.002269 es=0/10
[2026-06-13 20:35:49] Epoch 1 | architecture=[77, 76] train_loss=0.001535 val_loss=0.002382 best=0.002382 es=0/10
[2026-06-13 20:35:49] Epoch 1 | architecture=[77, 76] train_loss=0.001365 val_loss=0.002270 best=0.002270 es=0/10
[2026-06-13 20:35:49] Epoch 1 | architecture=[77, 76] train_loss=0.002677 val_loss=0.002084 best=0.002084 es=0/10
[2026-06-13 20:35:49] Epoch 1 | architecture=[77, 76] train_loss=0.001711 val_loss=0.002031 best=0.002031 es=0/10
[2026-06-13 20:35:49] Epoch 1 | architecture=[77, 76] train_loss=0.001397 val_loss=0.002207 best=0.002207 es=0/10
[2026-06-13 20:35:50] Epoch 1 | architecture=[77, 76] train_loss=0.002068 val_loss=0.002561 best=0.002561 es=0/10
[2026-06-13 20:35:50] Epoch 1 | architecture=[77, 76] train_loss=0.001728 val_loss=0.002237 best=0.002237 es=0/10
[2026-06-13 20:35:50] Epoch 1 | architecture=[77, 76] train_loss=0.001498 val_loss=0.002091 best=0.002091 es=0/10
[2026-06-13 20:35:50] Epoch 1 | architecture=[77, 76] train_loss=0.001191 val_loss=0.002107 best=0.002107 es=0/10
[2026-06-13 20:35:50] Epoch 1 | architecture=[77, 76] train_loss=0.002859 val_loss=0.002173 best=0.002173 es=0/10
[2026-06-13 20:35:51] Epoch 1 | architecture=[77, 76] train_loss=0.001683 val_loss=0.002450 best=0.002450 es=0/10
[2026-06-13 20:35:51] Epoch 1 | architecture=[77, 76] train_loss=0.001400 val_loss=0.002509 best=0.002509 es=0/10
[2026-06-13 20:35:51] Epoch 1 | architecture=[77, 76] train_loss=0.001805 val_loss=0.001920 best=0.001920 es=0/10
[2026-06-13 20:35:51] Epoch 1 | architecture=[77, 76] train_loss=0.001342 val_loss=0.002258 best=0.002258 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.002356 val_loss=0.002084 best=0.002084 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001775 val_loss=0.002862 best=0.002862 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001530 val_loss=0.002348 best=0.002348 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001663 val_loss=0.002314 best=0.002314 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001807 val_loss=0.002049 best=0.002049 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001984 val_loss=0.002235 best=0.002235 es=0/10
[2026-06-13 20:35:52] Epoch 1 | architecture=[77, 76] train_loss=0.001440 val_loss=0.001991 best=0.001991 es=0/10
[2026-06-13 20:35:53] Epoch 1 | architecture=[77, 76] train_loss=0.001552 val_loss=0.002036 best=0.002036 es=0/10
[2026-06-13 20:35:53] Epoch 1 | architecture=[77, 76] train_loss=0.002854 val_loss=0.002226 best=0.002226 es=0/10
