[2026-06-12 21:07:28] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:07:28] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_228_d3_w81/training_log.txt
[2026-06-12 21:07:28] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_228_d3_w81/training_stats.csv
[2026-06-12 21:07:28] Epoch 1 | architecture=[81, 81, 67] train_loss=0.006035 val_loss=0.014986 best=0.014986 es=0/10
[2026-06-12 21:07:28] Epoch 1 | architecture=[81, 81, 67] train_loss=0.005244 val_loss=0.004768 best=0.004768 es=0/10
[2026-06-12 21:07:28] Epoch 1 | architecture=[81, 81, 67] train_loss=0.004220 val_loss=0.003906 best=0.003906 es=0/10
[2026-06-12 21:07:28] Epoch 1 | architecture=[81, 81, 67] train_loss=0.003275 val_loss=0.004467 best=0.004467 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.003422 val_loss=0.004576 best=0.004576 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.003761 val_loss=0.003835 best=0.003835 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001454 val_loss=0.003832 best=0.003832 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.002196 val_loss=0.002219 best=0.002219 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001781 val_loss=0.001979 best=0.001979 es=0/10
[2026-06-12 21:07:29] Epoch 1 | architecture=[81, 81, 67] train_loss=0.002159 val_loss=0.002816 best=0.002816 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001327 val_loss=0.002963 best=0.002963 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001771 val_loss=0.001379 best=0.001379 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001524 val_loss=0.000708 best=0.000708 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.002040 val_loss=0.000796 best=0.000796 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000901 val_loss=0.001269 best=0.001269 es=0/10
[2026-06-12 21:07:30] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001006 val_loss=0.001129 best=0.001129 es=0/10
[2026-06-12 21:07:31] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001785 val_loss=0.000771 best=0.000771 es=0/10
[2026-06-12 21:07:31] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001154 val_loss=0.001035 best=0.001035 es=0/10
[2026-06-12 21:07:31] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001521 val_loss=0.000667 best=0.000667 es=0/10
[2026-06-12 21:07:31] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000824 val_loss=0.000767 best=0.000767 es=0/10
[2026-06-12 21:07:31] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001660 val_loss=0.000678 best=0.000678 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001225 val_loss=0.000580 best=0.000580 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000786 val_loss=0.000828 best=0.000828 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001320 val_loss=0.000697 best=0.000697 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000837 val_loss=0.000644 best=0.000644 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001051 val_loss=0.000634 best=0.000634 es=0/10
[2026-06-12 21:07:32] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001345 val_loss=0.000697 best=0.000697 es=0/10
[2026-06-12 21:07:33] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000602 val_loss=0.000711 best=0.000711 es=0/10
[2026-06-12 21:07:33] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000799 val_loss=0.000787 best=0.000787 es=0/10
[2026-06-12 21:07:33] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000786 val_loss=0.000638 best=0.000638 es=0/10
[2026-06-12 21:07:33] Epoch 1 | architecture=[81, 81, 67] train_loss=0.001224 val_loss=0.000774 best=0.000774 es=0/10
[2026-06-12 21:07:33] Epoch 1 | architecture=[81, 81, 67] train_loss=0.000894 val_loss=0.000770 best=0.000770 es=0/10
