[2026-05-20 08:42:58] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:42:58] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_016_d1_w17/training_log.txt
[2026-05-20 08:42:58] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_016_d1_w17/training_stats.csv
[2026-05-20 08:42:58] [CANDIDATE] task=autoencoding phase=ae_alt_width index=16 search_phase=width architecture=[17]
[2026-05-20 08:43:00] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=1 architecture=[17] train_loss=0.559173 val_loss=0.561767 best=0.555548 es=0/5
[2026-05-20 08:43:02] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=2 architecture=[17] train_loss=0.553248 val_loss=0.558510 best=0.555548 es=0/5
[2026-05-20 08:43:04] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=3 architecture=[17] train_loss=0.549829 val_loss=0.555721 best=0.555548 es=0/5
[2026-05-20 08:43:07] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=4 architecture=[17] train_loss=0.547514 val_loss=0.553467 best=0.553467 es=0/5
[2026-05-20 08:43:09] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=5 architecture=[17] train_loss=0.545585 val_loss=0.551564 best=0.551564 es=0/5
[2026-05-20 08:43:11] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=6 architecture=[17] train_loss=0.543831 val_loss=0.549779 best=0.549779 es=0/5
[2026-05-20 08:43:13] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=7 architecture=[17] train_loss=0.542110 val_loss=0.548050 best=0.548050 es=0/5
[2026-05-20 08:43:15] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=8 architecture=[17] train_loss=0.540485 val_loss=0.546691 best=0.546691 es=0/5
[2026-05-20 08:43:17] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=9 architecture=[17] train_loss=0.538972 val_loss=0.545119 best=0.545119 es=0/5
[2026-05-20 08:43:19] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=10 architecture=[17] train_loss=0.537486 val_loss=0.543679 best=0.543679 es=0/5
[2026-05-20 08:43:21] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=11 architecture=[17] train_loss=0.536141 val_loss=0.542451 best=0.542451 es=0/5
[2026-05-20 08:43:24] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=12 architecture=[17] train_loss=0.534935 val_loss=0.541362 best=0.541362 es=0/5
[2026-05-20 08:43:26] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=13 architecture=[17] train_loss=0.533878 val_loss=0.540427 best=0.540427 es=0/5
[2026-05-20 08:43:28] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=14 architecture=[17] train_loss=0.532958 val_loss=0.539747 best=0.539747 es=0/5
[2026-05-20 08:43:30] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=15 architecture=[17] train_loss=0.532244 val_loss=0.539007 best=0.539007 es=0/5
[2026-05-20 08:43:32] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=16 architecture=[17] train_loss=0.531574 val_loss=0.538505 best=0.538505 es=0/5
[2026-05-20 08:43:34] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=17 architecture=[17] train_loss=0.531089 val_loss=0.538042 best=0.538042 es=0/5
[2026-05-20 08:43:36] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=18 architecture=[17] train_loss=0.530670 val_loss=0.537682 best=0.537682 es=0/5
[2026-05-20 08:43:38] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=19 architecture=[17] train_loss=0.530382 val_loss=0.537449 best=0.537449 es=0/5
[2026-05-20 08:43:40] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=20 architecture=[17] train_loss=0.530128 val_loss=0.537253 best=0.537253 es=0/5
[2026-05-20 08:43:42] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=21 architecture=[17] train_loss=0.529949 val_loss=0.537062 best=0.537062 es=0/5
[2026-05-20 08:43:44] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=22 architecture=[17] train_loss=0.529801 val_loss=0.536921 best=0.536921 es=0/5
[2026-05-20 08:43:47] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=23 architecture=[17] train_loss=0.529705 val_loss=0.536842 best=0.536921 es=1/5
[2026-05-20 08:43:49] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=24 architecture=[17] train_loss=0.529633 val_loss=0.536785 best=0.536785 es=0/5
[2026-05-20 08:43:51] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=25 architecture=[17] train_loss=0.529549 val_loss=0.536692 best=0.536785 es=1/5
[2026-05-20 08:43:53] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=26 architecture=[17] train_loss=0.529504 val_loss=0.536665 best=0.536665 es=0/5
[2026-05-20 08:43:55] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=27 architecture=[17] train_loss=0.529474 val_loss=0.536635 best=0.536665 es=1/5
[2026-05-20 08:43:57] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=28 architecture=[17] train_loss=0.529394 val_loss=0.536542 best=0.536542 es=0/5
[2026-05-20 08:43:59] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=29 architecture=[17] train_loss=0.529358 val_loss=0.536482 best=0.536542 es=1/5
[2026-05-20 08:44:01] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=30 architecture=[17] train_loss=0.529318 val_loss=0.536471 best=0.536542 es=2/5
[2026-05-20 08:44:03] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=31 architecture=[17] train_loss=0.529315 val_loss=0.536435 best=0.536435 es=0/5
[2026-05-20 08:44:06] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=32 architecture=[17] train_loss=0.529267 val_loss=0.536416 best=0.536435 es=1/5
[2026-05-20 08:44:08] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=33 architecture=[17] train_loss=0.529242 val_loss=0.536395 best=0.536435 es=2/5
[2026-05-20 08:44:10] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=34 architecture=[17] train_loss=0.529210 val_loss=0.536383 best=0.536435 es=3/5
[2026-05-20 08:44:12] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=35 architecture=[17] train_loss=0.529183 val_loss=0.536331 best=0.536331 es=0/5
[2026-05-20 08:44:14] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=36 architecture=[17] train_loss=0.529143 val_loss=0.536318 best=0.536331 es=1/5
[2026-05-20 08:44:16] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=37 architecture=[17] train_loss=0.529108 val_loss=0.536265 best=0.536331 es=2/5
[2026-05-20 08:44:18] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=38 architecture=[17] train_loss=0.529089 val_loss=0.536248 best=0.536331 es=3/5
[2026-05-20 08:44:20] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=39 architecture=[17] train_loss=0.529083 val_loss=0.536269 best=0.536331 es=4/5
[2026-05-20 08:44:22] [autoencoding][ae_alt_width][cand_016_d1_w17] epoch=40 architecture=[17] train_loss=0.529043 val_loss=0.536278 best=0.536331 es=5/5
