[2026-06-12 21:15:10] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:15:10] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_298_d4_w96/training_log.txt
[2026-06-12 21:15:10] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_298_d4_w96/training_stats.csv
[2026-06-12 21:15:10] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.031314 val_loss=0.008147 best=0.008147 es=0/10
[2026-06-12 21:15:11] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.012429 val_loss=0.012085 best=0.012085 es=0/10
[2026-06-12 21:15:11] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.011267 val_loss=0.004431 best=0.004431 es=0/10
[2026-06-12 21:15:11] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.006620 val_loss=0.005256 best=0.005256 es=0/10
[2026-06-12 21:15:11] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.007405 val_loss=0.004084 best=0.004084 es=0/10
[2026-06-12 21:15:12] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.003521 val_loss=0.006032 best=0.006032 es=0/10
[2026-06-12 21:15:12] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.004051 val_loss=0.004971 best=0.004971 es=0/10
[2026-06-12 21:15:12] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.004296 val_loss=0.002512 best=0.002512 es=0/10
[2026-06-12 21:15:12] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002439 val_loss=0.001920 best=0.001920 es=0/10
[2026-06-12 21:15:12] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002251 val_loss=0.002565 best=0.002565 es=0/10
[2026-06-12 21:15:13] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002438 val_loss=0.004118 best=0.004118 es=0/10
[2026-06-12 21:15:13] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002176 val_loss=0.002257 best=0.002257 es=0/10
[2026-06-12 21:15:13] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001773 val_loss=0.001504 best=0.001504 es=0/10
[2026-06-12 21:15:13] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.003045 val_loss=0.001662 best=0.001662 es=0/10
[2026-06-12 21:15:13] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001328 val_loss=0.001662 best=0.001662 es=0/10
[2026-06-12 21:15:14] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001734 val_loss=0.001135 best=0.001135 es=0/10
[2026-06-12 21:15:14] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001408 val_loss=0.001063 best=0.001063 es=0/10
[2026-06-12 21:15:14] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001186 val_loss=0.001279 best=0.001279 es=0/10
[2026-06-12 21:15:14] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.003209 val_loss=0.001144 best=0.001144 es=0/10
[2026-06-12 21:15:14] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.000993 val_loss=0.001093 best=0.001093 es=0/10
[2026-06-12 21:15:15] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.000947 val_loss=0.000999 best=0.000999 es=0/10
[2026-06-12 21:15:15] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001200 val_loss=0.000934 best=0.000934 es=0/10
[2026-06-12 21:15:15] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002455 val_loss=0.001153 best=0.001153 es=0/10
[2026-06-12 21:15:15] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002901 val_loss=0.000890 best=0.000890 es=0/10
[2026-06-12 21:15:16] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001438 val_loss=0.001085 best=0.001085 es=0/10
[2026-06-12 21:15:16] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001316 val_loss=0.000853 best=0.000853 es=0/10
[2026-06-12 21:15:16] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002737 val_loss=0.001285 best=0.001285 es=0/10
[2026-06-12 21:15:16] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001278 val_loss=0.000935 best=0.000935 es=0/10
[2026-06-12 21:15:16] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001384 val_loss=0.000970 best=0.000970 es=0/10
[2026-06-12 21:15:17] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.002355 val_loss=0.000886 best=0.000886 es=0/10
[2026-06-12 21:15:17] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001219 val_loss=0.001051 best=0.001051 es=0/10
[2026-06-12 21:15:17] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.000844 val_loss=0.000813 best=0.000813 es=0/10
[2026-06-12 21:15:17] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001384 val_loss=0.000968 best=0.000968 es=0/10
[2026-06-12 21:15:17] Epoch 1 | architecture=[96, 96, 96, 11] train_loss=0.001399 val_loss=0.000889 best=0.000889 es=0/10
