[2026-05-18 00:34:37] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 00:34:37] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_010_d1_w11/training_log.txt
[2026-05-18 00:34:37] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_010_d1_w11/training_stats.csv
[2026-05-18 00:34:37] [CANDIDATE] task=representation phase=ae_alt_width index=10 search_phase=width architecture=[11]
[2026-05-18 00:34:40] [representation][ae_alt_width][cand_010_d1_w11] epoch=1 architecture=[11] train_loss=0.565305 val_loss=0.563554 best=0.562782 es=0/5
[2026-05-18 00:34:43] [representation][ae_alt_width][cand_010_d1_w11] epoch=2 architecture=[11] train_loss=0.564191 val_loss=0.562916 best=0.562782 es=0/5
[2026-05-18 00:34:45] [representation][ae_alt_width][cand_010_d1_w11] epoch=3 architecture=[11] train_loss=0.563798 val_loss=0.563213 best=0.562782 es=1/5
[2026-05-18 00:34:47] [representation][ae_alt_width][cand_010_d1_w11] epoch=4 architecture=[11] train_loss=0.563358 val_loss=0.562675 best=0.562675 es=0/5
[2026-05-18 00:34:51] [representation][ae_alt_width][cand_010_d1_w11] epoch=5 architecture=[11] train_loss=0.563154 val_loss=0.562557 best=0.562557 es=0/5
[2026-05-18 00:34:53] [representation][ae_alt_width][cand_010_d1_w11] epoch=6 architecture=[11] train_loss=0.562968 val_loss=0.562047 best=0.562047 es=0/5
[2026-05-18 00:34:55] [representation][ae_alt_width][cand_010_d1_w11] epoch=7 architecture=[11] train_loss=0.562869 val_loss=0.562232 best=0.562047 es=1/5
[2026-05-18 00:34:58] [representation][ae_alt_width][cand_010_d1_w11] epoch=8 architecture=[11] train_loss=0.562433 val_loss=0.561845 best=0.561845 es=0/5
[2026-05-18 00:35:00] [representation][ae_alt_width][cand_010_d1_w11] epoch=9 architecture=[11] train_loss=0.562086 val_loss=0.561298 best=0.561298 es=0/5
[2026-05-18 00:35:03] [representation][ae_alt_width][cand_010_d1_w11] epoch=10 architecture=[11] train_loss=0.561918 val_loss=0.560897 best=0.560897 es=0/5
[2026-05-18 00:35:06] [representation][ae_alt_width][cand_010_d1_w11] epoch=11 architecture=[11] train_loss=0.561580 val_loss=0.560780 best=0.560780 es=0/5
[2026-05-18 00:35:08] [representation][ae_alt_width][cand_010_d1_w11] epoch=12 architecture=[11] train_loss=0.561242 val_loss=0.560680 best=0.560680 es=0/5
[2026-05-18 00:35:10] [representation][ae_alt_width][cand_010_d1_w11] epoch=13 architecture=[11] train_loss=0.561044 val_loss=0.560434 best=0.560434 es=0/5
[2026-05-18 00:35:12] [representation][ae_alt_width][cand_010_d1_w11] epoch=14 architecture=[11] train_loss=0.560937 val_loss=0.560099 best=0.560099 es=0/5
[2026-05-18 00:35:16] [representation][ae_alt_width][cand_010_d1_w11] epoch=15 architecture=[11] train_loss=0.560829 val_loss=0.559872 best=0.559872 es=0/5
[2026-05-18 00:35:18] [representation][ae_alt_width][cand_010_d1_w11] epoch=16 architecture=[11] train_loss=0.560406 val_loss=0.559729 best=0.559729 es=0/5
[2026-05-18 00:35:20] [representation][ae_alt_width][cand_010_d1_w11] epoch=17 architecture=[11] train_loss=0.560335 val_loss=0.559464 best=0.559464 es=0/5
[2026-05-18 00:35:23] [representation][ae_alt_width][cand_010_d1_w11] epoch=18 architecture=[11] train_loss=0.559993 val_loss=0.559511 best=0.559464 es=1/5
[2026-05-18 00:35:25] [representation][ae_alt_width][cand_010_d1_w11] epoch=19 architecture=[11] train_loss=0.560026 val_loss=0.559296 best=0.559296 es=0/5
[2026-05-18 00:35:28] [representation][ae_alt_width][cand_010_d1_w11] epoch=20 architecture=[11] train_loss=0.559609 val_loss=0.559233 best=0.559296 es=1/5
[2026-05-18 00:35:31] [representation][ae_alt_width][cand_010_d1_w11] epoch=21 architecture=[11] train_loss=0.559421 val_loss=0.559030 best=0.559030 es=0/5
[2026-05-18 00:35:33] [representation][ae_alt_width][cand_010_d1_w11] epoch=22 architecture=[11] train_loss=0.559048 val_loss=0.558632 best=0.558632 es=0/5
[2026-05-18 00:35:35] [representation][ae_alt_width][cand_010_d1_w11] epoch=23 architecture=[11] train_loss=0.558754 val_loss=0.558252 best=0.558252 es=0/5
[2026-05-18 00:35:38] [representation][ae_alt_width][cand_010_d1_w11] epoch=24 architecture=[11] train_loss=0.558600 val_loss=0.558136 best=0.558136 es=0/5
[2026-05-18 00:35:41] [representation][ae_alt_width][cand_010_d1_w11] epoch=25 architecture=[11] train_loss=0.558477 val_loss=0.558268 best=0.558136 es=1/5
[2026-05-18 00:35:43] [representation][ae_alt_width][cand_010_d1_w11] epoch=26 architecture=[11] train_loss=0.558455 val_loss=0.558006 best=0.558006 es=0/5
[2026-05-18 00:35:45] [representation][ae_alt_width][cand_010_d1_w11] epoch=27 architecture=[11] train_loss=0.558322 val_loss=0.557816 best=0.557816 es=0/5
[2026-05-18 00:35:47] [representation][ae_alt_width][cand_010_d1_w11] epoch=28 architecture=[11] train_loss=0.558169 val_loss=0.558052 best=0.557816 es=1/5
[2026-05-18 00:35:50] [representation][ae_alt_width][cand_010_d1_w11] epoch=29 architecture=[11] train_loss=0.558014 val_loss=0.558042 best=0.557816 es=2/5
[2026-05-18 00:35:53] [representation][ae_alt_width][cand_010_d1_w11] epoch=30 architecture=[11] train_loss=0.557810 val_loss=0.557793 best=0.557816 es=3/5
[2026-05-18 00:35:55] [representation][ae_alt_width][cand_010_d1_w11] epoch=31 architecture=[11] train_loss=0.557720 val_loss=0.557467 best=0.557467 es=0/5
