[2026-06-13 21:49:16] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:49:16] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_862_d7_w126/training_log.txt
[2026-06-13 21:49:16] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_862_d7_w126/training_stats.csv
[2026-06-13 21:49:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.010661 val_loss=0.005170 best=0.005170 es=0/10
[2026-06-13 21:49:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.003784 val_loss=0.000757 best=0.000757 es=0/10
[2026-06-13 21:49:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.003197 val_loss=0.001567 best=0.001567 es=0/10
[2026-06-13 21:49:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.002545 val_loss=0.001335 best=0.001335 es=0/10
[2026-06-13 21:49:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.002057 val_loss=0.001150 best=0.001150 es=0/10
[2026-06-13 21:49:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001196 val_loss=0.002149 best=0.002149 es=0/10
[2026-06-13 21:49:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001729 val_loss=0.001590 best=0.001590 es=0/10
[2026-06-13 21:49:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.002989 val_loss=0.000379 best=0.000379 es=0/10
[2026-06-13 21:49:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001734 val_loss=0.000420 best=0.000420 es=0/10
[2026-06-13 21:49:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.002925 val_loss=0.000544 best=0.000544 es=0/10
[2026-06-13 21:49:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001414 val_loss=0.000900 best=0.000900 es=0/10
[2026-06-13 21:49:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.000954 val_loss=0.000447 best=0.000447 es=0/10
[2026-06-13 21:49:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.002624 val_loss=0.000229 best=0.000229 es=0/10
[2026-06-13 21:49:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.000520 val_loss=0.000297 best=0.000297 es=0/10
[2026-06-13 21:49:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.000509 val_loss=0.000288 best=0.000288 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.003250 val_loss=0.000303 best=0.000303 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.000890 val_loss=0.000165 best=0.000165 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001926 val_loss=0.000471 best=0.000471 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001001 val_loss=0.000350 best=0.000350 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.000651 val_loss=0.000242 best=0.000242 es=0/10
[2026-06-13 21:49:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001161 val_loss=0.000463 best=0.000463 es=0/10
[2026-06-13 21:49:21] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001125 val_loss=0.000278 best=0.000278 es=0/10
[2026-06-13 21:49:21] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 107] train_loss=0.001539 val_loss=0.000304 best=0.000304 es=0/10
