[2026-05-18 03:03:44] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:03:44] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_174_d1_w175/training_log.txt
[2026-05-18 03:03:44] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_174_d1_w175/training_stats.csv
[2026-05-18 03:03:44] [CANDIDATE] task=representation phase=ae_alt_width index=174 search_phase=width architecture=[175]
[2026-05-18 03:03:56] [representation][ae_alt_width][cand_174_d1_w175] epoch=1 architecture=[175] train_loss=0.324261 val_loss=0.313207 best=0.308467 es=0/5
[2026-05-18 03:03:59] [representation][ae_alt_width][cand_174_d1_w175] epoch=2 architecture=[175] train_loss=0.307076 val_loss=0.312766 best=0.308467 es=0/5
[2026-05-18 03:04:02] [representation][ae_alt_width][cand_174_d1_w175] epoch=3 architecture=[175] train_loss=0.305148 val_loss=0.309815 best=0.308467 es=0/5
[2026-05-18 03:04:04] [representation][ae_alt_width][cand_174_d1_w175] epoch=4 architecture=[175] train_loss=0.303884 val_loss=0.309493 best=0.308467 es=0/5
[2026-05-18 03:04:11] [representation][ae_alt_width][cand_174_d1_w175] epoch=5 architecture=[175] train_loss=0.304272 val_loss=0.313414 best=0.308467 es=1/5
[2026-05-18 03:04:14] [representation][ae_alt_width][cand_174_d1_w175] epoch=6 architecture=[175] train_loss=0.304105 val_loss=0.311788 best=0.308467 es=2/5
[2026-05-18 03:04:16] [representation][ae_alt_width][cand_174_d1_w175] epoch=7 architecture=[175] train_loss=0.305242 val_loss=0.309043 best=0.308467 es=0/5
[2026-05-18 03:04:18] [representation][ae_alt_width][cand_174_d1_w175] epoch=8 architecture=[175] train_loss=0.302933 val_loss=0.309810 best=0.308467 es=1/5
[2026-05-18 03:04:20] [representation][ae_alt_width][cand_174_d1_w175] epoch=9 architecture=[175] train_loss=0.303652 val_loss=0.308930 best=0.308467 es=0/5
[2026-05-18 03:04:27] [representation][ae_alt_width][cand_174_d1_w175] epoch=10 architecture=[175] train_loss=0.302841 val_loss=0.307524 best=0.307524 es=0/5
[2026-05-18 03:04:30] [representation][ae_alt_width][cand_174_d1_w175] epoch=11 architecture=[175] train_loss=0.302814 val_loss=0.308140 best=0.307524 es=1/5
[2026-05-18 03:04:32] [representation][ae_alt_width][cand_174_d1_w175] epoch=12 architecture=[175] train_loss=0.303068 val_loss=0.309678 best=0.307524 es=2/5
[2026-05-18 03:04:34] [representation][ae_alt_width][cand_174_d1_w175] epoch=13 architecture=[175] train_loss=0.304784 val_loss=0.311814 best=0.307524 es=3/5
[2026-05-18 03:04:36] [representation][ae_alt_width][cand_174_d1_w175] epoch=14 architecture=[175] train_loss=0.304480 val_loss=0.313204 best=0.307524 es=4/5
[2026-05-18 03:04:43] [representation][ae_alt_width][cand_174_d1_w175] epoch=15 architecture=[175] train_loss=0.304301 val_loss=0.307439 best=0.307524 es=5/5
