[2026-05-20 09:26:33] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:26:33] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_054_d1_w55/training_log.txt
[2026-05-20 09:26:33] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_054_d1_w55/training_stats.csv
[2026-05-20 09:26:33] [CANDIDATE] task=autoencoding phase=ae_alt_width index=54 search_phase=width architecture=[55]
[2026-05-20 09:26:35] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=1 architecture=[55] train_loss=0.005945 val_loss=0.004345 best=0.003426 es=0/5
[2026-05-20 09:26:37] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=2 architecture=[55] train_loss=0.004567 val_loss=0.003782 best=0.003426 es=0/5
[2026-05-20 09:26:39] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=3 architecture=[55] train_loss=0.004258 val_loss=0.003623 best=0.003426 es=0/5
[2026-05-20 09:26:42] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=4 architecture=[55] train_loss=0.003988 val_loss=0.003429 best=0.003426 es=0/5
[2026-05-20 09:26:44] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=5 architecture=[55] train_loss=0.003841 val_loss=0.003445 best=0.003426 es=1/5
[2026-05-20 09:26:46] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=6 architecture=[55] train_loss=0.003953 val_loss=0.003380 best=0.003426 es=2/5
[2026-05-20 09:26:49] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=7 architecture=[55] train_loss=0.003806 val_loss=0.003359 best=0.003426 es=3/5
[2026-05-20 09:26:51] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=8 architecture=[55] train_loss=0.003794 val_loss=0.003291 best=0.003291 es=0/5
[2026-05-20 09:26:53] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=9 architecture=[55] train_loss=0.003660 val_loss=0.003313 best=0.003291 es=1/5
[2026-05-20 09:26:55] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=10 architecture=[55] train_loss=0.003796 val_loss=0.003361 best=0.003291 es=2/5
[2026-05-20 09:26:57] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=11 architecture=[55] train_loss=0.003805 val_loss=0.003341 best=0.003291 es=3/5
[2026-05-20 09:27:00] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=12 architecture=[55] train_loss=0.003704 val_loss=0.003337 best=0.003291 es=4/5
[2026-05-20 09:27:02] [autoencoding][ae_alt_width][cand_054_d1_w55] epoch=13 architecture=[55] train_loss=0.003721 val_loss=0.003265 best=0.003291 es=5/5
