task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
autoencoding,ae_width_to_depth,70,cand_070_d2_w72,"[72, 72]",0.0036520898238446573,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_070_d2_w72/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_070_d2_w72/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,71,cand_071_d2_w73,"[73, 73]",0.003560884471579771,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_071_d2_w73/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_071_d2_w73/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,72,cand_072_d2_w74,"[74, 74]",0.0035261539654389395,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_072_d2_w74/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_072_d2_w74/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,73,cand_073_d2_w75,"[75, 75]",0.0033296295622458356,12,17,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_073_d2_w75/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_073_d2_w75/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,74,cand_074_d2_w76,"[76, 76]",0.0031786931765884607,10,15,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_074_d2_w76/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_074_d2_w76/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,75,cand_075_d2_w77,"[77, 77]",0.003041154860773467,11,16,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_075_d2_w77/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_075_d2_w77/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,76,cand_076_d2_w78,"[78, 78]",0.0031353307825709815,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_076_d2_w78/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_076_d2_w78/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,77,cand_077_d2_w79,"[79, 79]",0.002923037312696187,12,17,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_077_d2_w79/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_077_d2_w79/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,78,cand_078_d2_w80,"[80, 80]",0.003064062319006462,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_078_d2_w80/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_078_d2_w80/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,79,cand_079_d2_w81,"[81, 81]",0.002732314565252246,10,15,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_079_d2_w81/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_079_d2_w81/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,80,cand_080_d2_w82,"[82, 82]",0.0029265605368685287,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_080_d2_w82/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_080_d2_w82/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,81,cand_081_d2_w83,"[83, 83]",0.0027298700633808055,7,12,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_081_d2_w83/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_081_d2_w83/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,82,cand_082_d2_w84,"[84, 84]",0.0026266149757292905,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_082_d2_w84/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_082_d2_w84/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,83,cand_083_d2_w85,"[85, 85]",0.0027195943627679356,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_083_d2_w85/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_083_d2_w85/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,84,cand_084_d2_w86,"[86, 86]",0.0027805783737583113,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_084_d2_w86/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_084_d2_w86/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,85,cand_085_d2_w87,"[87, 87]",0.0027908369018318675,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_085_d2_w87/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_085_d2_w87/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,86,cand_086_d2_w88,"[88, 88]",0.002466046092020631,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_086_d2_w88/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_086_d2_w88/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,87,cand_087_d2_w89,"[89, 89]",0.0025200730724292686,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_087_d2_w89/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_087_d2_w89/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,88,cand_088_d2_w90,"[90, 90]",0.0024070405451245003,7,12,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_088_d2_w90/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_088_d2_w90/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,89,cand_089_d2_w91,"[91, 91]",0.00245596590791222,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_089_d2_w91/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_089_d2_w91/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,90,cand_090_d2_w92,"[92, 92]",0.0022423355056911324,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_090_d2_w92/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_090_d2_w92/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,91,cand_091_d2_w93,"[93, 93]",0.002265594887780631,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_091_d2_w93/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_091_d2_w93/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,92,cand_092_d2_w94,"[94, 94]",0.002311079348969583,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_092_d2_w94/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_092_d2_w94/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,93,cand_093_d2_w95,"[95, 95]",0.002040488350197381,13,18,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_093_d2_w95/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_093_d2_w95/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,94,cand_094_d2_w96,"[96, 96]",0.0020228495662674,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_094_d2_w96/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_094_d2_w96/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,95,cand_095_d2_w97,"[97, 97]",0.0018477458932522647,13,18,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_095_d2_w97/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_095_d2_w97/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,96,cand_096_d2_w98,"[98, 98]",0.0017775241544116295,12,17,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_096_d2_w98/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_096_d2_w98/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,97,cand_097_d2_w99,"[99, 99]",0.0018688861346167704,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_097_d2_w99/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_097_d2_w99/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,98,cand_098_d2_w100,"[100, 100]",0.0019297202073772538,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_098_d2_w100/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_098_d2_w100/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,99,cand_099_d2_w101,"[101, 101]",0.0017769444994680044,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_099_d2_w101/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_099_d2_w101/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,100,cand_100_d2_w102,"[102, 102]",0.0017550209711824556,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_100_d2_w102/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_100_d2_w102/checkpoint_last.pt,False,width,5,0
autoencoding,ae_width_to_depth,101,cand_101_d2_w103,"[103, 103]",0.0016849696345623492,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_101_d2_w103/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_101_d2_w103/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,102,cand_102_d2_w104,"[104, 104]",0.0018432113114213756,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_102_d2_w104/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_102_d2_w104/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,103,cand_103_d2_w105,"[105, 105]",0.0018336193652221376,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_103_d2_w105/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_103_d2_w105/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,104,cand_104_d2_w106,"[106, 106]",0.0017010307364493488,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_104_d2_w106/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_104_d2_w106/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,105,cand_105_d2_w107,"[107, 107]",0.001629297748388601,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_105_d2_w107/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_105_d2_w107/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,106,cand_106_d2_w108,"[108, 108]",0.0016826540790488638,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_106_d2_w108/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_106_d2_w108/checkpoint_last.pt,False,width,5,0
autoencoding,ae_width_to_depth,107,cand_107_d2_w109,"[109, 109]",0.0016985906577510217,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_107_d2_w109/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_107_d2_w109/checkpoint_last.pt,False,width,6,0
autoencoding,ae_width_to_depth,108,cand_108_d2_w110,"[110, 110]",0.0016450051121566051,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_108_d2_w110/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_108_d2_w110/checkpoint_last.pt,False,width,7,0
autoencoding,ae_width_to_depth,109,cand_109_d2_w111,"[111, 111]",0.0015992149910822003,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_109_d2_w111/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_109_d2_w111/checkpoint_last.pt,False,width,8,0
autoencoding,ae_width_to_depth,110,cand_110_d2_w112,"[112, 112]",0.0015860084540945563,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_110_d2_w112/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_110_d2_w112/checkpoint_last.pt,False,width,9,0
autoencoding,ae_width_to_depth,111,cand_111_d2_w113,"[113, 113]",0.001554320447087632,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_111_d2_w113/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_111_d2_w113/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,112,cand_112_d2_w114,"[114, 114]",0.0016104428542392743,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_112_d2_w114/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_112_d2_w114/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,113,cand_113_d2_w115,"[115, 115]",0.0013824580219877532,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_113_d2_w115/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_113_d2_w115/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,114,cand_114_d2_w116,"[116, 116]",0.001383374241423066,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_114_d2_w116/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_114_d2_w116/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,115,cand_115_d2_w117,"[117, 117]",0.001343336723855488,7,12,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_115_d2_w117/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_115_d2_w117/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,116,cand_116_d2_w118,"[118, 118]",0.001421195087626505,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_116_d2_w118/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_116_d2_w118/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,117,cand_117_d2_w119,"[119, 119]",0.001415172470651453,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_117_d2_w119/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_117_d2_w119/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,118,cand_118_d2_w120,"[120, 120]",0.0015125964784945543,2,7,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_118_d2_w120/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_118_d2_w120/checkpoint_last.pt,False,width,5,0
autoencoding,ae_width_to_depth,119,cand_119_d2_w121,"[121, 121]",0.0014253610709659473,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_119_d2_w121/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_119_d2_w121/checkpoint_last.pt,False,width,6,0
autoencoding,ae_width_to_depth,120,cand_120_d2_w122,"[122, 122]",0.001236156631057922,11,16,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_120_d2_w122/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_120_d2_w122/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,121,cand_121_d2_w123,"[123, 123]",0.0014760619343514318,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_121_d2_w123/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_121_d2_w123/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,122,cand_122_d2_w124,"[124, 124]",0.0013289741733649564,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_122_d2_w124/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_122_d2_w124/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,123,cand_123_d2_w125,"[125, 125]",0.0012577095275802148,7,12,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_123_d2_w125/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_123_d2_w125/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,124,cand_124_d2_w126,"[126, 126]",0.0011628970947948922,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_124_d2_w126/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_124_d2_w126/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,125,cand_125_d2_w127,"[127, 127]",0.001131025165320661,6,11,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_125_d2_w127/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_125_d2_w127/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,126,cand_126_d2_w128,"[128, 128]",0.001153798942688092,7,12,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_126_d2_w128/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_126_d2_w128/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,127,cand_127_d2_w129,"[129, 129]",0.001163194017886865,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_127_d2_w129/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_127_d2_w129/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,128,cand_128_d2_w130,"[130, 130]",0.0012222446488900397,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_128_d2_w130/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_128_d2_w130/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,129,cand_129_d2_w131,"[131, 131]",0.0011679445021678383,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_129_d2_w131/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_129_d2_w131/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,130,cand_130_d2_w132,"[132, 132]",0.00117848743495844,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_130_d2_w132/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_130_d2_w132/checkpoint_last.pt,False,width,5,0
autoencoding,ae_width_to_depth,131,cand_131_d2_w133,"[133, 133]",0.0010630957157499684,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_131_d2_w133/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_131_d2_w133/checkpoint_last.pt,False,width,6,0
autoencoding,ae_width_to_depth,132,cand_132_d2_w134,"[134, 134]",0.0011693660162835023,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_132_d2_w134/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_132_d2_w134/checkpoint_last.pt,False,width,7,0
autoencoding,ae_width_to_depth,133,cand_133_d2_w135,"[135, 135]",0.0011224470082835073,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_133_d2_w135/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_133_d2_w135/checkpoint_last.pt,False,width,8,0
autoencoding,ae_width_to_depth,134,cand_134_d2_w136,"[136, 136]",0.0011863636026018096,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_134_d2_w136/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_134_d2_w136/checkpoint_last.pt,False,width,9,0
autoencoding,ae_width_to_depth,135,cand_135_d2_w137,"[137, 137]",0.001034158754459723,9,14,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_135_d2_w137/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_135_d2_w137/checkpoint_last.pt,False,width,10,0
autoencoding,ae_width_to_depth,136,cand_136_d2_w138,"[138, 138]",0.0011798302686825384,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_136_d2_w138/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_136_d2_w138/checkpoint_last.pt,False,width,11,0
autoencoding,ae_width_to_depth,137,cand_137_d2_w139,"[139, 139]",0.0012460836356310064,2,7,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_137_d2_w139/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_137_d2_w139/checkpoint_last.pt,False,width,12,0
autoencoding,ae_width_to_depth,138,cand_138_d2_w140,"[140, 140]",0.0010472221710446012,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_138_d2_w140/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_138_d2_w140/checkpoint_last.pt,False,width,13,0
autoencoding,ae_width_to_depth,139,cand_139_d2_w141,"[141, 141]",0.0009633978907506048,8,13,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_139_d2_w141/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_139_d2_w141/checkpoint_last.pt,True,width,0,0
autoencoding,ae_width_to_depth,140,cand_140_d2_w142,"[142, 142]",0.0010422533779320406,5,10,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_140_d2_w142/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_140_d2_w142/checkpoint_last.pt,False,width,1,0
autoencoding,ae_width_to_depth,141,cand_141_d2_w143,"[143, 143]",0.0010536675521593466,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_141_d2_w143/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_141_d2_w143/checkpoint_last.pt,False,width,2,0
autoencoding,ae_width_to_depth,142,cand_142_d2_w144,"[144, 144]",0.0010541046696764635,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_142_d2_w144/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_142_d2_w144/checkpoint_last.pt,False,width,3,0
autoencoding,ae_width_to_depth,143,cand_143_d2_w145,"[145, 145]",0.0009629406236219258,4,9,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_143_d2_w145/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_143_d2_w145/checkpoint_last.pt,False,width,4,0
autoencoding,ae_width_to_depth,144,cand_144_d2_w146,"[146, 146]",0.0011724287724227621,2,7,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_144_d2_w146/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_144_d2_w146/checkpoint_last.pt,False,width,5,0
autoencoding,ae_width_to_depth,145,cand_145_d2_w147,"[147, 147]",0.0011505149219089611,2,7,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_145_d2_w147/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_145_d2_w147/checkpoint_last.pt,False,width,6,0
autoencoding,ae_width_to_depth,146,cand_146_d2_w148,"[148, 148]",0.0010254084817482724,3,8,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_146_d2_w148/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_146_d2_w148/checkpoint_last.pt,False,width,7,0
