[2026-05-16 17:31:00] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 17:31:29] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=12 train_loss=0.713842 val_loss=0.718593 best=0.718593 es=0/5
[2026-05-16 17:31:32] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=13 train_loss=0.712883 val_loss=0.717653 best=0.717653 es=0/5
[2026-05-16 17:31:34] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=14 train_loss=0.711947 val_loss=0.716841 best=0.716841 es=0/5
[2026-05-16 17:31:37] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=15 train_loss=0.711120 val_loss=0.716092 best=0.716092 es=0/5
[2026-05-16 17:31:39] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=16 train_loss=0.710291 val_loss=0.715393 best=0.715393 es=0/5
[2026-05-16 17:31:42] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=17 train_loss=0.709617 val_loss=0.714797 best=0.714797 es=0/5
[2026-05-16 17:31:44] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=18 train_loss=0.708980 val_loss=0.714192 best=0.714192 es=0/5
[2026-05-16 17:31:46] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=19 train_loss=0.708334 val_loss=0.713688 best=0.713688 es=0/5
[2026-05-16 17:31:48] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=20 train_loss=0.707752 val_loss=0.713279 best=0.713279 es=0/5
[2026-05-16 17:31:51] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=21 train_loss=0.707357 val_loss=0.712866 best=0.712866 es=0/5
[2026-05-16 17:31:53] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=22 train_loss=0.706890 val_loss=0.712462 best=0.712462 es=0/5
[2026-05-16 17:31:56] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=23 train_loss=0.706370 val_loss=0.712117 best=0.712117 es=0/5
[2026-05-16 17:31:58] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=24 train_loss=0.706016 val_loss=0.711764 best=0.711764 es=0/5
[2026-05-16 17:32:00] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=25 train_loss=0.705652 val_loss=0.711502 best=0.711502 es=0/5
[2026-05-16 17:32:03] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=26 train_loss=0.705336 val_loss=0.711255 best=0.711255 es=0/5
[2026-05-16 17:32:05] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=27 train_loss=0.705019 val_loss=0.711022 best=0.711022 es=0/5
[2026-05-16 17:32:08] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=28 train_loss=0.704818 val_loss=0.710839 best=0.710839 es=0/5
[2026-05-16 17:32:10] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=29 train_loss=0.704513 val_loss=0.710648 best=0.710648 es=0/5
[2026-05-16 17:32:12] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=30 train_loss=0.704299 val_loss=0.710476 best=0.710476 es=0/5
[2026-05-16 17:32:15] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=31 train_loss=0.704056 val_loss=0.710242 best=0.710242 es=0/5
[2026-05-16 17:32:17] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=32 train_loss=0.703777 val_loss=0.710091 best=0.710091 es=0/5
[2026-05-16 17:32:20] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=33 train_loss=0.703617 val_loss=0.709949 best=0.709949 es=0/5
[2026-05-16 17:32:22] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=34 train_loss=0.703494 val_loss=0.709849 best=0.709849 es=0/5
[2026-05-16 17:32:24] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=35 train_loss=0.703295 val_loss=0.709751 best=0.709849 es=1/5
[2026-05-16 17:32:27] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=36 train_loss=0.703170 val_loss=0.709618 best=0.709618 es=0/5
[2026-05-16 17:32:29] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=37 train_loss=0.702980 val_loss=0.709481 best=0.709481 es=0/5
[2026-05-16 17:32:32] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=38 train_loss=0.702834 val_loss=0.709341 best=0.709341 es=0/5
[2026-05-16 17:32:34] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=39 train_loss=0.702682 val_loss=0.709279 best=0.709341 es=1/5
[2026-05-16 17:32:36] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=40 train_loss=0.702559 val_loss=0.709152 best=0.709152 es=0/5
[2026-05-16 17:32:39] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=41 train_loss=0.702418 val_loss=0.709061 best=0.709152 es=1/5
[2026-05-16 17:32:41] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=42 train_loss=0.702274 val_loss=0.708932 best=0.708932 es=0/5
[2026-05-16 17:32:43] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=43 train_loss=0.702177 val_loss=0.708932 best=0.708932 es=1/5
[2026-05-16 17:32:46] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=44 train_loss=0.702080 val_loss=0.708878 best=0.708932 es=2/5
[2026-05-16 17:32:48] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=45 train_loss=0.701932 val_loss=0.708768 best=0.708768 es=0/5
[2026-05-16 17:32:51] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=46 train_loss=0.701836 val_loss=0.708722 best=0.708768 es=1/5
[2026-05-16 17:32:53] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=47 train_loss=0.701736 val_loss=0.708607 best=0.708607 es=0/5
[2026-05-16 17:32:55] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=48 train_loss=0.701612 val_loss=0.708536 best=0.708607 es=1/5
[2026-05-16 17:32:58] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=49 train_loss=0.701494 val_loss=0.708436 best=0.708436 es=0/5
[2026-05-16 17:33:00] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=50 train_loss=0.701425 val_loss=0.708400 best=0.708436 es=1/5
[2026-05-16 17:33:03] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=51 train_loss=0.701296 val_loss=0.708310 best=0.708310 es=0/5
[2026-05-16 17:33:05] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=52 train_loss=0.701160 val_loss=0.708202 best=0.708202 es=0/5
[2026-05-16 17:33:08] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=53 train_loss=0.700990 val_loss=0.708106 best=0.708202 es=1/5
[2026-05-16 17:33:10] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=54 train_loss=0.700871 val_loss=0.708030 best=0.708030 es=0/5
[2026-05-16 17:33:13] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=55 train_loss=0.700771 val_loss=0.707919 best=0.707919 es=0/5
[2026-05-16 17:33:15] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=56 train_loss=0.700602 val_loss=0.707826 best=0.707919 es=1/5
[2026-05-16 17:33:17] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=57 train_loss=0.700460 val_loss=0.707679 best=0.707679 es=0/5
[2026-05-16 17:33:20] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=58 train_loss=0.700290 val_loss=0.707489 best=0.707489 es=0/5
[2026-05-16 17:33:22] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=59 train_loss=0.700115 val_loss=0.707403 best=0.707489 es=1/5
[2026-05-16 17:33:25] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=60 train_loss=0.700018 val_loss=0.707262 best=0.707262 es=0/5
[2026-05-16 17:33:27] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=61 train_loss=0.699835 val_loss=0.707126 best=0.707126 es=0/5
[2026-05-16 17:33:30] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=62 train_loss=0.699695 val_loss=0.706976 best=0.706976 es=0/5
[2026-05-16 17:33:32] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=63 train_loss=0.699565 val_loss=0.706871 best=0.706871 es=0/5
[2026-05-16 17:33:35] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=64 train_loss=0.699409 val_loss=0.706738 best=0.706738 es=0/5
[2026-05-16 17:33:37] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=65 train_loss=0.699284 val_loss=0.706690 best=0.706738 es=1/5
[2026-05-16 17:33:39] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=66 train_loss=0.699177 val_loss=0.706560 best=0.706560 es=0/5
[2026-05-16 17:33:42] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=67 train_loss=0.699074 val_loss=0.706486 best=0.706560 es=1/5
[2026-05-16 17:33:44] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=68 train_loss=0.698973 val_loss=0.706419 best=0.706419 es=0/5
[2026-05-16 17:33:47] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=69 train_loss=0.698868 val_loss=0.706397 best=0.706419 es=1/5
[2026-05-16 17:33:49] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=70 train_loss=0.698829 val_loss=0.706245 best=0.706245 es=0/5
[2026-05-16 17:33:51] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=71 train_loss=0.698659 val_loss=0.706194 best=0.706245 es=1/5
[2026-05-16 17:33:54] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=72 train_loss=0.698646 val_loss=0.706157 best=0.706245 es=2/5
[2026-05-16 17:33:56] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=73 train_loss=0.698523 val_loss=0.706115 best=0.706115 es=0/5
[2026-05-16 17:33:59] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=74 train_loss=0.698555 val_loss=0.706133 best=0.706115 es=1/5
[2026-05-16 17:34:01] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=75 train_loss=0.698460 val_loss=0.705946 best=0.705946 es=0/5
[2026-05-16 17:34:04] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=76 train_loss=0.698297 val_loss=0.705880 best=0.705946 es=1/5
[2026-05-16 17:34:06] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=77 train_loss=0.698320 val_loss=0.705855 best=0.705946 es=2/5
[2026-05-16 17:34:08] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=78 train_loss=0.698171 val_loss=0.705789 best=0.705789 es=0/5
[2026-05-16 17:34:11] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=79 train_loss=0.698088 val_loss=0.705709 best=0.705789 es=1/5
[2026-05-16 17:34:13] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=80 train_loss=0.698011 val_loss=0.705659 best=0.705659 es=0/5
[2026-05-16 17:34:15] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=81 train_loss=0.697957 val_loss=0.705615 best=0.705659 es=1/5
[2026-05-16 17:34:18] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=82 train_loss=0.697877 val_loss=0.705548 best=0.705548 es=0/5
[2026-05-16 17:34:20] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=83 train_loss=0.697826 val_loss=0.705456 best=0.705548 es=1/5
[2026-05-16 17:34:23] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=84 train_loss=0.697720 val_loss=0.705406 best=0.705406 es=0/5
[2026-05-16 17:34:25] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=85 train_loss=0.697709 val_loss=0.705374 best=0.705406 es=1/5
[2026-05-16 17:34:28] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=86 train_loss=0.697712 val_loss=0.705390 best=0.705406 es=2/5
[2026-05-16 17:34:30] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=87 train_loss=0.697633 val_loss=0.705317 best=0.705406 es=3/5
[2026-05-16 17:34:32] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=88 train_loss=0.697535 val_loss=0.705220 best=0.705220 es=0/5
[2026-05-16 17:34:35] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=89 train_loss=0.697453 val_loss=0.705230 best=0.705220 es=1/5
[2026-05-16 17:34:37] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=90 train_loss=0.697399 val_loss=0.705133 best=0.705220 es=2/5
[2026-05-16 17:34:40] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=91 train_loss=0.697386 val_loss=0.705111 best=0.705111 es=0/5
[2026-05-16 17:34:42] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=92 train_loss=0.697285 val_loss=0.705050 best=0.705111 es=1/5
[2026-05-16 17:34:44] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=93 train_loss=0.697226 val_loss=0.704936 best=0.704936 es=0/5
[2026-05-16 17:34:47] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=94 train_loss=0.697163 val_loss=0.704885 best=0.704936 es=1/5
[2026-05-16 17:34:49] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=95 train_loss=0.697122 val_loss=0.704851 best=0.704936 es=2/5
[2026-05-16 17:34:52] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=96 train_loss=0.697056 val_loss=0.704806 best=0.704806 es=0/5
[2026-05-16 17:34:54] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=97 train_loss=0.696979 val_loss=0.704705 best=0.704705 es=0/5
[2026-05-16 17:34:57] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=98 train_loss=0.696931 val_loss=0.704660 best=0.704705 es=1/5
[2026-05-16 17:34:59] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=99 train_loss=0.696905 val_loss=0.704621 best=0.704705 es=2/5
[2026-05-16 17:35:01] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=100 train_loss=0.696853 val_loss=0.704594 best=0.704594 es=0/5
[2026-05-16 17:35:04] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=101 train_loss=0.696811 val_loss=0.704562 best=0.704594 es=1/5
[2026-05-16 17:35:06] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=102 train_loss=0.696786 val_loss=0.704494 best=0.704494 es=0/5
[2026-05-16 17:35:09] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=103 train_loss=0.696730 val_loss=0.704496 best=0.704494 es=1/5
[2026-05-16 17:35:11] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=104 train_loss=0.696708 val_loss=0.704467 best=0.704494 es=2/5
[2026-05-16 17:35:13] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=105 train_loss=0.696696 val_loss=0.704468 best=0.704494 es=3/5
[2026-05-16 17:35:16] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=106 train_loss=0.696650 val_loss=0.704360 best=0.704360 es=0/5
[2026-05-16 17:35:18] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=107 train_loss=0.696614 val_loss=0.704331 best=0.704360 es=1/5
[2026-05-16 17:35:21] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=108 train_loss=0.696513 val_loss=0.704280 best=0.704360 es=2/5
[2026-05-16 17:35:23] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=109 train_loss=0.696467 val_loss=0.704246 best=0.704246 es=0/5
[2026-05-16 17:35:26] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=110 train_loss=0.696542 val_loss=0.704229 best=0.704246 es=1/5
[2026-05-16 17:35:28] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=111 train_loss=0.696521 val_loss=0.704332 best=0.704246 es=2/5
[2026-05-16 17:35:30] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=112 train_loss=0.696441 val_loss=0.704173 best=0.704246 es=3/5
[2026-05-16 17:35:33] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=113 train_loss=0.696415 val_loss=0.704128 best=0.704128 es=0/5
[2026-05-16 17:35:35] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=114 train_loss=0.696388 val_loss=0.704129 best=0.704128 es=1/5
[2026-05-16 17:35:37] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=115 train_loss=0.696306 val_loss=0.704039 best=0.704128 es=2/5
[2026-05-16 17:35:40] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=116 train_loss=0.696267 val_loss=0.703988 best=0.703988 es=0/5
[2026-05-16 17:35:42] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=117 train_loss=0.696285 val_loss=0.704002 best=0.703988 es=1/5
[2026-05-16 17:35:45] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=118 train_loss=0.696167 val_loss=0.703951 best=0.703988 es=2/5
[2026-05-16 17:35:47] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=119 train_loss=0.696166 val_loss=0.703911 best=0.703988 es=3/5
[2026-05-16 17:35:49] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=120 train_loss=0.696124 val_loss=0.703868 best=0.703868 es=0/5
[2026-05-16 17:35:52] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=121 train_loss=0.696121 val_loss=0.703831 best=0.703868 es=1/5
[2026-05-16 17:35:54] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=122 train_loss=0.696038 val_loss=0.703810 best=0.703868 es=2/5
[2026-05-16 17:35:57] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=123 train_loss=0.696081 val_loss=0.703764 best=0.703764 es=0/5
[2026-05-16 17:35:59] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=124 train_loss=0.696026 val_loss=0.703779 best=0.703764 es=1/5
[2026-05-16 17:36:02] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=125 train_loss=0.696003 val_loss=0.703752 best=0.703764 es=2/5
[2026-05-16 17:36:04] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=126 train_loss=0.696018 val_loss=0.703705 best=0.703764 es=3/5
[2026-05-16 17:36:06] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=127 train_loss=0.695953 val_loss=0.703620 best=0.703620 es=0/5
[2026-05-16 17:36:09] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=128 train_loss=0.695861 val_loss=0.703586 best=0.703620 es=1/5
[2026-05-16 17:36:11] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=129 train_loss=0.695823 val_loss=0.703605 best=0.703620 es=2/5
[2026-05-16 17:36:14] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=130 train_loss=0.695815 val_loss=0.703540 best=0.703620 es=3/5
[2026-05-16 17:36:16] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=131 train_loss=0.695794 val_loss=0.703530 best=0.703620 es=4/5
[2026-05-16 17:36:18] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=132 train_loss=0.695800 val_loss=0.703510 best=0.703510 es=0/5
[2026-05-16 17:36:21] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=133 train_loss=0.695731 val_loss=0.703502 best=0.703510 es=1/5
[2026-05-16 17:36:24] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=134 train_loss=0.695764 val_loss=0.703509 best=0.703510 es=2/5
[2026-05-16 17:36:26] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=135 train_loss=0.695707 val_loss=0.703395 best=0.703395 es=0/5
[2026-05-16 17:36:28] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=136 train_loss=0.695772 val_loss=0.703437 best=0.703395 es=1/5
[2026-05-16 17:36:31] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=137 train_loss=0.695638 val_loss=0.703374 best=0.703395 es=2/5
[2026-05-16 17:36:33] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=138 train_loss=0.695633 val_loss=0.703334 best=0.703395 es=3/5
[2026-05-16 17:36:36] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=139 train_loss=0.695621 val_loss=0.703291 best=0.703291 es=0/5
[2026-05-16 17:36:38] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=140 train_loss=0.695594 val_loss=0.703267 best=0.703291 es=1/5
[2026-05-16 17:36:40] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=141 train_loss=0.695556 val_loss=0.703308 best=0.703291 es=2/5
[2026-05-16 17:36:43] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=142 train_loss=0.695551 val_loss=0.703242 best=0.703291 es=3/5
[2026-05-16 17:36:45] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=143 train_loss=0.695535 val_loss=0.703294 best=0.703291 es=4/5
[2026-05-16 17:36:48] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=144 train_loss=0.695502 val_loss=0.703182 best=0.703182 es=0/5
[2026-05-16 17:36:50] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=145 train_loss=0.695483 val_loss=0.703141 best=0.703182 es=1/5
[2026-05-16 17:36:52] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=146 train_loss=0.695496 val_loss=0.703193 best=0.703182 es=2/5
[2026-05-16 17:36:55] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=147 train_loss=0.695473 val_loss=0.703161 best=0.703182 es=3/5
[2026-05-16 17:36:57] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=148 train_loss=0.695417 val_loss=0.703064 best=0.703064 es=0/5
[2026-05-16 17:37:00] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=149 train_loss=0.695357 val_loss=0.703015 best=0.703064 es=1/5
[2026-05-16 17:37:02] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=150 train_loss=0.695323 val_loss=0.703045 best=0.703064 es=2/5
[2026-05-16 17:37:04] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=151 train_loss=0.695369 val_loss=0.703030 best=0.703064 es=3/5
[2026-05-16 17:37:07] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=152 train_loss=0.695314 val_loss=0.703061 best=0.703064 es=4/5
[2026-05-16 17:37:09] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=153 train_loss=0.695289 val_loss=0.702957 best=0.702957 es=0/5
[2026-05-16 17:37:11] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=154 train_loss=0.695339 val_loss=0.703060 best=0.702957 es=1/5
[2026-05-16 17:37:14] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=155 train_loss=0.695270 val_loss=0.702982 best=0.702957 es=2/5
[2026-05-16 17:37:16] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=156 train_loss=0.695203 val_loss=0.702899 best=0.702957 es=3/5
[2026-05-16 17:37:19] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=157 train_loss=0.695273 val_loss=0.702891 best=0.702957 es=4/5
[2026-05-16 17:37:21] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=158 train_loss=0.695200 val_loss=0.702857 best=0.702857 es=0/5
[2026-05-16 17:37:23] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=159 train_loss=0.695171 val_loss=0.702916 best=0.702857 es=1/5
[2026-05-16 17:37:26] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=160 train_loss=0.695232 val_loss=0.702905 best=0.702857 es=2/5
[2026-05-16 17:37:28] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=161 train_loss=0.695181 val_loss=0.702793 best=0.702857 es=3/5
[2026-05-16 17:37:30] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=162 train_loss=0.695097 val_loss=0.702785 best=0.702857 es=4/5
[2026-05-16 17:37:33] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=163 train_loss=0.695095 val_loss=0.702721 best=0.702721 es=0/5
[2026-05-16 17:37:35] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=164 train_loss=0.695058 val_loss=0.702721 best=0.702721 es=1/5
[2026-05-16 17:37:38] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=165 train_loss=0.695111 val_loss=0.702680 best=0.702721 es=2/5
[2026-05-16 17:37:40] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=166 train_loss=0.695020 val_loss=0.702649 best=0.702721 es=3/5
[2026-05-16 17:37:42] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=167 train_loss=0.694965 val_loss=0.702632 best=0.702721 es=4/5
[2026-05-16 17:37:45] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=168 train_loss=0.694964 val_loss=0.702590 best=0.702590 es=0/5
[2026-05-16 17:37:47] [autoencoding][ae_width_to_depth][cand_007_d2_w9] epoch=169 train_loss=0.694955 val_loss=0.702602 best=0.702590 es=1/5
