[2026-06-13 20:34:14] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:34:14] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_135_d2_w68/training_log.txt
[2026-06-13 20:34:14] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_135_d2_w68/training_stats.csv
[2026-06-13 20:34:14] Epoch 1 | architecture=[68, 68] train_loss=0.008608 val_loss=0.004975 best=0.004975 es=0/10
[2026-06-13 20:34:14] Epoch 1 | architecture=[68, 68] train_loss=0.005263 val_loss=0.013129 best=0.013129 es=0/10
[2026-06-13 20:34:15] Epoch 1 | architecture=[68, 68] train_loss=0.004865 val_loss=0.005363 best=0.005363 es=0/10
[2026-06-13 20:34:15] Epoch 1 | architecture=[68, 68] train_loss=0.003062 val_loss=0.003888 best=0.003888 es=0/10
[2026-06-13 20:34:15] Epoch 1 | architecture=[68, 68] train_loss=0.003547 val_loss=0.002958 best=0.002958 es=0/10
[2026-06-13 20:34:15] Epoch 1 | architecture=[68, 68] train_loss=0.002867 val_loss=0.003149 best=0.003149 es=0/10
[2026-06-13 20:34:16] Epoch 1 | architecture=[68, 68] train_loss=0.004303 val_loss=0.004100 best=0.004100 es=0/10
[2026-06-13 20:34:16] Epoch 1 | architecture=[68, 68] train_loss=0.002573 val_loss=0.003467 best=0.003467 es=0/10
[2026-06-13 20:34:16] Epoch 1 | architecture=[68, 68] train_loss=0.002150 val_loss=0.002958 best=0.002958 es=0/10
[2026-06-13 20:34:16] Epoch 1 | architecture=[68, 68] train_loss=0.002778 val_loss=0.003070 best=0.003070 es=0/10
[2026-06-13 20:34:17] Epoch 1 | architecture=[68, 68] train_loss=0.002033 val_loss=0.003350 best=0.003350 es=0/10
[2026-06-13 20:34:17] Epoch 1 | architecture=[68, 68] train_loss=0.001725 val_loss=0.002842 best=0.002842 es=0/10
[2026-06-13 20:34:17] Epoch 1 | architecture=[68, 68] train_loss=0.002084 val_loss=0.002768 best=0.002768 es=0/10
[2026-06-13 20:34:17] Epoch 1 | architecture=[68, 68] train_loss=0.001902 val_loss=0.002942 best=0.002942 es=0/10
[2026-06-13 20:34:17] Epoch 1 | architecture=[68, 68] train_loss=0.002742 val_loss=0.002655 best=0.002655 es=0/10
[2026-06-13 20:34:18] Epoch 1 | architecture=[68, 68] train_loss=0.001582 val_loss=0.002279 best=0.002279 es=0/10
[2026-06-13 20:34:18] Epoch 1 | architecture=[68, 68] train_loss=0.001786 val_loss=0.002611 best=0.002611 es=0/10
[2026-06-13 20:34:18] Epoch 1 | architecture=[68, 68] train_loss=0.001422 val_loss=0.002911 best=0.002911 es=0/10
[2026-06-13 20:34:18] Epoch 1 | architecture=[68, 68] train_loss=0.001537 val_loss=0.002726 best=0.002726 es=0/10
[2026-06-13 20:34:18] Epoch 1 | architecture=[68, 68] train_loss=0.001486 val_loss=0.002522 best=0.002522 es=0/10
[2026-06-13 20:34:19] Epoch 1 | architecture=[68, 68] train_loss=0.004818 val_loss=0.002199 best=0.002199 es=0/10
[2026-06-13 20:34:19] Epoch 1 | architecture=[68, 68] train_loss=0.003651 val_loss=0.002156 best=0.002156 es=0/10
[2026-06-13 20:34:19] Epoch 1 | architecture=[68, 68] train_loss=0.001842 val_loss=0.002487 best=0.002487 es=0/10
[2026-06-13 20:34:19] Epoch 1 | architecture=[68, 68] train_loss=0.001991 val_loss=0.002392 best=0.002392 es=0/10
[2026-06-13 20:34:20] Epoch 1 | architecture=[68, 68] train_loss=0.001465 val_loss=0.002130 best=0.002130 es=0/10
[2026-06-13 20:34:20] Epoch 1 | architecture=[68, 68] train_loss=0.001384 val_loss=0.002403 best=0.002403 es=0/10
[2026-06-13 20:34:20] Epoch 1 | architecture=[68, 68] train_loss=0.001315 val_loss=0.002228 best=0.002228 es=0/10
[2026-06-13 20:34:20] Epoch 1 | architecture=[68, 68] train_loss=0.002403 val_loss=0.002416 best=0.002416 es=0/10
[2026-06-13 20:34:20] Epoch 1 | architecture=[68, 68] train_loss=0.001437 val_loss=0.002476 best=0.002476 es=0/10
[2026-06-13 20:34:21] Epoch 1 | architecture=[68, 68] train_loss=0.001510 val_loss=0.002358 best=0.002358 es=0/10
[2026-06-13 20:34:21] Epoch 1 | architecture=[68, 68] train_loss=0.003638 val_loss=0.002273 best=0.002273 es=0/10
[2026-06-13 20:34:21] Epoch 1 | architecture=[68, 68] train_loss=0.001188 val_loss=0.001967 best=0.001967 es=0/10
[2026-06-13 20:34:21] Epoch 1 | architecture=[68, 68] train_loss=0.001592 val_loss=0.002099 best=0.002099 es=0/10
[2026-06-13 20:34:22] Epoch 1 | architecture=[68, 68] train_loss=0.001335 val_loss=0.002407 best=0.002407 es=0/10
[2026-06-13 20:34:22] Epoch 1 | architecture=[68, 68] train_loss=0.003313 val_loss=0.002470 best=0.002470 es=0/10
[2026-06-13 20:34:22] Epoch 1 | architecture=[68, 68] train_loss=0.001919 val_loss=0.002521 best=0.002521 es=0/10
[2026-06-13 20:34:22] Epoch 1 | architecture=[68, 68] train_loss=0.001395 val_loss=0.002627 best=0.002627 es=0/10
[2026-06-13 20:34:22] Epoch 1 | architecture=[68, 68] train_loss=0.001533 val_loss=0.002328 best=0.002328 es=0/10
[2026-06-13 20:34:23] Epoch 1 | architecture=[68, 68] train_loss=0.002522 val_loss=0.002057 best=0.002057 es=0/10
[2026-06-13 20:34:23] Epoch 1 | architecture=[68, 68] train_loss=0.001414 val_loss=0.002099 best=0.002099 es=0/10
[2026-06-13 20:34:23] Epoch 1 | architecture=[68, 68] train_loss=0.001258 val_loss=0.002197 best=0.002197 es=0/10
[2026-06-13 20:34:23] Epoch 1 | architecture=[68, 68] train_loss=0.002358 val_loss=0.002202 best=0.002202 es=0/10
