2025-10-04 20:11:01 - INFO - ======== [Run 19/300] width=190 depth=1 ========
2025-10-04 20:11:01 - INFO - Device=cuda | dataset=cifar100 | batch=2048 | max_epochs=50 | patience=10 | lr=1.00e-03 | wd=1.0e-04
2025-10-04 20:11:01 - INFO - Model params=24610 | neurons=380 | pooling=[1, 3]
2025-10-04 20:11:37 - INFO - [epoch 1/50] train_loss=4.4956 | val_loss=4.4001 | val_acc=0.0452 | best_val=4.4001@1 | bad=0/10 | lr=1.00e-03 | dt=35.3s
2025-10-04 20:12:14 - INFO - [epoch 2/50] train_loss=4.3003 | val_loss=4.2481 | val_acc=0.0524 | best_val=4.2481@2 | bad=0/10 | lr=1.00e-03 | dt=37.2s
2025-10-04 20:12:48 - INFO - [epoch 3/50] train_loss=4.2000 | val_loss=4.1759 | val_acc=0.0604 | best_val=4.1759@3 | bad=0/10 | lr=1.00e-03 | dt=33.9s
2025-10-04 20:13:22 - INFO - [epoch 4/50] train_loss=4.1439 | val_loss=4.1340 | val_acc=0.0698 | best_val=4.1340@4 | bad=0/10 | lr=1.00e-03 | dt=34.0s
2025-10-04 20:13:55 - INFO - [epoch 5/50] train_loss=4.1024 | val_loss=4.0963 | val_acc=0.0822 | best_val=4.0963@5 | bad=0/10 | lr=1.00e-03 | dt=33.7s
2025-10-04 20:14:29 - INFO - [epoch 6/50] train_loss=4.0682 | val_loss=4.0623 | val_acc=0.0868 | best_val=4.0623@6 | bad=0/10 | lr=1.00e-03 | dt=34.1s
2025-10-04 20:15:03 - INFO - [epoch 7/50] train_loss=4.0354 | val_loss=4.0295 | val_acc=0.0942 | best_val=4.0295@7 | bad=0/10 | lr=1.00e-03 | dt=33.6s
2025-10-04 20:15:37 - INFO - [epoch 8/50] train_loss=4.0063 | val_loss=4.0062 | val_acc=0.0966 | best_val=4.0062@8 | bad=0/10 | lr=1.00e-03 | dt=34.1s
2025-10-04 20:16:11 - INFO - [epoch 9/50] train_loss=3.9806 | val_loss=3.9759 | val_acc=0.0984 | best_val=3.9759@9 | bad=0/10 | lr=1.00e-03 | dt=33.7s
2025-10-04 20:16:45 - INFO - [epoch 10/50] train_loss=3.9573 | val_loss=3.9610 | val_acc=0.1016 | best_val=3.9610@10 | bad=0/10 | lr=1.00e-03 | dt=33.8s
2025-10-04 20:17:20 - INFO - [epoch 11/50] train_loss=3.9377 | val_loss=3.9384 | val_acc=0.1060 | best_val=3.9384@11 | bad=0/10 | lr=1.00e-03 | dt=34.9s
2025-10-04 20:17:54 - INFO - [epoch 12/50] train_loss=3.9159 | val_loss=3.9202 | val_acc=0.1086 | best_val=3.9202@12 | bad=0/10 | lr=1.00e-03 | dt=34.1s
2025-10-04 20:18:28 - INFO - [epoch 13/50] train_loss=3.8974 | val_loss=3.9078 | val_acc=0.1124 | best_val=3.9078@13 | bad=0/10 | lr=1.00e-03 | dt=34.5s
2025-10-04 20:19:02 - INFO - [epoch 14/50] train_loss=3.8806 | val_loss=3.8897 | val_acc=0.1168 | best_val=3.8897@14 | bad=0/10 | lr=1.00e-03 | dt=33.8s
2025-10-04 20:19:36 - INFO - [epoch 15/50] train_loss=3.8634 | val_loss=3.8724 | val_acc=0.1190 | best_val=3.8724@15 | bad=0/10 | lr=1.00e-03 | dt=34.6s
2025-10-04 20:20:10 - INFO - [epoch 16/50] train_loss=3.8470 | val_loss=3.8611 | val_acc=0.1238 | best_val=3.8611@16 | bad=0/10 | lr=1.00e-03 | dt=33.9s
2025-10-04 20:20:44 - INFO - [epoch 17/50] train_loss=3.8306 | val_loss=3.8473 | val_acc=0.1284 | best_val=3.8473@17 | bad=0/10 | lr=1.00e-03 | dt=33.9s
2025-10-04 20:21:18 - INFO - [epoch 18/50] train_loss=3.8163 | val_loss=3.8241 | val_acc=0.1332 | best_val=3.8241@18 | bad=0/10 | lr=1.00e-03 | dt=33.8s
2025-10-04 20:21:52 - INFO - [epoch 19/50] train_loss=3.7987 | val_loss=3.8141 | val_acc=0.1294 | best_val=3.8141@19 | bad=0/10 | lr=1.00e-03 | dt=34.1s
2025-10-04 20:22:26 - INFO - [epoch 20/50] train_loss=3.7848 | val_loss=3.7957 | val_acc=0.1382 | best_val=3.7957@20 | bad=0/10 | lr=1.00e-03 | dt=34.3s
2025-10-04 20:23:00 - INFO - [epoch 21/50] train_loss=3.7696 | val_loss=3.7820 | val_acc=0.1382 | best_val=3.7820@21 | bad=0/10 | lr=1.00e-03 | dt=33.7s
2025-10-04 20:23:34 - INFO - [epoch 22/50] train_loss=3.7558 | val_loss=3.7779 | val_acc=0.1338 | best_val=3.7779@22 | bad=0/10 | lr=1.00e-03 | dt=34.0s
2025-10-04 20:24:08 - INFO - [epoch 23/50] train_loss=3.7424 | val_loss=3.7637 | val_acc=0.1388 | best_val=3.7637@23 | bad=0/10 | lr=1.00e-03 | dt=33.7s
2025-10-04 20:24:42 - INFO - [epoch 24/50] train_loss=3.7291 | val_loss=3.7483 | val_acc=0.1434 | best_val=3.7483@24 | bad=0/10 | lr=1.00e-03 | dt=34.7s
2025-10-04 20:25:17 - INFO - [epoch 25/50] train_loss=3.7136 | val_loss=3.7402 | val_acc=0.1420 | best_val=3.7402@25 | bad=0/10 | lr=1.00e-03 | dt=34.2s
2025-10-04 20:25:51 - INFO - [epoch 26/50] train_loss=3.7009 | val_loss=3.7255 | val_acc=0.1452 | best_val=3.7255@26 | bad=0/10 | lr=1.00e-03 | dt=33.9s
2025-10-04 20:26:25 - INFO - [epoch 27/50] train_loss=3.6915 | val_loss=3.7192 | val_acc=0.1442 | best_val=3.7192@27 | bad=0/10 | lr=1.00e-03 | dt=34.3s
2025-10-04 20:26:59 - INFO - [epoch 28/50] train_loss=3.6796 | val_loss=3.7105 | val_acc=0.1486 | best_val=3.7105@28 | bad=0/10 | lr=1.00e-03 | dt=34.1s
2025-10-04 20:27:34 - INFO - [epoch 29/50] train_loss=3.6680 | val_loss=3.6986 | val_acc=0.1510 | best_val=3.6986@29 | bad=0/10 | lr=1.00e-03 | dt=35.3s
2025-10-04 20:28:08 - INFO - [epoch 30/50] train_loss=3.6564 | val_loss=3.6924 | val_acc=0.1522 | best_val=3.6924@30 | bad=0/10 | lr=1.00e-03 | dt=34.0s
2025-10-04 20:28:42 - INFO - [epoch 31/50] train_loss=3.6454 | val_loss=3.6724 | val_acc=0.1552 | best_val=3.6724@31 | bad=0/10 | lr=1.00e-03 | dt=34.3s
