[2026-05-20 12:45:02] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:45:02] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_054_d1_w55/training_log.txt
[2026-05-20 12:45:02] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_054_d1_w55/training_stats.csv
[2026-05-20 12:45:02] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=54 search_phase=width architecture=[55]
[2026-05-20 12:45:05] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=1 architecture=[55] train_loss=0.005005 val_loss=0.003825 best=0.003449 es=0/5
[2026-05-20 12:45:08] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=2 architecture=[55] train_loss=0.004229 val_loss=0.003489 best=0.003449 es=0/5
[2026-05-20 12:45:11] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=3 architecture=[55] train_loss=0.003945 val_loss=0.003424 best=0.003449 es=1/5
[2026-05-20 12:45:14] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=4 architecture=[55] train_loss=0.003957 val_loss=0.003435 best=0.003449 es=2/5
[2026-05-20 12:45:17] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=5 architecture=[55] train_loss=0.004081 val_loss=0.003409 best=0.003449 es=3/5
[2026-05-20 12:45:20] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=6 architecture=[55] train_loss=0.003937 val_loss=0.003301 best=0.003301 es=0/5
[2026-05-20 12:45:23] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=7 architecture=[55] train_loss=0.003822 val_loss=0.003325 best=0.003301 es=1/5
[2026-05-20 12:45:26] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=8 architecture=[55] train_loss=0.003823 val_loss=0.003358 best=0.003301 es=2/5
[2026-05-20 12:45:29] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=9 architecture=[55] train_loss=0.004051 val_loss=0.003357 best=0.003301 es=3/5
[2026-05-20 12:45:32] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=10 architecture=[55] train_loss=0.003999 val_loss=0.003371 best=0.003301 es=4/5
[2026-05-20 12:45:34] [autoencoding][ae_width_to_depth][cand_054_d1_w55] epoch=11 architecture=[55] train_loss=0.003894 val_loss=0.003268 best=0.003301 es=5/5
