[2026-05-30 04:14:45] Initialized ContinuousLogger for denoising_ae_width_only (Mode: ae_width_only)
[2026-05-30 04:14:45] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_022_d1_w23/training_log.txt
[2026-05-30 04:14:45] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_022_d1_w23/training_stats.csv
[2026-05-30 04:14:45] [CANDIDATE] task=denoising phase=ae_width_only index=22 search_phase=width architecture=[23]
[2026-05-30 04:14:50] [denoising][ae_width_only][cand_022_d1_w23] epoch=1 architecture=[23] train_loss=0.467962 val_loss=0.469249 candidate_best=0.469249 global_best=0.468565 es=0/10
[2026-05-30 04:14:56] [denoising][ae_width_only][cand_022_d1_w23] epoch=2 architecture=[23] train_loss=0.464352 val_loss=0.466937 candidate_best=0.466937 global_best=0.466937 es=0/10
[2026-05-30 04:15:01] [denoising][ae_width_only][cand_022_d1_w23] epoch=3 architecture=[23] train_loss=0.462164 val_loss=0.464858 candidate_best=0.464858 global_best=0.464858 es=0/10
[2026-05-30 04:15:06] [denoising][ae_width_only][cand_022_d1_w23] epoch=4 architecture=[23] train_loss=0.460155 val_loss=0.462793 candidate_best=0.462793 global_best=0.462793 es=0/10
[2026-05-30 04:15:12] [denoising][ae_width_only][cand_022_d1_w23] epoch=5 architecture=[23] train_loss=0.458085 val_loss=0.460517 candidate_best=0.460517 global_best=0.460517 es=0/10
[2026-05-30 04:15:17] [denoising][ae_width_only][cand_022_d1_w23] epoch=6 architecture=[23] train_loss=0.455949 val_loss=0.458299 candidate_best=0.458299 global_best=0.458299 es=0/10
[2026-05-30 04:15:22] [denoising][ae_width_only][cand_022_d1_w23] epoch=7 architecture=[23] train_loss=0.453870 val_loss=0.456139 candidate_best=0.456139 global_best=0.456139 es=0/10
[2026-05-30 04:15:28] [denoising][ae_width_only][cand_022_d1_w23] epoch=8 architecture=[23] train_loss=0.452054 val_loss=0.454292 candidate_best=0.454292 global_best=0.454292 es=0/10
[2026-05-30 04:15:33] [denoising][ae_width_only][cand_022_d1_w23] epoch=9 architecture=[23] train_loss=0.450593 val_loss=0.452892 candidate_best=0.452892 global_best=0.452892 es=0/10
[2026-05-30 04:15:39] [denoising][ae_width_only][cand_022_d1_w23] epoch=10 architecture=[23] train_loss=0.449427 val_loss=0.451668 candidate_best=0.451668 global_best=0.451668 es=0/10
[2026-05-30 04:15:44] [denoising][ae_width_only][cand_022_d1_w23] epoch=11 architecture=[23] train_loss=0.448571 val_loss=0.450683 candidate_best=0.450683 global_best=0.450683 es=0/10
[2026-05-30 04:15:49] [denoising][ae_width_only][cand_022_d1_w23] epoch=12 architecture=[23] train_loss=0.447824 val_loss=0.449974 candidate_best=0.449974 global_best=0.449974 es=0/10
[2026-05-30 04:15:54] [denoising][ae_width_only][cand_022_d1_w23] epoch=13 architecture=[23] train_loss=0.447142 val_loss=0.449244 candidate_best=0.449244 global_best=0.449244 es=0/10
[2026-05-30 04:16:00] [denoising][ae_width_only][cand_022_d1_w23] epoch=14 architecture=[23] train_loss=0.446641 val_loss=0.448727 candidate_best=0.448727 global_best=0.448727 es=0/10
[2026-05-30 04:16:05] [denoising][ae_width_only][cand_022_d1_w23] epoch=15 architecture=[23] train_loss=0.446226 val_loss=0.448320 candidate_best=0.448320 global_best=0.448320 es=0/10
[2026-05-30 04:16:11] [denoising][ae_width_only][cand_022_d1_w23] epoch=16 architecture=[23] train_loss=0.445901 val_loss=0.447979 candidate_best=0.447979 global_best=0.447979 es=0/10
[2026-05-30 04:16:16] [denoising][ae_width_only][cand_022_d1_w23] epoch=17 architecture=[23] train_loss=0.445633 val_loss=0.447769 candidate_best=0.447769 global_best=0.447769 es=0/10
[2026-05-30 04:16:21] [denoising][ae_width_only][cand_022_d1_w23] epoch=18 architecture=[23] train_loss=0.445442 val_loss=0.447607 candidate_best=0.447607 global_best=0.447607 es=0/10
[2026-05-30 04:16:26] [denoising][ae_width_only][cand_022_d1_w23] epoch=19 architecture=[23] train_loss=0.445333 val_loss=0.447456 candidate_best=0.447456 global_best=0.447456 es=0/10
[2026-05-30 04:16:32] [denoising][ae_width_only][cand_022_d1_w23] epoch=20 architecture=[23] train_loss=0.445245 val_loss=0.447355 candidate_best=0.447355 global_best=0.447355 es=0/10
[2026-05-30 04:16:37] [denoising][ae_width_only][cand_022_d1_w23] epoch=21 architecture=[23] train_loss=0.445126 val_loss=0.447299 candidate_best=0.447355 global_best=0.447355 es=1/10
[2026-05-30 04:16:42] [denoising][ae_width_only][cand_022_d1_w23] epoch=22 architecture=[23] train_loss=0.445054 val_loss=0.447345 candidate_best=0.447355 global_best=0.447355 es=2/10
[2026-05-30 04:16:48] [denoising][ae_width_only][cand_022_d1_w23] epoch=23 architecture=[23] train_loss=0.444995 val_loss=0.447296 candidate_best=0.447355 global_best=0.447355 es=3/10
[2026-05-30 04:16:53] [denoising][ae_width_only][cand_022_d1_w23] epoch=24 architecture=[23] train_loss=0.444896 val_loss=0.447170 candidate_best=0.447170 global_best=0.447170 es=0/10
[2026-05-30 04:16:58] [denoising][ae_width_only][cand_022_d1_w23] epoch=25 architecture=[23] train_loss=0.444853 val_loss=0.447178 candidate_best=0.447170 global_best=0.447170 es=1/10
[2026-05-30 04:17:04] [denoising][ae_width_only][cand_022_d1_w23] epoch=26 architecture=[23] train_loss=0.444805 val_loss=0.447104 candidate_best=0.447170 global_best=0.447170 es=2/10
[2026-05-30 04:17:09] [denoising][ae_width_only][cand_022_d1_w23] epoch=27 architecture=[23] train_loss=0.444757 val_loss=0.447049 candidate_best=0.447049 global_best=0.447049 es=0/10
[2026-05-30 04:17:14] [denoising][ae_width_only][cand_022_d1_w23] epoch=28 architecture=[23] train_loss=0.444762 val_loss=0.447045 candidate_best=0.447049 global_best=0.447049 es=1/10
[2026-05-30 04:17:20] [denoising][ae_width_only][cand_022_d1_w23] epoch=29 architecture=[23] train_loss=0.444748 val_loss=0.447107 candidate_best=0.447049 global_best=0.447049 es=2/10
[2026-05-30 04:17:25] [denoising][ae_width_only][cand_022_d1_w23] epoch=30 architecture=[23] train_loss=0.444715 val_loss=0.447020 candidate_best=0.447049 global_best=0.447049 es=3/10
[2026-05-30 04:17:30] [denoising][ae_width_only][cand_022_d1_w23] epoch=31 architecture=[23] train_loss=0.444716 val_loss=0.447043 candidate_best=0.447049 global_best=0.447049 es=4/10
[2026-05-30 04:17:36] [denoising][ae_width_only][cand_022_d1_w23] epoch=32 architecture=[23] train_loss=0.444665 val_loss=0.446986 candidate_best=0.447049 global_best=0.447049 es=5/10
[2026-05-30 04:17:41] [denoising][ae_width_only][cand_022_d1_w23] epoch=33 architecture=[23] train_loss=0.444638 val_loss=0.446944 candidate_best=0.446944 global_best=0.446944 es=0/10
[2026-05-30 04:17:46] [denoising][ae_width_only][cand_022_d1_w23] epoch=34 architecture=[23] train_loss=0.444577 val_loss=0.446921 candidate_best=0.446944 global_best=0.446944 es=1/10
[2026-05-30 04:17:52] [denoising][ae_width_only][cand_022_d1_w23] epoch=35 architecture=[23] train_loss=0.444599 val_loss=0.446947 candidate_best=0.446944 global_best=0.446944 es=2/10
[2026-05-30 04:17:57] [denoising][ae_width_only][cand_022_d1_w23] epoch=36 architecture=[23] train_loss=0.444585 val_loss=0.446857 candidate_best=0.446944 global_best=0.446944 es=3/10
[2026-05-30 04:18:02] [denoising][ae_width_only][cand_022_d1_w23] epoch=37 architecture=[23] train_loss=0.444605 val_loss=0.446965 candidate_best=0.446944 global_best=0.446944 es=4/10
[2026-05-30 04:18:08] [denoising][ae_width_only][cand_022_d1_w23] epoch=38 architecture=[23] train_loss=0.444583 val_loss=0.446904 candidate_best=0.446944 global_best=0.446944 es=5/10
[2026-05-30 04:18:13] [denoising][ae_width_only][cand_022_d1_w23] epoch=39 architecture=[23] train_loss=0.444512 val_loss=0.446861 candidate_best=0.446944 global_best=0.446944 es=6/10
[2026-05-30 04:18:19] [denoising][ae_width_only][cand_022_d1_w23] epoch=40 architecture=[23] train_loss=0.444483 val_loss=0.446914 candidate_best=0.446944 global_best=0.446944 es=7/10
[2026-05-30 04:18:24] [denoising][ae_width_only][cand_022_d1_w23] epoch=41 architecture=[23] train_loss=0.444482 val_loss=0.446926 candidate_best=0.446944 global_best=0.446944 es=8/10
[2026-05-30 04:18:29] [denoising][ae_width_only][cand_022_d1_w23] epoch=42 architecture=[23] train_loss=0.444475 val_loss=0.446889 candidate_best=0.446944 global_best=0.446944 es=9/10
[2026-05-30 04:18:35] [denoising][ae_width_only][cand_022_d1_w23] epoch=43 architecture=[23] train_loss=0.444463 val_loss=0.446829 candidate_best=0.446829 global_best=0.446829 es=0/10
[2026-05-30 04:18:40] [denoising][ae_width_only][cand_022_d1_w23] epoch=44 architecture=[23] train_loss=0.444414 val_loss=0.446794 candidate_best=0.446829 global_best=0.446829 es=1/10
[2026-05-30 04:18:46] [denoising][ae_width_only][cand_022_d1_w23] epoch=45 architecture=[23] train_loss=0.444429 val_loss=0.446760 candidate_best=0.446829 global_best=0.446829 es=2/10
[2026-05-30 04:18:51] [denoising][ae_width_only][cand_022_d1_w23] epoch=46 architecture=[23] train_loss=0.444381 val_loss=0.446748 candidate_best=0.446829 global_best=0.446829 es=3/10
[2026-05-30 04:18:57] [denoising][ae_width_only][cand_022_d1_w23] epoch=47 architecture=[23] train_loss=0.444373 val_loss=0.446685 candidate_best=0.446685 global_best=0.446685 es=0/10
[2026-05-30 04:19:02] [denoising][ae_width_only][cand_022_d1_w23] epoch=48 architecture=[23] train_loss=0.444357 val_loss=0.446706 candidate_best=0.446685 global_best=0.446685 es=1/10
[2026-05-30 04:19:07] [denoising][ae_width_only][cand_022_d1_w23] epoch=49 architecture=[23] train_loss=0.444368 val_loss=0.446728 candidate_best=0.446685 global_best=0.446685 es=2/10
[2026-05-30 04:19:12] [denoising][ae_width_only][cand_022_d1_w23] epoch=50 architecture=[23] train_loss=0.444362 val_loss=0.446721 candidate_best=0.446685 global_best=0.446685 es=3/10
[2026-05-30 04:19:18] [denoising][ae_width_only][cand_022_d1_w23] epoch=51 architecture=[23] train_loss=0.444330 val_loss=0.446643 candidate_best=0.446685 global_best=0.446685 es=4/10
[2026-05-30 04:19:23] [denoising][ae_width_only][cand_022_d1_w23] epoch=52 architecture=[23] train_loss=0.444329 val_loss=0.446559 candidate_best=0.446559 global_best=0.446559 es=0/10
[2026-05-30 04:19:29] [denoising][ae_width_only][cand_022_d1_w23] epoch=53 architecture=[23] train_loss=0.444297 val_loss=0.446536 candidate_best=0.446559 global_best=0.446559 es=1/10
[2026-05-30 04:19:34] [denoising][ae_width_only][cand_022_d1_w23] epoch=54 architecture=[23] train_loss=0.444275 val_loss=0.446535 candidate_best=0.446559 global_best=0.446559 es=2/10
[2026-05-30 04:19:39] [denoising][ae_width_only][cand_022_d1_w23] epoch=55 architecture=[23] train_loss=0.444252 val_loss=0.446539 candidate_best=0.446559 global_best=0.446559 es=3/10
[2026-05-30 04:19:45] [denoising][ae_width_only][cand_022_d1_w23] epoch=56 architecture=[23] train_loss=0.444198 val_loss=0.446554 candidate_best=0.446559 global_best=0.446559 es=4/10
[2026-05-30 04:19:50] [denoising][ae_width_only][cand_022_d1_w23] epoch=57 architecture=[23] train_loss=0.444225 val_loss=0.446493 candidate_best=0.446559 global_best=0.446559 es=5/10
[2026-05-30 04:19:55] [denoising][ae_width_only][cand_022_d1_w23] epoch=58 architecture=[23] train_loss=0.444220 val_loss=0.446456 candidate_best=0.446456 global_best=0.446456 es=0/10
[2026-05-30 04:20:01] [denoising][ae_width_only][cand_022_d1_w23] epoch=59 architecture=[23] train_loss=0.444164 val_loss=0.446387 candidate_best=0.446456 global_best=0.446456 es=1/10
[2026-05-30 04:20:06] [denoising][ae_width_only][cand_022_d1_w23] epoch=60 architecture=[23] train_loss=0.444152 val_loss=0.446395 candidate_best=0.446456 global_best=0.446456 es=2/10
[2026-05-30 04:20:12] [denoising][ae_width_only][cand_022_d1_w23] epoch=61 architecture=[23] train_loss=0.444149 val_loss=0.446438 candidate_best=0.446456 global_best=0.446456 es=3/10
[2026-05-30 04:20:17] [denoising][ae_width_only][cand_022_d1_w23] epoch=62 architecture=[23] train_loss=0.444129 val_loss=0.446492 candidate_best=0.446456 global_best=0.446456 es=4/10
[2026-05-30 04:20:22] [denoising][ae_width_only][cand_022_d1_w23] epoch=63 architecture=[23] train_loss=0.444118 val_loss=0.446443 candidate_best=0.446456 global_best=0.446456 es=5/10
[2026-05-30 04:20:27] [denoising][ae_width_only][cand_022_d1_w23] epoch=64 architecture=[23] train_loss=0.444076 val_loss=0.446391 candidate_best=0.446456 global_best=0.446456 es=6/10
[2026-05-30 04:20:33] [denoising][ae_width_only][cand_022_d1_w23] epoch=65 architecture=[23] train_loss=0.444081 val_loss=0.446409 candidate_best=0.446456 global_best=0.446456 es=7/10
[2026-05-30 04:20:38] [denoising][ae_width_only][cand_022_d1_w23] epoch=66 architecture=[23] train_loss=0.444064 val_loss=0.446409 candidate_best=0.446456 global_best=0.446456 es=8/10
[2026-05-30 04:20:43] [denoising][ae_width_only][cand_022_d1_w23] epoch=67 architecture=[23] train_loss=0.444026 val_loss=0.446383 candidate_best=0.446456 global_best=0.446456 es=9/10
[2026-05-30 04:20:49] [denoising][ae_width_only][cand_022_d1_w23] epoch=68 architecture=[23] train_loss=0.444019 val_loss=0.446358 candidate_best=0.446456 global_best=0.446456 es=10/10
