[2026-05-23 02:22:29] Initialized ContinuousLogger for generation_ae_alt_width (Mode: ae_alt_width)
[2026-05-23 02:22:29] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_width/cand_030_d1_w31/training_log.txt
[2026-05-23 02:22:29] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_width/cand_030_d1_w31/training_stats.csv
[2026-05-23 02:22:29] [CANDIDATE] task=generation phase=ae_alt_width index=30 search_phase=width architecture=[31]
[2026-05-23 02:22:33] [generation][ae_alt_width][cand_030_d1_w31] epoch=1 architecture=[31] train_loss=0.441710 val_loss=0.443895 candidate_best=0.443895 global_best=0.443895 es=0/5
[2026-05-23 02:22:36] [generation][ae_alt_width][cand_030_d1_w31] epoch=2 architecture=[31] train_loss=0.438535 val_loss=0.441248 candidate_best=0.441248 global_best=0.441248 es=0/5
[2026-05-23 02:22:39] [generation][ae_alt_width][cand_030_d1_w31] epoch=3 architecture=[31] train_loss=0.436245 val_loss=0.438988 candidate_best=0.438988 global_best=0.438988 es=0/5
[2026-05-23 02:22:43] [generation][ae_alt_width][cand_030_d1_w31] epoch=4 architecture=[31] train_loss=0.434155 val_loss=0.436917 candidate_best=0.436917 global_best=0.436917 es=0/5
[2026-05-23 02:22:47] [generation][ae_alt_width][cand_030_d1_w31] epoch=5 architecture=[31] train_loss=0.432265 val_loss=0.435167 candidate_best=0.435167 global_best=0.435167 es=0/5
[2026-05-23 02:22:50] [generation][ae_alt_width][cand_030_d1_w31] epoch=6 architecture=[31] train_loss=0.430693 val_loss=0.433770 candidate_best=0.433770 global_best=0.433770 es=0/5
[2026-05-23 02:22:54] [generation][ae_alt_width][cand_030_d1_w31] epoch=7 architecture=[31] train_loss=0.429502 val_loss=0.432751 candidate_best=0.432751 global_best=0.432751 es=0/5
[2026-05-23 02:22:58] [generation][ae_alt_width][cand_030_d1_w31] epoch=8 architecture=[31] train_loss=0.428619 val_loss=0.432020 candidate_best=0.432020 global_best=0.432020 es=0/5
[2026-05-23 02:23:01] [generation][ae_alt_width][cand_030_d1_w31] epoch=9 architecture=[31] train_loss=0.428003 val_loss=0.431456 candidate_best=0.431456 global_best=0.431456 es=0/5
[2026-05-23 02:23:05] [generation][ae_alt_width][cand_030_d1_w31] epoch=10 architecture=[31] train_loss=0.427561 val_loss=0.431132 candidate_best=0.431132 global_best=0.431132 es=0/5
[2026-05-23 02:23:09] [generation][ae_alt_width][cand_030_d1_w31] epoch=11 architecture=[31] train_loss=0.427260 val_loss=0.430874 candidate_best=0.430874 global_best=0.430874 es=0/5
[2026-05-23 02:23:12] [generation][ae_alt_width][cand_030_d1_w31] epoch=12 architecture=[31] train_loss=0.427036 val_loss=0.430730 candidate_best=0.430730 global_best=0.430730 es=0/5
[2026-05-23 02:23:16] [generation][ae_alt_width][cand_030_d1_w31] epoch=13 architecture=[31] train_loss=0.426914 val_loss=0.430651 candidate_best=0.430730 global_best=0.430730 es=1/5
[2026-05-23 02:23:19] [generation][ae_alt_width][cand_030_d1_w31] epoch=14 architecture=[31] train_loss=0.426807 val_loss=0.430466 candidate_best=0.430466 global_best=0.430466 es=0/5
[2026-05-23 02:23:23] [generation][ae_alt_width][cand_030_d1_w31] epoch=15 architecture=[31] train_loss=0.426681 val_loss=0.430388 candidate_best=0.430466 global_best=0.430466 es=1/5
[2026-05-23 02:23:26] [generation][ae_alt_width][cand_030_d1_w31] epoch=16 architecture=[31] train_loss=0.426587 val_loss=0.430284 candidate_best=0.430284 global_best=0.430284 es=0/5
[2026-05-23 02:23:30] [generation][ae_alt_width][cand_030_d1_w31] epoch=17 architecture=[31] train_loss=0.426498 val_loss=0.430219 candidate_best=0.430284 global_best=0.430284 es=1/5
[2026-05-23 02:23:33] [generation][ae_alt_width][cand_030_d1_w31] epoch=18 architecture=[31] train_loss=0.426407 val_loss=0.430157 candidate_best=0.430157 global_best=0.430157 es=0/5
[2026-05-23 02:23:37] [generation][ae_alt_width][cand_030_d1_w31] epoch=19 architecture=[31] train_loss=0.426333 val_loss=0.430078 candidate_best=0.430157 global_best=0.430157 es=1/5
[2026-05-23 02:23:41] [generation][ae_alt_width][cand_030_d1_w31] epoch=20 architecture=[31] train_loss=0.426263 val_loss=0.429992 candidate_best=0.429992 global_best=0.429992 es=0/5
[2026-05-23 02:23:44] [generation][ae_alt_width][cand_030_d1_w31] epoch=21 architecture=[31] train_loss=0.426175 val_loss=0.429901 candidate_best=0.429992 global_best=0.429992 es=1/5
[2026-05-23 02:23:48] [generation][ae_alt_width][cand_030_d1_w31] epoch=22 architecture=[31] train_loss=0.426116 val_loss=0.429838 candidate_best=0.429838 global_best=0.429838 es=0/5
[2026-05-23 02:23:51] [generation][ae_alt_width][cand_030_d1_w31] epoch=23 architecture=[31] train_loss=0.426020 val_loss=0.429761 candidate_best=0.429838 global_best=0.429838 es=1/5
[2026-05-23 02:23:55] [generation][ae_alt_width][cand_030_d1_w31] epoch=24 architecture=[31] train_loss=0.425946 val_loss=0.429680 candidate_best=0.429680 global_best=0.429680 es=0/5
[2026-05-23 02:23:58] [generation][ae_alt_width][cand_030_d1_w31] epoch=25 architecture=[31] train_loss=0.425872 val_loss=0.429647 candidate_best=0.429680 global_best=0.429680 es=1/5
[2026-05-23 02:24:02] [generation][ae_alt_width][cand_030_d1_w31] epoch=26 architecture=[31] train_loss=0.425800 val_loss=0.429564 candidate_best=0.429564 global_best=0.429564 es=0/5
[2026-05-23 02:24:05] [generation][ae_alt_width][cand_030_d1_w31] epoch=27 architecture=[31] train_loss=0.425733 val_loss=0.429496 candidate_best=0.429564 global_best=0.429564 es=1/5
[2026-05-23 02:24:09] [generation][ae_alt_width][cand_030_d1_w31] epoch=28 architecture=[31] train_loss=0.425643 val_loss=0.429392 candidate_best=0.429392 global_best=0.429392 es=0/5
[2026-05-23 02:24:13] [generation][ae_alt_width][cand_030_d1_w31] epoch=29 architecture=[31] train_loss=0.425570 val_loss=0.429307 candidate_best=0.429392 global_best=0.429392 es=1/5
[2026-05-23 02:24:16] [generation][ae_alt_width][cand_030_d1_w31] epoch=30 architecture=[31] train_loss=0.425493 val_loss=0.429252 candidate_best=0.429252 global_best=0.429252 es=0/5
[2026-05-23 02:24:20] [generation][ae_alt_width][cand_030_d1_w31] epoch=31 architecture=[31] train_loss=0.425433 val_loss=0.429211 candidate_best=0.429252 global_best=0.429252 es=1/5
[2026-05-23 02:24:23] [generation][ae_alt_width][cand_030_d1_w31] epoch=32 architecture=[31] train_loss=0.425374 val_loss=0.429141 candidate_best=0.429141 global_best=0.429141 es=0/5
[2026-05-23 02:24:27] [generation][ae_alt_width][cand_030_d1_w31] epoch=33 architecture=[31] train_loss=0.425295 val_loss=0.429057 candidate_best=0.429141 global_best=0.429141 es=1/5
[2026-05-23 02:24:30] [generation][ae_alt_width][cand_030_d1_w31] epoch=34 architecture=[31] train_loss=0.425191 val_loss=0.428997 candidate_best=0.428997 global_best=0.428997 es=0/5
[2026-05-23 02:24:34] [generation][ae_alt_width][cand_030_d1_w31] epoch=35 architecture=[31] train_loss=0.425133 val_loss=0.428906 candidate_best=0.428997 global_best=0.428997 es=1/5
[2026-05-23 02:24:38] [generation][ae_alt_width][cand_030_d1_w31] epoch=36 architecture=[31] train_loss=0.425052 val_loss=0.428841 candidate_best=0.428841 global_best=0.428841 es=0/5
[2026-05-23 02:24:41] [generation][ae_alt_width][cand_030_d1_w31] epoch=37 architecture=[31] train_loss=0.424975 val_loss=0.428768 candidate_best=0.428841 global_best=0.428841 es=1/5
[2026-05-23 02:24:45] [generation][ae_alt_width][cand_030_d1_w31] epoch=38 architecture=[31] train_loss=0.424919 val_loss=0.428699 candidate_best=0.428699 global_best=0.428699 es=0/5
[2026-05-23 02:24:49] [generation][ae_alt_width][cand_030_d1_w31] epoch=39 architecture=[31] train_loss=0.424824 val_loss=0.428613 candidate_best=0.428699 global_best=0.428699 es=1/5
[2026-05-23 02:24:52] [generation][ae_alt_width][cand_030_d1_w31] epoch=40 architecture=[31] train_loss=0.424742 val_loss=0.428550 candidate_best=0.428550 global_best=0.428550 es=0/5
[2026-05-23 02:24:56] [generation][ae_alt_width][cand_030_d1_w31] epoch=41 architecture=[31] train_loss=0.424659 val_loss=0.428450 candidate_best=0.428550 global_best=0.428550 es=1/5
[2026-05-23 02:25:00] [generation][ae_alt_width][cand_030_d1_w31] epoch=42 architecture=[31] train_loss=0.424567 val_loss=0.428394 candidate_best=0.428394 global_best=0.428394 es=0/5
[2026-05-23 02:25:03] [generation][ae_alt_width][cand_030_d1_w31] epoch=43 architecture=[31] train_loss=0.424494 val_loss=0.428306 candidate_best=0.428394 global_best=0.428394 es=1/5
[2026-05-23 02:25:07] [generation][ae_alt_width][cand_030_d1_w31] epoch=44 architecture=[31] train_loss=0.424404 val_loss=0.428241 candidate_best=0.428241 global_best=0.428241 es=0/5
[2026-05-23 02:25:10] [generation][ae_alt_width][cand_030_d1_w31] epoch=45 architecture=[31] train_loss=0.424336 val_loss=0.428162 candidate_best=0.428241 global_best=0.428241 es=1/5
[2026-05-23 02:25:14] [generation][ae_alt_width][cand_030_d1_w31] epoch=46 architecture=[31] train_loss=0.424254 val_loss=0.428090 candidate_best=0.428090 global_best=0.428090 es=0/5
