task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
anomaly,5,ablation_stl,stl_ablation_r05_d02_w3106_3106_3106,"[3106, 3106]",10001374,0.0002883363738416566,7,17,0.2657717253798639,
