[2026-05-16 21:09:25] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 21:09:25] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_040_d3_w216/training_log.txt
[2026-05-16 21:09:25] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_040_d3_w216/training_stats.csv
[2026-05-16 21:09:29] [representation][random][cand_040_d3_w216] epoch=1 train_loss=0.644281 val_loss=0.620552 best=0.620552 es=0/5
[2026-05-16 21:09:32] [representation][random][cand_040_d3_w216] epoch=2 train_loss=0.237166 val_loss=0.174715 best=0.174715 es=0/5
[2026-05-16 21:09:35] [representation][random][cand_040_d3_w216] epoch=3 train_loss=0.103209 val_loss=0.060559 best=0.060559 es=0/5
[2026-05-16 21:09:39] [representation][random][cand_040_d3_w216] epoch=4 train_loss=0.052822 val_loss=0.036156 best=0.036156 es=0/5
[2026-05-16 21:09:42] [representation][random][cand_040_d3_w216] epoch=5 train_loss=0.036304 val_loss=0.026087 best=0.026087 es=0/5
[2026-05-16 21:09:45] [representation][random][cand_040_d3_w216] epoch=6 train_loss=0.027605 val_loss=0.020217 best=0.020217 es=0/5
[2026-05-16 21:09:49] [representation][random][cand_040_d3_w216] epoch=7 train_loss=0.022284 val_loss=0.016359 best=0.016359 es=0/5
[2026-05-16 21:09:52] [representation][random][cand_040_d3_w216] epoch=8 train_loss=0.016927 val_loss=0.012895 best=0.012895 es=0/5
[2026-05-16 21:09:55] [representation][random][cand_040_d3_w216] epoch=9 train_loss=0.013689 val_loss=0.011113 best=0.011113 es=0/5
[2026-05-16 21:09:58] [representation][random][cand_040_d3_w216] epoch=10 train_loss=0.012036 val_loss=0.009613 best=0.009613 es=0/5
[2026-05-16 21:10:02] [representation][random][cand_040_d3_w216] epoch=11 train_loss=0.011271 val_loss=0.009211 best=0.009211 es=0/5
[2026-05-16 21:10:05] [representation][random][cand_040_d3_w216] epoch=12 train_loss=0.009988 val_loss=0.007973 best=0.007973 es=0/5
[2026-05-16 21:10:08] [representation][random][cand_040_d3_w216] epoch=13 train_loss=0.009347 val_loss=0.007413 best=0.007413 es=0/5
[2026-05-16 21:10:12] [representation][random][cand_040_d3_w216] epoch=14 train_loss=0.008608 val_loss=0.006252 best=0.006252 es=0/5
[2026-05-16 21:10:15] [representation][random][cand_040_d3_w216] epoch=15 train_loss=0.007064 val_loss=0.005502 best=0.005502 es=0/5
[2026-05-16 21:10:18] [representation][random][cand_040_d3_w216] epoch=16 train_loss=0.006322 val_loss=0.005212 best=0.005212 es=0/5
[2026-05-16 21:10:22] [representation][random][cand_040_d3_w216] epoch=17 train_loss=0.006060 val_loss=0.004870 best=0.004870 es=0/5
[2026-05-16 21:10:25] [representation][random][cand_040_d3_w216] epoch=18 train_loss=0.005727 val_loss=0.004716 best=0.004716 es=0/5
[2026-05-16 21:10:28] [representation][random][cand_040_d3_w216] epoch=19 train_loss=0.005549 val_loss=0.004539 best=0.004539 es=0/5
[2026-05-16 21:10:32] [representation][random][cand_040_d3_w216] epoch=20 train_loss=0.005382 val_loss=0.004175 best=0.004175 es=0/5
[2026-05-16 21:10:35] [representation][random][cand_040_d3_w216] epoch=21 train_loss=0.004892 val_loss=0.003929 best=0.003929 es=0/5
[2026-05-16 21:10:38] [representation][random][cand_040_d3_w216] epoch=22 train_loss=0.004802 val_loss=0.004174 best=0.003929 es=1/5
[2026-05-16 21:10:42] [representation][random][cand_040_d3_w216] epoch=23 train_loss=0.004912 val_loss=0.003801 best=0.003801 es=0/5
[2026-05-16 21:10:45] [representation][random][cand_040_d3_w216] epoch=24 train_loss=0.004486 val_loss=0.003550 best=0.003550 es=0/5
[2026-05-16 21:10:48] [representation][random][cand_040_d3_w216] epoch=25 train_loss=0.004185 val_loss=0.003302 best=0.003302 es=0/5
[2026-05-16 21:10:51] [representation][random][cand_040_d3_w216] epoch=26 train_loss=0.004045 val_loss=0.003355 best=0.003302 es=1/5
[2026-05-16 21:10:55] [representation][random][cand_040_d3_w216] epoch=27 train_loss=0.003876 val_loss=0.003225 best=0.003302 es=2/5
[2026-05-16 21:10:58] [representation][random][cand_040_d3_w216] epoch=28 train_loss=0.003688 val_loss=0.003148 best=0.003148 es=0/5
[2026-05-16 21:11:01] [representation][random][cand_040_d3_w216] epoch=29 train_loss=0.003675 val_loss=0.003101 best=0.003148 es=1/5
[2026-05-16 21:11:04] [representation][random][cand_040_d3_w216] epoch=30 train_loss=0.004599 val_loss=0.003081 best=0.003148 es=2/5
[2026-05-16 21:11:08] [representation][random][cand_040_d3_w216] epoch=31 train_loss=0.004753 val_loss=0.003457 best=0.003148 es=3/5
[2026-05-16 21:11:11] [representation][random][cand_040_d3_w216] epoch=32 train_loss=0.003800 val_loss=0.002935 best=0.002935 es=0/5
[2026-05-16 21:11:14] [representation][random][cand_040_d3_w216] epoch=33 train_loss=0.004947 val_loss=0.008246 best=0.002935 es=1/5
[2026-05-16 21:11:17] [representation][random][cand_040_d3_w216] epoch=34 train_loss=0.009566 val_loss=0.006293 best=0.002935 es=2/5
[2026-05-16 21:11:21] [representation][random][cand_040_d3_w216] epoch=35 train_loss=0.005363 val_loss=0.004410 best=0.002935 es=3/5
[2026-05-16 21:11:24] [representation][random][cand_040_d3_w216] epoch=36 train_loss=0.004012 val_loss=0.002997 best=0.002935 es=4/5
[2026-05-16 21:11:27] [representation][random][cand_040_d3_w216] epoch=37 train_loss=0.003985 val_loss=0.003469 best=0.002935 es=5/5
