[2026-05-16 12:20:54] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 12:20:54] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_076_d2_w78/training_log.txt
[2026-05-16 12:20:54] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_076_d2_w78/training_stats.csv
[2026-05-16 12:20:56] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=1 train_loss=0.007415 val_loss=0.005178 best=0.005178 es=0/5
[2026-05-16 12:20:59] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=2 train_loss=0.005092 val_loss=0.004050 best=0.004050 es=0/5
[2026-05-16 12:21:01] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=3 train_loss=0.004656 val_loss=0.003903 best=0.003903 es=0/5
[2026-05-16 12:21:04] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=4 train_loss=0.004363 val_loss=0.003750 best=0.003750 es=0/5
[2026-05-16 12:21:06] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=5 train_loss=0.004575 val_loss=0.003748 best=0.003750 es=1/5
[2026-05-16 12:21:09] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=6 train_loss=0.004577 val_loss=0.003964 best=0.003750 es=2/5
[2026-05-16 12:21:12] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=7 train_loss=0.004780 val_loss=0.003672 best=0.003750 es=3/5
[2026-05-16 12:21:14] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=8 train_loss=0.004505 val_loss=0.003630 best=0.003630 es=0/5
[2026-05-16 12:21:17] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=9 train_loss=0.004577 val_loss=0.003751 best=0.003630 es=1/5
[2026-05-16 12:21:19] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=10 train_loss=0.004308 val_loss=0.003972 best=0.003630 es=2/5
[2026-05-16 12:21:22] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=11 train_loss=0.004466 val_loss=0.003745 best=0.003630 es=3/5
[2026-05-16 12:21:24] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=12 train_loss=0.004317 val_loss=0.003525 best=0.003525 es=0/5
[2026-05-16 12:21:27] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=13 train_loss=0.004202 val_loss=0.003554 best=0.003525 es=1/5
[2026-05-16 12:21:29] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=14 train_loss=0.004136 val_loss=0.003580 best=0.003525 es=2/5
[2026-05-16 12:21:32] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=15 train_loss=0.004254 val_loss=0.003651 best=0.003525 es=3/5
[2026-05-16 12:21:35] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=16 train_loss=0.004149 val_loss=0.003472 best=0.003525 es=4/5
[2026-05-16 12:21:37] [representation][ae_width_to_depth][cand_076_d2_w78] epoch=17 train_loss=0.004045 val_loss=0.003511 best=0.003525 es=5/5
