[2026-06-15 07:37:43] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 07:37:43] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_251_d3_w84/training_log.txt
[2026-06-15 07:37:43] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_251_d3_w84/training_stats.csv
[2026-06-15 07:37:43] Epoch 1 | architecture=[84, 84, 84] train_loss=0.005463 val_loss=0.006915 best=0.006915 es=0/10
[2026-06-15 07:37:43] Epoch 1 | architecture=[84, 84, 84] train_loss=0.003290 val_loss=0.002653 best=0.002653 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.003632 val_loss=0.002818 best=0.002818 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002916 val_loss=0.005655 best=0.005655 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002427 val_loss=0.002320 best=0.002320 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002047 val_loss=0.001562 best=0.001562 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002451 val_loss=0.001144 best=0.001144 es=0/10
[2026-06-15 07:37:44] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002715 val_loss=0.002156 best=0.002156 es=0/10
[2026-06-15 07:37:45] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001454 val_loss=0.002406 best=0.002406 es=0/10
[2026-06-15 07:37:45] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001443 val_loss=0.001000 best=0.001000 es=0/10
[2026-06-15 07:37:45] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001363 val_loss=0.000945 best=0.000945 es=0/10
[2026-06-15 07:37:45] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002329 val_loss=0.000726 best=0.000726 es=0/10
[2026-06-15 07:37:46] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001221 val_loss=0.001390 best=0.001390 es=0/10
[2026-06-15 07:37:46] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000636 val_loss=0.001779 best=0.001779 es=0/10
[2026-06-15 07:37:46] Epoch 1 | architecture=[84, 84, 84] train_loss=0.002198 val_loss=0.000803 best=0.000803 es=0/10
[2026-06-15 07:37:46] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001152 val_loss=0.000542 best=0.000542 es=0/10
[2026-06-15 07:37:46] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001817 val_loss=0.000580 best=0.000580 es=0/10
[2026-06-15 07:37:47] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000653 val_loss=0.000624 best=0.000624 es=0/10
[2026-06-15 07:37:47] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000641 val_loss=0.000526 best=0.000526 es=0/10
[2026-06-15 07:37:47] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000796 val_loss=0.000527 best=0.000527 es=0/10
[2026-06-15 07:37:47] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000559 val_loss=0.000514 best=0.000514 es=0/10
[2026-06-15 07:37:47] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000573 val_loss=0.000568 best=0.000568 es=0/10
[2026-06-15 07:37:48] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001123 val_loss=0.000445 best=0.000445 es=0/10
[2026-06-15 07:37:48] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000886 val_loss=0.000597 best=0.000597 es=0/10
[2026-06-15 07:37:48] Epoch 1 | architecture=[84, 84, 84] train_loss=0.000663 val_loss=0.000622 best=0.000622 es=0/10
[2026-06-15 07:37:48] Epoch 1 | architecture=[84, 84, 84] train_loss=0.001151 val_loss=0.000447 best=0.000447 es=0/10
