[2026-05-20 09:23:01] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:23:01] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_049_d1_w50/training_log.txt
[2026-05-20 09:23:01] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_049_d1_w50/training_stats.csv
[2026-05-20 09:23:01] [CANDIDATE] task=autoencoding phase=ae_alt_width index=49 search_phase=width architecture=[50]
[2026-05-20 09:23:03] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=1 architecture=[50] train_loss=0.011083 val_loss=0.009761 best=0.009257 es=0/5
[2026-05-20 09:23:05] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=2 architecture=[50] train_loss=0.009966 val_loss=0.009353 best=0.009257 es=0/5
[2026-05-20 09:23:07] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=3 architecture=[50] train_loss=0.009807 val_loss=0.009219 best=0.009219 es=0/5
[2026-05-20 09:23:09] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=4 architecture=[50] train_loss=0.009819 val_loss=0.009264 best=0.009219 es=1/5
[2026-05-20 09:23:11] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=5 architecture=[50] train_loss=0.009620 val_loss=0.009212 best=0.009219 es=2/5
[2026-05-20 09:23:14] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=6 architecture=[50] train_loss=0.009629 val_loss=0.009142 best=0.009219 es=3/5
[2026-05-20 09:23:16] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=7 architecture=[50] train_loss=0.009830 val_loss=0.009095 best=0.009095 es=0/5
[2026-05-20 09:23:19] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=8 architecture=[50] train_loss=0.009653 val_loss=0.009001 best=0.009095 es=1/5
[2026-05-20 09:23:22] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=9 architecture=[50] train_loss=0.009419 val_loss=0.008887 best=0.008887 es=0/5
[2026-05-20 09:23:25] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=10 architecture=[50] train_loss=0.009378 val_loss=0.008802 best=0.008887 es=1/5
[2026-05-20 09:23:28] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=11 architecture=[50] train_loss=0.009350 val_loss=0.008644 best=0.008644 es=0/5
[2026-05-20 09:23:30] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=12 architecture=[50] train_loss=0.009099 val_loss=0.008321 best=0.008321 es=0/5
[2026-05-20 09:23:33] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=13 architecture=[50] train_loss=0.008704 val_loss=0.008124 best=0.008124 es=0/5
[2026-05-20 09:23:36] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=14 architecture=[50] train_loss=0.008565 val_loss=0.007880 best=0.007880 es=0/5
[2026-05-20 09:23:39] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=15 architecture=[50] train_loss=0.008242 val_loss=0.007519 best=0.007519 es=0/5
[2026-05-20 09:23:41] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=16 architecture=[50] train_loss=0.007799 val_loss=0.007195 best=0.007195 es=0/5
[2026-05-20 09:23:44] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=17 architecture=[50] train_loss=0.007664 val_loss=0.007108 best=0.007195 es=1/5
[2026-05-20 09:23:46] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=18 architecture=[50] train_loss=0.007755 val_loss=0.006851 best=0.006851 es=0/5
[2026-05-20 09:23:49] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=19 architecture=[50] train_loss=0.007399 val_loss=0.006712 best=0.006712 es=0/5
[2026-05-20 09:23:51] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=20 architecture=[50] train_loss=0.007119 val_loss=0.006571 best=0.006571 es=0/5
[2026-05-20 09:23:54] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=21 architecture=[50] train_loss=0.007123 val_loss=0.006464 best=0.006464 es=0/5
[2026-05-20 09:23:56] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=22 architecture=[50] train_loss=0.007026 val_loss=0.006441 best=0.006464 es=1/5
[2026-05-20 09:23:59] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=23 architecture=[50] train_loss=0.006909 val_loss=0.006312 best=0.006312 es=0/5
[2026-05-20 09:24:02] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=24 architecture=[50] train_loss=0.007528 val_loss=0.006644 best=0.006312 es=1/5
[2026-05-20 09:24:04] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=25 architecture=[50] train_loss=0.007748 val_loss=0.007252 best=0.006312 es=2/5
[2026-05-20 09:24:06] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=26 architecture=[50] train_loss=0.007677 val_loss=0.006381 best=0.006312 es=3/5
[2026-05-20 09:24:09] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=27 architecture=[50] train_loss=0.006924 val_loss=0.006251 best=0.006312 es=4/5
[2026-05-20 09:24:11] [autoencoding][ae_alt_width][cand_049_d1_w50] epoch=28 architecture=[50] train_loss=0.007356 val_loss=0.006480 best=0.006312 es=5/5
