[2026-05-20 11:54:03] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:54:03] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_018_d1_w19/training_log.txt
[2026-05-20 11:54:03] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_018_d1_w19/training_stats.csv
[2026-05-20 11:54:03] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=18 search_phase=width architecture=[19]
[2026-05-20 11:54:05] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=1 architecture=[19] train_loss=0.515733 val_loss=0.517811 best=0.517207 es=0/5
[2026-05-20 11:54:08] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=2 architecture=[19] train_loss=0.509519 val_loss=0.514137 best=0.514137 es=0/5
[2026-05-20 11:54:10] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=3 architecture=[19] train_loss=0.506268 val_loss=0.511414 best=0.511414 es=0/5
[2026-05-20 11:54:12] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=4 architecture=[19] train_loss=0.503953 val_loss=0.509336 best=0.509336 es=0/5
[2026-05-20 11:54:15] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=5 architecture=[19] train_loss=0.502072 val_loss=0.507534 best=0.507534 es=0/5
[2026-05-20 11:54:17] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=6 architecture=[19] train_loss=0.500374 val_loss=0.505972 best=0.505972 es=0/5
[2026-05-20 11:54:19] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=7 architecture=[19] train_loss=0.498869 val_loss=0.504517 best=0.504517 es=0/5
[2026-05-20 11:54:22] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=8 architecture=[19] train_loss=0.497527 val_loss=0.503296 best=0.503296 es=0/5
[2026-05-20 11:54:24] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=9 architecture=[19] train_loss=0.496403 val_loss=0.502254 best=0.502254 es=0/5
[2026-05-20 11:54:26] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=10 architecture=[19] train_loss=0.495448 val_loss=0.501357 best=0.501357 es=0/5
[2026-05-20 11:54:29] [autoencoding][ae_width_to_depth][cand_018_d1_w19] epoch=11 architecture=[19] train_loss=0.494626 val_loss=0.500666 best=0.500666 es=0/5
