task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.22246411772294905,17,17,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d1/representation/ae_width_only/cand_361_d1_w368/checkpoint_best.pt,cand_361_d1_w368
representation,stl_from_ae_width_only,stl_refit,0.26969640372201653,301,311,0.27144144511545376,0.895371852463813,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d1/representation/stl_from_ae_width_only/cand_000_d1_w368/checkpoint_best.pt,cand_000_d1_w368
