[2026-05-20 09:28:00] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:28:00] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_057_d1_w58/training_log.txt
[2026-05-20 09:28:00] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_057_d1_w58/training_stats.csv
[2026-05-20 09:28:00] [CANDIDATE] task=autoencoding phase=ae_alt_width index=57 search_phase=width architecture=[58]
[2026-05-20 09:28:03] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=1 architecture=[58] train_loss=0.005385 val_loss=0.003851 best=0.003186 es=0/5
[2026-05-20 09:28:05] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=2 architecture=[58] train_loss=0.004281 val_loss=0.003487 best=0.003186 es=0/5
[2026-05-20 09:28:07] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=3 architecture=[58] train_loss=0.003891 val_loss=0.003360 best=0.003186 es=0/5
[2026-05-20 09:28:10] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=4 architecture=[58] train_loss=0.003819 val_loss=0.003247 best=0.003186 es=0/5
[2026-05-20 09:28:12] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=5 architecture=[58] train_loss=0.003614 val_loss=0.003145 best=0.003145 es=0/5
[2026-05-20 09:28:14] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=6 architecture=[58] train_loss=0.003751 val_loss=0.003233 best=0.003145 es=1/5
[2026-05-20 09:28:17] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=7 architecture=[58] train_loss=0.003682 val_loss=0.003270 best=0.003145 es=2/5
[2026-05-20 09:28:19] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=8 architecture=[58] train_loss=0.003909 val_loss=0.003229 best=0.003145 es=3/5
[2026-05-20 09:28:21] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=9 architecture=[58] train_loss=0.003606 val_loss=0.003221 best=0.003145 es=4/5
[2026-05-20 09:28:24] [autoencoding][ae_alt_width][cand_057_d1_w58] epoch=10 architecture=[58] train_loss=0.003582 val_loss=0.003159 best=0.003145 es=5/5
