[2026-05-16 19:26:14] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 19:26:59] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=19 train_loss=0.121190 val_loss=0.102572 best=0.102572 es=0/5
[2026-05-16 19:27:01] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=20 train_loss=0.120200 val_loss=0.101998 best=0.101998 es=0/5
[2026-05-16 19:27:04] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=21 train_loss=0.120162 val_loss=0.101349 best=0.101349 es=0/5
[2026-05-16 19:27:06] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=22 train_loss=0.119321 val_loss=0.101043 best=0.101043 es=0/5
[2026-05-16 19:27:09] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=23 train_loss=0.119140 val_loss=0.100656 best=0.100656 es=0/5
[2026-05-16 19:27:11] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=24 train_loss=0.118799 val_loss=0.100322 best=0.100322 es=0/5
[2026-05-16 19:27:13] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=25 train_loss=0.118553 val_loss=0.100192 best=0.100192 es=0/5
[2026-05-16 19:27:16] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=26 train_loss=0.118418 val_loss=0.099983 best=0.099983 es=0/5
[2026-05-16 19:27:18] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=27 train_loss=0.118290 val_loss=0.099642 best=0.099642 es=0/5
[2026-05-16 19:27:20] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=28 train_loss=0.118237 val_loss=0.099796 best=0.099642 es=1/5
[2026-05-16 19:27:23] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=29 train_loss=0.118010 val_loss=0.099335 best=0.099335 es=0/5
[2026-05-16 19:27:25] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=30 train_loss=0.117830 val_loss=0.099082 best=0.099082 es=0/5
[2026-05-16 19:27:28] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=31 train_loss=0.117479 val_loss=0.098983 best=0.099082 es=1/5
[2026-05-16 19:27:30] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=32 train_loss=0.117228 val_loss=0.098831 best=0.098831 es=0/5
[2026-05-16 19:27:32] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=33 train_loss=0.117452 val_loss=0.098939 best=0.098831 es=1/5
[2026-05-16 19:27:35] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=34 train_loss=0.117334 val_loss=0.098821 best=0.098831 es=2/5
[2026-05-16 19:27:37] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=35 train_loss=0.117221 val_loss=0.098661 best=0.098661 es=0/5
[2026-05-16 19:27:39] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=36 train_loss=0.117473 val_loss=0.098651 best=0.098661 es=1/5
[2026-05-16 19:27:42] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=37 train_loss=0.117182 val_loss=0.098898 best=0.098661 es=2/5
[2026-05-16 19:27:44] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=38 train_loss=0.117452 val_loss=0.098550 best=0.098550 es=0/5
[2026-05-16 19:27:47] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=39 train_loss=0.117029 val_loss=0.098467 best=0.098550 es=1/5
[2026-05-16 19:27:49] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=40 train_loss=0.116806 val_loss=0.098454 best=0.098550 es=2/5
[2026-05-16 19:27:52] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=41 train_loss=0.116855 val_loss=0.098353 best=0.098353 es=0/5
[2026-05-16 19:27:54] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=42 train_loss=0.116844 val_loss=0.098148 best=0.098148 es=0/5
[2026-05-16 19:27:56] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=43 train_loss=0.116783 val_loss=0.098374 best=0.098148 es=1/5
[2026-05-16 19:27:59] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=44 train_loss=0.116586 val_loss=0.098422 best=0.098148 es=2/5
[2026-05-16 19:28:01] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=45 train_loss=0.116786 val_loss=0.098211 best=0.098148 es=3/5
[2026-05-16 19:28:04] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=46 train_loss=0.116769 val_loss=0.098111 best=0.098148 es=4/5
[2026-05-16 19:28:06] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=47 train_loss=0.116439 val_loss=0.097976 best=0.097976 es=0/5
[2026-05-16 19:28:08] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=48 train_loss=0.116216 val_loss=0.098027 best=0.097976 es=1/5
[2026-05-16 19:28:11] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=49 train_loss=0.116424 val_loss=0.098117 best=0.097976 es=2/5
[2026-05-16 19:28:13] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=50 train_loss=0.116588 val_loss=0.098150 best=0.097976 es=3/5
[2026-05-16 19:28:15] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=51 train_loss=0.116448 val_loss=0.098008 best=0.097976 es=4/5
[2026-05-16 19:28:18] [autoencoding][ae_width_to_depth][cand_037_d2_w39] epoch=52 train_loss=0.116484 val_loss=0.098192 best=0.097976 es=5/5
