[2026-05-16 11:16:02] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:16:02] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_022_d2_w24/training_log.txt
[2026-05-16 11:16:02] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_022_d2_w24/training_stats.csv
[2026-05-16 11:16:04] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=1 train_loss=0.428730 val_loss=0.422615 best=0.422615 es=0/5
[2026-05-16 11:16:07] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=2 train_loss=0.420565 val_loss=0.419928 best=0.419928 es=0/5
[2026-05-16 11:16:09] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=3 train_loss=0.418684 val_loss=0.418505 best=0.418505 es=0/5
[2026-05-16 11:16:12] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=4 train_loss=0.417439 val_loss=0.417561 best=0.417561 es=0/5
[2026-05-16 11:16:14] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=5 train_loss=0.416518 val_loss=0.416500 best=0.416500 es=0/5
[2026-05-16 11:16:17] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=6 train_loss=0.415751 val_loss=0.415636 best=0.415636 es=0/5
[2026-05-16 11:16:20] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=7 train_loss=0.414723 val_loss=0.414350 best=0.414350 es=0/5
[2026-05-16 11:16:22] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=8 train_loss=0.413461 val_loss=0.413150 best=0.413150 es=0/5
[2026-05-16 11:16:25] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=9 train_loss=0.412248 val_loss=0.412119 best=0.412119 es=0/5
[2026-05-16 11:16:27] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=10 train_loss=0.410874 val_loss=0.410532 best=0.410532 es=0/5
[2026-05-16 11:16:30] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=11 train_loss=0.409522 val_loss=0.409380 best=0.409380 es=0/5
[2026-05-16 11:16:32] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=12 train_loss=0.408420 val_loss=0.408230 best=0.408230 es=0/5
[2026-05-16 11:16:35] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=13 train_loss=0.407279 val_loss=0.406623 best=0.406623 es=0/5
[2026-05-16 11:16:37] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=14 train_loss=0.405902 val_loss=0.405540 best=0.405540 es=0/5
[2026-05-16 11:16:39] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=15 train_loss=0.404753 val_loss=0.404570 best=0.404570 es=0/5
[2026-05-16 11:16:42] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=16 train_loss=0.403909 val_loss=0.403701 best=0.403701 es=0/5
[2026-05-16 11:16:45] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=17 train_loss=0.403189 val_loss=0.402993 best=0.402993 es=0/5
[2026-05-16 11:16:47] [representation][ae_width_to_depth][cand_022_d2_w24] epoch=18 train_loss=0.402447 val_loss=0.402513 best=0.402513 es=0/5
