[2026-05-16 19:31:57] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 19:31:57] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_040_d2_w42/training_log.txt
[2026-05-16 19:31:57] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_040_d2_w42/training_stats.csv
[2026-05-16 19:32:00] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=1 train_loss=0.099097 val_loss=0.074454 best=0.074454 es=0/5
[2026-05-16 19:32:03] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=2 train_loss=0.091856 val_loss=0.072301 best=0.072301 es=0/5
[2026-05-16 19:32:06] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=3 train_loss=0.090670 val_loss=0.071610 best=0.071610 es=0/5
[2026-05-16 19:32:09] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=4 train_loss=0.090031 val_loss=0.071165 best=0.071165 es=0/5
[2026-05-16 19:32:12] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=5 train_loss=0.089636 val_loss=0.070836 best=0.070836 es=0/5
[2026-05-16 19:32:15] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=6 train_loss=0.089156 val_loss=0.070203 best=0.070203 es=0/5
[2026-05-16 19:32:18] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=7 train_loss=0.088707 val_loss=0.069684 best=0.069684 es=0/5
[2026-05-16 19:32:21] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=8 train_loss=0.087956 val_loss=0.068958 best=0.068958 es=0/5
[2026-05-16 19:32:24] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=9 train_loss=0.087196 val_loss=0.068207 best=0.068207 es=0/5
[2026-05-16 19:32:27] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=10 train_loss=0.086246 val_loss=0.066903 best=0.066903 es=0/5
[2026-05-16 19:32:30] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=11 train_loss=0.084878 val_loss=0.065917 best=0.065917 es=0/5
[2026-05-16 19:32:33] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=12 train_loss=0.084008 val_loss=0.065074 best=0.065074 es=0/5
[2026-05-16 19:32:36] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=13 train_loss=0.082975 val_loss=0.064091 best=0.064091 es=0/5
[2026-05-16 19:32:39] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=14 train_loss=0.081576 val_loss=0.062919 best=0.062919 es=0/5
[2026-05-16 19:32:42] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=15 train_loss=0.080346 val_loss=0.061652 best=0.061652 es=0/5
[2026-05-16 19:32:45] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=16 train_loss=0.079513 val_loss=0.060839 best=0.060839 es=0/5
[2026-05-16 19:32:48] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=17 train_loss=0.078908 val_loss=0.060160 best=0.060160 es=0/5
[2026-05-16 19:32:51] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=18 train_loss=0.078249 val_loss=0.059330 best=0.059330 es=0/5
[2026-05-16 19:32:54] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=19 train_loss=0.077604 val_loss=0.058540 best=0.058540 es=0/5
[2026-05-16 19:32:57] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=20 train_loss=0.076955 val_loss=0.058338 best=0.058338 es=0/5
[2026-05-16 19:33:00] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=21 train_loss=0.076951 val_loss=0.057991 best=0.057991 es=0/5
[2026-05-16 19:33:03] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=22 train_loss=0.076797 val_loss=0.057740 best=0.057740 es=0/5
[2026-05-16 19:33:07] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=23 train_loss=0.076457 val_loss=0.057450 best=0.057450 es=0/5
[2026-05-16 19:33:10] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=24 train_loss=0.076094 val_loss=0.057232 best=0.057232 es=0/5
[2026-05-16 19:33:13] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=25 train_loss=0.076018 val_loss=0.057119 best=0.057119 es=0/5
[2026-05-16 19:33:16] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=26 train_loss=0.076070 val_loss=0.057081 best=0.057119 es=1/5
[2026-05-16 19:33:19] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=27 train_loss=0.075827 val_loss=0.056960 best=0.056960 es=0/5
[2026-05-16 19:33:22] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=28 train_loss=0.075835 val_loss=0.056947 best=0.056960 es=1/5
[2026-05-16 19:33:25] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=29 train_loss=0.075744 val_loss=0.056863 best=0.056960 es=2/5
[2026-05-16 19:33:28] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=30 train_loss=0.075575 val_loss=0.056702 best=0.056702 es=0/5
[2026-05-16 19:33:31] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=31 train_loss=0.075411 val_loss=0.056686 best=0.056702 es=1/5
[2026-05-16 19:33:34] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=32 train_loss=0.075478 val_loss=0.056586 best=0.056586 es=0/5
[2026-05-16 19:33:37] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=33 train_loss=0.075470 val_loss=0.056381 best=0.056381 es=0/5
[2026-05-16 19:33:40] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=34 train_loss=0.075339 val_loss=0.056341 best=0.056381 es=1/5
[2026-05-16 19:33:43] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=35 train_loss=0.075416 val_loss=0.056390 best=0.056381 es=2/5
[2026-05-16 19:33:46] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=36 train_loss=0.075478 val_loss=0.056157 best=0.056157 es=0/5
[2026-05-16 19:33:49] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=37 train_loss=0.075096 val_loss=0.056337 best=0.056157 es=1/5
[2026-05-16 19:33:53] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=38 train_loss=0.075270 val_loss=0.056335 best=0.056157 es=2/5
[2026-05-16 19:33:56] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=39 train_loss=0.075350 val_loss=0.056397 best=0.056157 es=3/5
[2026-05-16 19:33:59] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=40 train_loss=0.075286 val_loss=0.056257 best=0.056157 es=4/5
[2026-05-16 19:34:02] [autoencoding][ae_width_to_depth][cand_040_d2_w42] epoch=41 train_loss=0.075155 val_loss=0.056209 best=0.056157 es=5/5
