[2026-05-20 09:28:49] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:28:49] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_059_d1_w60/training_log.txt
[2026-05-20 09:28:49] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_059_d1_w60/training_stats.csv
[2026-05-20 09:28:49] [CANDIDATE] task=autoencoding phase=ae_alt_width index=59 search_phase=width architecture=[60]
[2026-05-20 09:28:52] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=1 architecture=[60] train_loss=0.005001 val_loss=0.003566 best=0.003186 es=0/5
[2026-05-20 09:28:54] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=2 architecture=[60] train_loss=0.003982 val_loss=0.003241 best=0.003186 es=0/5
[2026-05-20 09:28:56] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=3 architecture=[60] train_loss=0.003664 val_loss=0.003129 best=0.003129 es=0/5
[2026-05-20 09:28:58] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=4 architecture=[60] train_loss=0.003542 val_loss=0.003127 best=0.003129 es=1/5
[2026-05-20 09:29:01] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=5 architecture=[60] train_loss=0.003462 val_loss=0.003113 best=0.003129 es=2/5
[2026-05-20 09:29:03] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=6 architecture=[60] train_loss=0.003534 val_loss=0.003045 best=0.003129 es=3/5
[2026-05-20 09:29:05] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=7 architecture=[60] train_loss=0.003530 val_loss=0.002952 best=0.002952 es=0/5
[2026-05-20 09:29:07] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=8 architecture=[60] train_loss=0.003469 val_loss=0.002987 best=0.002952 es=1/5
[2026-05-20 09:29:10] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=9 architecture=[60] train_loss=0.003426 val_loss=0.002981 best=0.002952 es=2/5
[2026-05-20 09:29:12] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=10 architecture=[60] train_loss=0.003371 val_loss=0.002894 best=0.002952 es=3/5
[2026-05-20 09:29:14] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=11 architecture=[60] train_loss=0.003397 val_loss=0.002946 best=0.002952 es=4/5
[2026-05-20 09:29:17] [autoencoding][ae_alt_width][cand_059_d1_w60] epoch=12 architecture=[60] train_loss=0.003363 val_loss=0.002954 best=0.002952 es=5/5
