[2026-05-18 01:15:37] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:15:37] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_031_d1_w32/training_log.txt
[2026-05-18 01:15:37] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_031_d1_w32/training_stats.csv
[2026-05-18 01:15:37] [CANDIDATE] task=representation phase=ae_alt_width index=31 search_phase=width architecture=[32]
[2026-05-18 01:15:41] [representation][ae_alt_width][cand_031_d1_w32] epoch=1 architecture=[32] train_loss=0.456356 val_loss=0.455515 best=0.454584 es=0/5
[2026-05-18 01:15:43] [representation][ae_alt_width][cand_031_d1_w32] epoch=2 architecture=[32] train_loss=0.453968 val_loss=0.455609 best=0.454584 es=1/5
[2026-05-18 01:15:45] [representation][ae_alt_width][cand_031_d1_w32] epoch=3 architecture=[32] train_loss=0.453222 val_loss=0.455045 best=0.454584 es=0/5
[2026-05-18 01:15:48] [representation][ae_alt_width][cand_031_d1_w32] epoch=4 architecture=[32] train_loss=0.453587 val_loss=0.454902 best=0.454584 es=0/5
[2026-05-18 01:15:52] [representation][ae_alt_width][cand_031_d1_w32] epoch=5 architecture=[32] train_loss=0.453872 val_loss=0.454460 best=0.454460 es=0/5
[2026-05-18 01:15:54] [representation][ae_alt_width][cand_031_d1_w32] epoch=6 architecture=[32] train_loss=0.453171 val_loss=0.454805 best=0.454460 es=1/5
[2026-05-18 01:15:56] [representation][ae_alt_width][cand_031_d1_w32] epoch=7 architecture=[32] train_loss=0.452787 val_loss=0.454556 best=0.454460 es=2/5
[2026-05-18 01:15:59] [representation][ae_alt_width][cand_031_d1_w32] epoch=8 architecture=[32] train_loss=0.452757 val_loss=0.454322 best=0.454322 es=0/5
[2026-05-18 01:16:01] [representation][ae_alt_width][cand_031_d1_w32] epoch=9 architecture=[32] train_loss=0.452590 val_loss=0.453961 best=0.453961 es=0/5
[2026-05-18 01:16:05] [representation][ae_alt_width][cand_031_d1_w32] epoch=10 architecture=[32] train_loss=0.452611 val_loss=0.454221 best=0.453961 es=1/5
[2026-05-18 01:16:07] [representation][ae_alt_width][cand_031_d1_w32] epoch=11 architecture=[32] train_loss=0.452416 val_loss=0.453968 best=0.453961 es=2/5
[2026-05-18 01:16:10] [representation][ae_alt_width][cand_031_d1_w32] epoch=12 architecture=[32] train_loss=0.451998 val_loss=0.453536 best=0.453536 es=0/5
[2026-05-18 01:16:12] [representation][ae_alt_width][cand_031_d1_w32] epoch=13 architecture=[32] train_loss=0.452245 val_loss=0.454176 best=0.453536 es=1/5
[2026-05-18 01:16:14] [representation][ae_alt_width][cand_031_d1_w32] epoch=14 architecture=[32] train_loss=0.452249 val_loss=0.453179 best=0.453179 es=0/5
[2026-05-18 01:16:18] [representation][ae_alt_width][cand_031_d1_w32] epoch=15 architecture=[32] train_loss=0.451383 val_loss=0.453654 best=0.453179 es=1/5
[2026-05-18 01:16:21] [representation][ae_alt_width][cand_031_d1_w32] epoch=16 architecture=[32] train_loss=0.451641 val_loss=0.453470 best=0.453179 es=2/5
[2026-05-18 01:16:23] [representation][ae_alt_width][cand_031_d1_w32] epoch=17 architecture=[32] train_loss=0.452251 val_loss=0.454211 best=0.453179 es=3/5
[2026-05-18 01:16:25] [representation][ae_alt_width][cand_031_d1_w32] epoch=18 architecture=[32] train_loss=0.451978 val_loss=0.453424 best=0.453179 es=4/5
[2026-05-18 01:16:28] [representation][ae_alt_width][cand_031_d1_w32] epoch=19 architecture=[32] train_loss=0.451621 val_loss=0.453111 best=0.453179 es=5/5
