[2026-05-16 10:59:47] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 10:59:47] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_013_d2_w15/training_log.txt
[2026-05-16 10:59:47] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_013_d2_w15/training_stats.csv
[2026-05-16 10:59:50] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=1 train_loss=0.618922 val_loss=0.609645 best=0.609645 es=0/5
[2026-05-16 10:59:52] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=2 train_loss=0.599627 val_loss=0.602835 best=0.602835 es=0/5
[2026-05-16 10:59:55] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=3 train_loss=0.594463 val_loss=0.599117 best=0.599117 es=0/5
[2026-05-16 10:59:57] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=4 train_loss=0.591600 val_loss=0.596544 best=0.596544 es=0/5
[2026-05-16 11:00:00] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=5 train_loss=0.589517 val_loss=0.594642 best=0.594642 es=0/5
[2026-05-16 11:00:03] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=6 train_loss=0.587736 val_loss=0.592946 best=0.592946 es=0/5
[2026-05-16 11:00:05] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=7 train_loss=0.585890 val_loss=0.591213 best=0.591213 es=0/5
[2026-05-16 11:00:08] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=8 train_loss=0.584232 val_loss=0.589685 best=0.589685 es=0/5
[2026-05-16 11:00:10] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=9 train_loss=0.582689 val_loss=0.588337 best=0.588337 es=0/5
[2026-05-16 11:00:13] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=10 train_loss=0.581361 val_loss=0.587219 best=0.587219 es=0/5
[2026-05-16 11:00:15] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=11 train_loss=0.580263 val_loss=0.586035 best=0.586035 es=0/5
[2026-05-16 11:00:18] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=12 train_loss=0.579265 val_loss=0.585164 best=0.585164 es=0/5
[2026-05-16 11:00:20] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=13 train_loss=0.578394 val_loss=0.584317 best=0.584317 es=0/5
[2026-05-16 11:00:23] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=14 train_loss=0.577718 val_loss=0.583687 best=0.583687 es=0/5
[2026-05-16 11:00:25] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=15 train_loss=0.577211 val_loss=0.583187 best=0.583187 es=0/5
[2026-05-16 11:00:28] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=16 train_loss=0.576707 val_loss=0.582818 best=0.582818 es=0/5
[2026-05-16 11:00:30] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=17 train_loss=0.576437 val_loss=0.582518 best=0.582518 es=0/5
[2026-05-16 11:00:33] [representation][ae_width_to_depth][cand_013_d2_w15] epoch=18 train_loss=0.576023 val_loss=0.582146 best=0.582146 es=0/5
