[2026-05-18 02:36:10] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:36:10] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_133_d1_w134/training_log.txt
[2026-05-18 02:36:10] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_133_d1_w134/training_stats.csv
[2026-05-18 02:36:10] [CANDIDATE] task=representation phase=ae_alt_width index=133 search_phase=width architecture=[134]
[2026-05-18 02:36:16] [representation][ae_alt_width][cand_133_d1_w134] epoch=1 architecture=[134] train_loss=0.342956 val_loss=0.335929 best=0.330247 es=0/5
[2026-05-18 02:36:18] [representation][ae_alt_width][cand_133_d1_w134] epoch=2 architecture=[134] train_loss=0.328700 val_loss=0.332388 best=0.330247 es=0/5
[2026-05-18 02:36:20] [representation][ae_alt_width][cand_133_d1_w134] epoch=3 architecture=[134] train_loss=0.327514 val_loss=0.331182 best=0.330247 es=0/5
[2026-05-18 02:36:23] [representation][ae_alt_width][cand_133_d1_w134] epoch=4 architecture=[134] train_loss=0.325828 val_loss=0.330957 best=0.330247 es=0/5
[2026-05-18 02:36:29] [representation][ae_alt_width][cand_133_d1_w134] epoch=5 architecture=[134] train_loss=0.326525 val_loss=0.331555 best=0.330247 es=1/5
[2026-05-18 02:36:31] [representation][ae_alt_width][cand_133_d1_w134] epoch=6 architecture=[134] train_loss=0.325401 val_loss=0.329706 best=0.329706 es=0/5
[2026-05-18 02:36:33] [representation][ae_alt_width][cand_133_d1_w134] epoch=7 architecture=[134] train_loss=0.326604 val_loss=0.330673 best=0.329706 es=1/5
[2026-05-18 02:36:36] [representation][ae_alt_width][cand_133_d1_w134] epoch=8 architecture=[134] train_loss=0.326162 val_loss=0.331588 best=0.329706 es=2/5
[2026-05-18 02:36:38] [representation][ae_alt_width][cand_133_d1_w134] epoch=9 architecture=[134] train_loss=0.327160 val_loss=0.332430 best=0.329706 es=3/5
[2026-05-18 02:36:44] [representation][ae_alt_width][cand_133_d1_w134] epoch=10 architecture=[134] train_loss=0.325642 val_loss=0.330994 best=0.329706 es=4/5
[2026-05-18 02:36:46] [representation][ae_alt_width][cand_133_d1_w134] epoch=11 architecture=[134] train_loss=0.325907 val_loss=0.331805 best=0.329706 es=5/5
