task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.08621157226454311,4,4,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d6/representation/ae_width_only/cand_597_d6_w101/checkpoint_best.pt,cand_597_d6_w101
representation,stl_from_ae_width_only,stl_refit,0.1850473254416884,63,73,0.18570754529497274,0.9285382351422523,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d6/representation/stl_from_ae_width_only/cand_000_d6_w101/checkpoint_best.pt,cand_000_d6_w101
