[2026-05-20 08:38:56] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:38:56] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_013_d1_w14/training_log.txt
[2026-05-20 08:38:56] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_013_d1_w14/training_stats.csv
[2026-05-20 08:38:56] [CANDIDATE] task=autoencoding phase=ae_alt_width index=13 search_phase=width architecture=[14]
[2026-05-20 08:38:58] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=1 architecture=[14] train_loss=0.614103 val_loss=0.616961 best=0.614551 es=0/5
[2026-05-20 08:39:00] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=2 architecture=[14] train_loss=0.608781 val_loss=0.613878 best=0.613878 es=0/5
[2026-05-20 08:39:02] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=3 architecture=[14] train_loss=0.605507 val_loss=0.611172 best=0.611172 es=0/5
[2026-05-20 08:39:04] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=4 architecture=[14] train_loss=0.603082 val_loss=0.608991 best=0.608991 es=0/5
[2026-05-20 08:39:06] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=5 architecture=[14] train_loss=0.601099 val_loss=0.607167 best=0.607167 es=0/5
[2026-05-20 08:39:09] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=6 architecture=[14] train_loss=0.599315 val_loss=0.605514 best=0.605514 es=0/5
[2026-05-20 08:39:11] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=7 architecture=[14] train_loss=0.597709 val_loss=0.603958 best=0.603958 es=0/5
[2026-05-20 08:39:13] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=8 architecture=[14] train_loss=0.596192 val_loss=0.602545 best=0.602545 es=0/5
[2026-05-20 08:39:15] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=9 architecture=[14] train_loss=0.594822 val_loss=0.601191 best=0.601191 es=0/5
[2026-05-20 08:39:17] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=10 architecture=[14] train_loss=0.593559 val_loss=0.600049 best=0.600049 es=0/5
[2026-05-20 08:39:19] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=11 architecture=[14] train_loss=0.592476 val_loss=0.599058 best=0.599058 es=0/5
[2026-05-20 08:39:21] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=12 architecture=[14] train_loss=0.591543 val_loss=0.598254 best=0.598254 es=0/5
[2026-05-20 08:39:23] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=13 architecture=[14] train_loss=0.590758 val_loss=0.597550 best=0.597550 es=0/5
[2026-05-20 08:39:25] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=14 architecture=[14] train_loss=0.590163 val_loss=0.597051 best=0.597051 es=0/5
[2026-05-20 08:39:28] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=15 architecture=[14] train_loss=0.589682 val_loss=0.596619 best=0.596619 es=0/5
[2026-05-20 08:39:30] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=16 architecture=[14] train_loss=0.589277 val_loss=0.596289 best=0.596289 es=0/5
[2026-05-20 08:39:32] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=17 architecture=[14] train_loss=0.588978 val_loss=0.596020 best=0.596020 es=0/5
[2026-05-20 08:39:34] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=18 architecture=[14] train_loss=0.588728 val_loss=0.595819 best=0.595819 es=0/5
[2026-05-20 08:39:36] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=19 architecture=[14] train_loss=0.588546 val_loss=0.595685 best=0.595685 es=0/5
[2026-05-20 08:39:38] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=20 architecture=[14] train_loss=0.588390 val_loss=0.595543 best=0.595543 es=0/5
[2026-05-20 08:39:41] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=21 architecture=[14] train_loss=0.588275 val_loss=0.595450 best=0.595543 es=1/5
[2026-05-20 08:39:43] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=22 architecture=[14] train_loss=0.588165 val_loss=0.595367 best=0.595367 es=0/5
[2026-05-20 08:39:45] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=23 architecture=[14] train_loss=0.588078 val_loss=0.595269 best=0.595367 es=1/5
[2026-05-20 08:39:47] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=24 architecture=[14] train_loss=0.588011 val_loss=0.595196 best=0.595196 es=0/5
[2026-05-20 08:39:49] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=25 architecture=[14] train_loss=0.587954 val_loss=0.595165 best=0.595196 es=1/5
[2026-05-20 08:39:51] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=26 architecture=[14] train_loss=0.587892 val_loss=0.595084 best=0.595084 es=0/5
[2026-05-20 08:39:53] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=27 architecture=[14] train_loss=0.587845 val_loss=0.595041 best=0.595084 es=1/5
[2026-05-20 08:39:55] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=28 architecture=[14] train_loss=0.587782 val_loss=0.594983 best=0.594983 es=0/5
[2026-05-20 08:39:57] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=29 architecture=[14] train_loss=0.587735 val_loss=0.594926 best=0.594983 es=1/5
[2026-05-20 08:39:59] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=30 architecture=[14] train_loss=0.587694 val_loss=0.594915 best=0.594983 es=2/5
[2026-05-20 08:40:02] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=31 architecture=[14] train_loss=0.587676 val_loss=0.594853 best=0.594853 es=0/5
[2026-05-20 08:40:04] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=32 architecture=[14] train_loss=0.587646 val_loss=0.594807 best=0.594853 es=1/5
[2026-05-20 08:40:06] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=33 architecture=[14] train_loss=0.587592 val_loss=0.594799 best=0.594853 es=2/5
[2026-05-20 08:40:08] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=34 architecture=[14] train_loss=0.587566 val_loss=0.594764 best=0.594853 es=3/5
[2026-05-20 08:40:10] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=35 architecture=[14] train_loss=0.587531 val_loss=0.594739 best=0.594739 es=0/5
[2026-05-20 08:40:12] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=36 architecture=[14] train_loss=0.587503 val_loss=0.594702 best=0.594739 es=1/5
[2026-05-20 08:40:14] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=37 architecture=[14] train_loss=0.587483 val_loss=0.594666 best=0.594739 es=2/5
[2026-05-20 08:40:16] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=38 architecture=[14] train_loss=0.587465 val_loss=0.594672 best=0.594739 es=3/5
[2026-05-20 08:40:19] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=39 architecture=[14] train_loss=0.587452 val_loss=0.594622 best=0.594622 es=0/5
[2026-05-20 08:40:21] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=40 architecture=[14] train_loss=0.587413 val_loss=0.594597 best=0.594622 es=1/5
[2026-05-20 08:40:23] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=41 architecture=[14] train_loss=0.587386 val_loss=0.594609 best=0.594622 es=2/5
[2026-05-20 08:40:25] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=42 architecture=[14] train_loss=0.587349 val_loss=0.594563 best=0.594622 es=3/5
[2026-05-20 08:40:27] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=43 architecture=[14] train_loss=0.587335 val_loss=0.594546 best=0.594622 es=4/5
[2026-05-20 08:40:29] [autoencoding][ae_alt_width][cand_013_d1_w14] epoch=44 architecture=[14] train_loss=0.587310 val_loss=0.594534 best=0.594622 es=5/5
