task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct,warmup_to_uniform
classification,ae_width_only,0,cand_000_d1_w1,[1],0.9848150256995221,66,76,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,0.9848150256995221,inf,False
classification,ae_width_only,1,cand_001_d1_w2,[2],0.6815795016324457,266,276,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_001_d1_w2/checkpoint_last.pt,True,width,0,0,0,False,0,0.6815795016324457,30.791114691988547,False
classification,ae_width_only,2,cand_002_d1_w3,[3],0.6542059204417993,156,166,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_002_d1_w3/checkpoint_last.pt,True,width,0,0,0,False,0,0.6542059204417993,4.016197835334577,False
classification,ae_width_only,3,cand_003_d1_w4,[4],0.6320871359526283,128,138,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_003_d1_w4/checkpoint_last.pt,True,width,0,0,0,False,0,0.6320871359526283,3.3810125830462736,False
classification,ae_width_only,4,cand_004_d1_w5,[5],0.6152847358590405,61,71,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_004_d1_w5/checkpoint_last.pt,True,width,0,0,0,False,0,0.6152847358590405,2.6582411091573066,False
classification,ae_width_only,5,cand_005_d1_w6,[6],0.6014119010154554,98,108,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_005_d1_w6/checkpoint_last.pt,True,width,0,0,0,False,0,0.6014119010154554,2.2547016096891053,False
classification,ae_width_only,6,cand_006_d1_w7,[7],0.5936706355337379,37,47,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_006_d1_w7/checkpoint_last.pt,True,width,0,0,0,False,0,0.5936706355337379,1.2871819577641777,False
classification,ae_width_only,7,cand_007_d1_w8,[8],0.5759682393273466,137,147,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_007_d1_w8/checkpoint_last.pt,True,width,0,0,0,False,0,0.5759682393273466,2.9818547771822934,False
classification,ae_width_only,8,cand_008_d1_w9,[9],0.5708486297611066,37,47,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_008_d1_w9/checkpoint_last.pt,True,width,0,0,0,False,1,0.5708486297611066,0.8888701175986785,False
classification,ae_width_only,9,cand_009_d1_w10,[10],0.5595698119034647,67,77,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_009_d1_w10/checkpoint_last.pt,True,width,0,0,0,False,0,0.5595698119034647,1.9757983587281283,False
classification,ae_width_only,10,cand_010_d1_w11,[11],0.5473361853699609,133,143,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_010_d1_w11/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_010_d1_w11/checkpoint_last.pt,True,width,0,0,0,False,0,0.5473361853699609,2.1862556330351683,False
classification,ae_width_only,11,cand_011_d1_w12,[12],0.5384172485284298,93,103,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_011_d1_w12/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_011_d1_w12/checkpoint_last.pt,True,width,0,0,0,False,0,0.5384172485284298,1.6295171194468963,False
classification,ae_width_only,12,cand_012_d1_w13,[13],0.5308711338025978,133,143,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_012_d1_w13/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_012_d1_w13/checkpoint_last.pt,True,width,0,0,0,False,0,0.5308711338025978,1.4015365864404594,False
classification,ae_width_only,13,cand_013_d1_w14,[14],0.5246682538431985,84,94,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_013_d1_w14/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_013_d1_w14/checkpoint_last.pt,True,width,0,0,0,False,0,0.5246682538431985,1.168434213962327,False
classification,ae_width_only,14,cand_014_d1_w15,[15],0.521669375282157,49,59,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_014_d1_w15/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_014_d1_w15/checkpoint_last.pt,True,width,0,0,0,False,1,0.521669375282157,0.5715761415093678,False
classification,ae_width_only,15,cand_015_d1_w16,[16],0.516398785211788,49,59,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_015_d1_w16/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_015_d1_w16/checkpoint_last.pt,True,width,0,0,0,False,0,0.516398785211788,1.0103315088255445,False
classification,ae_width_only,16,cand_016_d1_w17,[17],0.5067343171927337,120,130,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_016_d1_w17/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_016_d1_w17/checkpoint_last.pt,True,width,0,0,0,False,0,0.5067343171927337,1.8715125394980658,False
classification,ae_width_only,17,cand_017_d1_w18,[18],0.49939909569060065,120,130,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_017_d1_w18/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_017_d1_w18/checkpoint_last.pt,True,width,0,0,0,False,0,0.49939909569060065,1.4475478082419062,False
classification,ae_width_only,18,cand_018_d1_w19,[19],0.4928460429226502,70,80,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_018_d1_w19/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_018_d1_w19/checkpoint_last.pt,True,width,0,0,0,False,0,0.4928460429226502,1.3121875518994388,False
classification,ae_width_only,19,cand_019_d1_w20,[20],0.49040444418784107,43,53,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_019_d1_w20/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_019_d1_w20/checkpoint_last.pt,True,width,0,0,0,False,1,0.49040444418784107,0.49540800212782554,False
classification,ae_width_only,29,cand_029_d1_w33,[33],0.4374691234213791,26,36,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_029_d1_w33/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_029_d1_w33/checkpoint_last.pt,True,width,0,0,0,False,0,0.4374691234213791,10.79421718009268,False
classification,ae_width_only,30,cand_030_d1_w33,[33],0.437706240368239,41,51,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_030_d1_w33/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/classification/repeat_04/d01/classification/ae_width_only/cand_030_d1_w33/checkpoint_last.pt,False,width,1,0,1,False,1,0.4374691234213791,0.0,False
