[2026-05-16 21:25:29] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 21:25:29] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_042_d5_w7/training_log.txt
[2026-05-16 21:25:29] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_042_d5_w7/training_stats.csv
[2026-05-16 21:25:32] [representation][random][cand_042_d5_w7] epoch=1 train_loss=1.116901 val_loss=1.051306 best=1.051306 es=0/5
[2026-05-16 21:25:35] [representation][random][cand_042_d5_w7] epoch=2 train_loss=1.058010 val_loss=1.034930 best=1.034930 es=0/5
[2026-05-16 21:25:38] [representation][random][cand_042_d5_w7] epoch=3 train_loss=1.023719 val_loss=1.012753 best=1.012753 es=0/5
[2026-05-16 21:25:41] [representation][random][cand_042_d5_w7] epoch=4 train_loss=0.999323 val_loss=0.995828 best=0.995828 es=0/5
[2026-05-16 21:25:45] [representation][random][cand_042_d5_w7] epoch=5 train_loss=0.981029 val_loss=0.980097 best=0.980097 es=0/5
[2026-05-16 21:25:48] [representation][random][cand_042_d5_w7] epoch=6 train_loss=0.965884 val_loss=0.966466 best=0.966466 es=0/5
[2026-05-16 21:25:51] [representation][random][cand_042_d5_w7] epoch=7 train_loss=0.953427 val_loss=0.955509 best=0.955509 es=0/5
[2026-05-16 21:25:54] [representation][random][cand_042_d5_w7] epoch=8 train_loss=0.942644 val_loss=0.945411 best=0.945411 es=0/5
[2026-05-16 21:25:57] [representation][random][cand_042_d5_w7] epoch=9 train_loss=0.931775 val_loss=0.934760 best=0.934760 es=0/5
[2026-05-16 21:26:00] [representation][random][cand_042_d5_w7] epoch=10 train_loss=0.921786 val_loss=0.925857 best=0.925857 es=0/5
[2026-05-16 21:26:03] [representation][random][cand_042_d5_w7] epoch=11 train_loss=0.913124 val_loss=0.917510 best=0.917510 es=0/5
[2026-05-16 21:26:07] [representation][random][cand_042_d5_w7] epoch=12 train_loss=0.905299 val_loss=0.910112 best=0.910112 es=0/5
[2026-05-16 21:26:10] [representation][random][cand_042_d5_w7] epoch=13 train_loss=0.897761 val_loss=0.902633 best=0.902633 es=0/5
[2026-05-16 21:26:13] [representation][random][cand_042_d5_w7] epoch=14 train_loss=0.890243 val_loss=0.895478 best=0.895478 es=0/5
[2026-05-16 21:26:16] [representation][random][cand_042_d5_w7] epoch=15 train_loss=0.883562 val_loss=0.889040 best=0.889040 es=0/5
