task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
denoising,ae_width_only,width_only,0.0007211120937074519,12,12,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d4/denoising/ae_width_only/cand_479_d4_w121/checkpoint_best.pt,cand_479_d4_w121
denoising,stl_from_ae_width_only,stl_refit,0.010435861877773777,123,133,0.011246580882169939,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d4/denoising/stl_from_ae_width_only/cand_000_d4_w121/checkpoint_best.pt,cand_000_d4_w121
