[2026-05-20 09:15:05] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:15:05] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_043_d1_w44/training_log.txt
[2026-05-20 09:15:05] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_043_d1_w44/training_stats.csv
[2026-05-20 09:15:05] [CANDIDATE] task=autoencoding phase=ae_alt_width index=43 search_phase=width architecture=[44]
[2026-05-20 09:15:07] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=1 architecture=[44] train_loss=0.061501 val_loss=0.043893 best=0.043885 es=0/5
[2026-05-20 09:15:09] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=2 architecture=[44] train_loss=0.060357 val_loss=0.043408 best=0.043408 es=0/5
[2026-05-20 09:15:11] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=3 architecture=[44] train_loss=0.059980 val_loss=0.043196 best=0.043196 es=0/5
[2026-05-20 09:15:13] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=4 architecture=[44] train_loss=0.059614 val_loss=0.042750 best=0.042750 es=0/5
[2026-05-20 09:15:15] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=5 architecture=[44] train_loss=0.059056 val_loss=0.042304 best=0.042304 es=0/5
[2026-05-20 09:15:18] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=6 architecture=[44] train_loss=0.058499 val_loss=0.041726 best=0.041726 es=0/5
[2026-05-20 09:15:20] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=7 architecture=[44] train_loss=0.057532 val_loss=0.041151 best=0.041151 es=0/5
[2026-05-20 09:15:22] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=8 architecture=[44] train_loss=0.056575 val_loss=0.040336 best=0.040336 es=0/5
[2026-05-20 09:15:24] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=9 architecture=[44] train_loss=0.055705 val_loss=0.039586 best=0.039586 es=0/5
[2026-05-20 09:15:26] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=10 architecture=[44] train_loss=0.054929 val_loss=0.038835 best=0.038835 es=0/5
[2026-05-20 09:15:28] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=11 architecture=[44] train_loss=0.054257 val_loss=0.038275 best=0.038275 es=0/5
[2026-05-20 09:15:30] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=12 architecture=[44] train_loss=0.053752 val_loss=0.037860 best=0.037860 es=0/5
[2026-05-20 09:15:32] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=13 architecture=[44] train_loss=0.053440 val_loss=0.037637 best=0.037637 es=0/5
[2026-05-20 09:15:34] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=14 architecture=[44] train_loss=0.053024 val_loss=0.037377 best=0.037377 es=0/5
[2026-05-20 09:15:37] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=15 architecture=[44] train_loss=0.052736 val_loss=0.037091 best=0.037091 es=0/5
[2026-05-20 09:15:39] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=16 architecture=[44] train_loss=0.052597 val_loss=0.037128 best=0.037091 es=1/5
[2026-05-20 09:15:41] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=17 architecture=[44] train_loss=0.052310 val_loss=0.036964 best=0.036964 es=0/5
[2026-05-20 09:15:43] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=18 architecture=[44] train_loss=0.052159 val_loss=0.036842 best=0.036842 es=0/5
[2026-05-20 09:15:45] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=19 architecture=[44] train_loss=0.051952 val_loss=0.036792 best=0.036842 es=1/5
[2026-05-20 09:15:47] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=20 architecture=[44] train_loss=0.051714 val_loss=0.036702 best=0.036702 es=0/5
[2026-05-20 09:15:50] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=21 architecture=[44] train_loss=0.051691 val_loss=0.036520 best=0.036520 es=0/5
[2026-05-20 09:15:53] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=22 architecture=[44] train_loss=0.051448 val_loss=0.036562 best=0.036520 es=1/5
[2026-05-20 09:15:55] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=23 architecture=[44] train_loss=0.051386 val_loss=0.036739 best=0.036520 es=2/5
[2026-05-20 09:15:58] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=24 architecture=[44] train_loss=0.051251 val_loss=0.036591 best=0.036520 es=3/5
[2026-05-20 09:16:00] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=25 architecture=[44] train_loss=0.051406 val_loss=0.036580 best=0.036520 es=4/5
[2026-05-20 09:16:03] [autoencoding][ae_alt_width][cand_043_d1_w44] epoch=26 architecture=[44] train_loss=0.051105 val_loss=0.036625 best=0.036520 es=5/5
