task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,3,ablation_stl,stl_ablation_r03_d06_w1406_1406_1406_1406_1406_1406_1406,"[1406, 1406, 1406, 1406, 1406, 1406]",9995261,0.09664539967380299,74,84,0.10509740049089183,0.9620144231596702
classification,4,ablation_stl,stl_ablation_r04_d06_w1406_1406_1406_1406_1406_1406_1406,"[1406, 1406, 1406, 1406, 1406, 1406]",9995261,0.09934706600783882,48,58,0.11505983052880576,0.960964527288687
classification,5,ablation_stl,stl_ablation_r05_d06_w1406_1406_1406_1406_1406_1406_1406,"[1406, 1406, 1406, 1406, 1406, 1406]",9995261,0.09973443191083614,36,46,0.10713424247885216,0.960534242095661
