task,row_type,phase,architecture,best_val,best_epoch,final_epoch,test_loss,test_acc
simulation,ablation_stl,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.008704876527190208,59,64,0.0282779261469841,
simulation,ablation_stl,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.006596042308956385,58,63,0.02577776089310646,
simulation,ablation_stl,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.004322052467614412,52,57,0.016237376257777214,
simulation,ablation_stl,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.0028703862335532904,57,62,0.013108935207128525,
simulation,ablation_stl,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.0021592623088508844,55,60,0.015788257122039795,
simulation,ablation_stl,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.0027007211465388536,57,62,0.0075632911175489426,
simulation,ablation_stl,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.00235728663392365,54,59,0.018714239820837975,
simulation,ablation_stl,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.009869856759905815,59,64,0.0274893119931221,
simulation,ablation_stl,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",1.1523778438568115,1,6,1.2692255973815918,
simulation,ablation_stl,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.003935605753213167,58,63,0.019107231870293617,
simulation,ablation_stl,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",1.1279414892196655,1,6,1.2417072057724,
simulation,ablation_stl,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.0024328678846359253,53,58,0.014143160544335842,
simulation,ablation_stl,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.002095121191814542,48,53,0.015589880757033825,
simulation,ablation_stl,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.0037940694019198418,44,49,0.020584793761372566,
simulation,ablation_stl,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.005806481000036001,101,106,0.025797244161367416,
simulation,ablation_stl,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",1.1594302654266357,3,8,1.2764029502868652,
simulation,ablation_stl,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.003114827675744891,54,59,0.014925404451787472,
simulation,ablation_stl,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.002917906502261758,59,64,0.01052407268434763,
simulation,ablation_stl,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",1.1248761415481567,2,7,1.238718867301941,
simulation,ablation_stl,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",0.003147857030853629,46,51,0.02048405259847641,
simulation,ablation_stl,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.002737196860834956,47,52,0.011725544929504395,
