[2026-06-13 20:45:01] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:45:01] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_199_d3_w81/training_log.txt
[2026-06-13 20:45:01] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_199_d3_w81/training_stats.csv
[2026-06-13 20:45:01] Epoch 1 | architecture=[81, 81, 38] train_loss=0.007624 val_loss=0.008622 best=0.008622 es=0/10
[2026-06-13 20:45:01] Epoch 1 | architecture=[81, 81, 38] train_loss=0.005403 val_loss=0.007053 best=0.007053 es=0/10
[2026-06-13 20:45:02] Epoch 1 | architecture=[81, 81, 38] train_loss=0.005212 val_loss=0.005178 best=0.005178 es=0/10
[2026-06-13 20:45:02] Epoch 1 | architecture=[81, 81, 38] train_loss=0.004617 val_loss=0.002641 best=0.002641 es=0/10
[2026-06-13 20:45:02] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002760 val_loss=0.004528 best=0.004528 es=0/10
[2026-06-13 20:45:02] Epoch 1 | architecture=[81, 81, 38] train_loss=0.003581 val_loss=0.003280 best=0.003280 es=0/10
[2026-06-13 20:45:02] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002499 val_loss=0.002104 best=0.002104 es=0/10
[2026-06-13 20:45:03] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002328 val_loss=0.002014 best=0.002014 es=0/10
[2026-06-13 20:45:03] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002554 val_loss=0.002234 best=0.002234 es=0/10
[2026-06-13 20:45:03] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002012 val_loss=0.002805 best=0.002805 es=0/10
[2026-06-13 20:45:03] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002107 val_loss=0.002672 best=0.002672 es=0/10
[2026-06-13 20:45:04] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001499 val_loss=0.002098 best=0.002098 es=0/10
[2026-06-13 20:45:04] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001749 val_loss=0.001258 best=0.001258 es=0/10
[2026-06-13 20:45:04] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001343 val_loss=0.001278 best=0.001278 es=0/10
[2026-06-13 20:45:04] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001562 val_loss=0.001455 best=0.001455 es=0/10
[2026-06-13 20:45:04] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001552 val_loss=0.001144 best=0.001144 es=0/10
[2026-06-13 20:45:05] Epoch 1 | architecture=[81, 81, 38] train_loss=0.000900 val_loss=0.001201 best=0.001201 es=0/10
[2026-06-13 20:45:05] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002413 val_loss=0.001098 best=0.001098 es=0/10
[2026-06-13 20:45:05] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002026 val_loss=0.001590 best=0.001590 es=0/10
[2026-06-13 20:45:05] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001507 val_loss=0.001040 best=0.001040 es=0/10
[2026-06-13 20:45:06] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001045 val_loss=0.001447 best=0.001447 es=0/10
[2026-06-13 20:45:06] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001065 val_loss=0.001243 best=0.001243 es=0/10
[2026-06-13 20:45:06] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001054 val_loss=0.001215 best=0.001215 es=0/10
[2026-06-13 20:45:06] Epoch 1 | architecture=[81, 81, 38] train_loss=0.002240 val_loss=0.001195 best=0.001195 es=0/10
[2026-06-13 20:45:07] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001957 val_loss=0.001010 best=0.001010 es=0/10
[2026-06-13 20:45:07] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001075 val_loss=0.001102 best=0.001102 es=0/10
[2026-06-13 20:45:07] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001233 val_loss=0.001064 best=0.001064 es=0/10
[2026-06-13 20:45:07] Epoch 1 | architecture=[81, 81, 38] train_loss=0.000687 val_loss=0.001047 best=0.001047 es=0/10
[2026-06-13 20:45:07] Epoch 1 | architecture=[81, 81, 38] train_loss=0.000835 val_loss=0.001046 best=0.001046 es=0/10
[2026-06-13 20:45:08] Epoch 1 | architecture=[81, 81, 38] train_loss=0.001250 val_loss=0.001068 best=0.001068 es=0/10
