[2026-06-11 00:37:28] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 00:37:28] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_045_d1_w46/training_log.txt
[2026-06-11 00:37:28] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_045_d1_w46/training_stats.csv
[2026-06-11 00:37:29] Epoch 1 | architecture=[46] train_loss=0.021734 val_loss=0.014063 best=0.014063 es=0/10
[2026-06-11 00:37:29] Epoch 1 | architecture=[46] train_loss=0.015257 val_loss=0.016355 best=0.016355 es=0/10
[2026-06-11 00:37:29] Epoch 1 | architecture=[46] train_loss=0.015696 val_loss=0.017171 best=0.017171 es=0/10
[2026-06-11 00:37:29] Epoch 1 | architecture=[46] train_loss=0.016097 val_loss=0.017074 best=0.017074 es=0/10
[2026-06-11 00:37:30] Epoch 1 | architecture=[46] train_loss=0.015518 val_loss=0.017980 best=0.017980 es=0/10
[2026-06-11 00:37:30] Epoch 1 | architecture=[46] train_loss=0.014829 val_loss=0.017875 best=0.017875 es=0/10
[2026-06-11 00:37:30] Epoch 1 | architecture=[46] train_loss=0.014419 val_loss=0.016358 best=0.016358 es=0/10
[2026-06-11 00:37:30] Epoch 1 | architecture=[46] train_loss=0.015333 val_loss=0.014799 best=0.014799 es=0/10
[2026-06-11 00:37:31] Epoch 1 | architecture=[46] train_loss=0.013612 val_loss=0.013886 best=0.013886 es=0/10
[2026-06-11 00:37:31] Epoch 1 | architecture=[46] train_loss=0.014074 val_loss=0.013732 best=0.013732 es=0/10
[2026-06-11 00:37:31] Epoch 1 | architecture=[46] train_loss=0.013975 val_loss=0.014389 best=0.014389 es=0/10
[2026-06-11 00:37:31] Epoch 1 | architecture=[46] train_loss=0.013408 val_loss=0.015542 best=0.015542 es=0/10
[2026-06-11 00:37:32] Epoch 1 | architecture=[46] train_loss=0.013125 val_loss=0.016535 best=0.016535 es=0/10
[2026-06-11 00:37:32] Epoch 1 | architecture=[46] train_loss=0.013480 val_loss=0.016454 best=0.016454 es=0/10
[2026-06-11 00:37:32] Epoch 1 | architecture=[46] train_loss=0.013389 val_loss=0.015234 best=0.015234 es=0/10
[2026-06-11 00:37:32] Epoch 1 | architecture=[46] train_loss=0.013184 val_loss=0.014180 best=0.014180 es=0/10
[2026-06-11 00:37:33] Epoch 1 | architecture=[46] train_loss=0.013220 val_loss=0.013984 best=0.013984 es=0/10
[2026-06-11 00:37:33] Epoch 1 | architecture=[46] train_loss=0.013899 val_loss=0.014118 best=0.014118 es=0/10
[2026-06-11 00:37:33] Epoch 1 | architecture=[46] train_loss=0.013083 val_loss=0.014215 best=0.014215 es=0/10
[2026-06-11 00:37:33] Epoch 1 | architecture=[46] train_loss=0.012712 val_loss=0.014778 best=0.014778 es=0/10
