[2026-06-13 21:50:44] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:50:44] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_878_d7_w126/training_log.txt
[2026-06-13 21:50:44] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_878_d7_w126/training_stats.csv
[2026-06-13 21:50:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.008748 val_loss=0.001935 best=0.001935 es=0/10
[2026-06-13 21:50:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001829 val_loss=0.001182 best=0.001182 es=0/10
[2026-06-13 21:50:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.004622 val_loss=0.001153 best=0.001153 es=0/10
[2026-06-13 21:50:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002892 val_loss=0.000409 best=0.000409 es=0/10
[2026-06-13 21:50:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002050 val_loss=0.002387 best=0.002387 es=0/10
[2026-06-13 21:50:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002315 val_loss=0.002088 best=0.002088 es=0/10
[2026-06-13 21:50:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.003042 val_loss=0.000303 best=0.000303 es=0/10
[2026-06-13 21:50:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002800 val_loss=0.000408 best=0.000408 es=0/10
[2026-06-13 21:50:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001334 val_loss=0.000418 best=0.000418 es=0/10
[2026-06-13 21:50:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002035 val_loss=0.000814 best=0.000814 es=0/10
[2026-06-13 21:50:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001888 val_loss=0.000762 best=0.000762 es=0/10
[2026-06-13 21:50:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001245 val_loss=0.000341 best=0.000341 es=0/10
[2026-06-13 21:50:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001765 val_loss=0.000428 best=0.000428 es=0/10
[2026-06-13 21:50:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001104 val_loss=0.000442 best=0.000442 es=0/10
[2026-06-13 21:50:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002523 val_loss=0.000162 best=0.000162 es=0/10
[2026-06-13 21:50:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.002454 val_loss=0.000391 best=0.000391 es=0/10
[2026-06-13 21:50:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000709 val_loss=0.000395 best=0.000395 es=0/10
[2026-06-13 21:50:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000958 val_loss=0.000214 best=0.000214 es=0/10
[2026-06-13 21:50:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001493 val_loss=0.000195 best=0.000195 es=0/10
[2026-06-13 21:50:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000380 val_loss=0.000204 best=0.000204 es=0/10
[2026-06-13 21:50:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000325 val_loss=0.000211 best=0.000211 es=0/10
[2026-06-13 21:50:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000680 val_loss=0.000196 best=0.000196 es=0/10
[2026-06-13 21:50:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.000262 val_loss=0.000164 best=0.000164 es=0/10
[2026-06-13 21:50:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001755 val_loss=0.000218 best=0.000218 es=0/10
[2026-06-13 21:50:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 123] train_loss=0.001746 val_loss=0.000201 best=0.000201 es=0/10
