[2026-05-20 08:52:31] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:52:31] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_025_d1_w26/training_log.txt
[2026-05-20 08:52:31] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_025_d1_w26/training_stats.csv
[2026-05-20 08:52:31] [CANDIDATE] task=autoencoding phase=ae_alt_width index=25 search_phase=width architecture=[26]
[2026-05-20 08:52:33] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=1 architecture=[26] train_loss=0.379092 val_loss=0.381459 best=0.381459 es=0/5
[2026-05-20 08:52:35] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=2 architecture=[26] train_loss=0.376066 val_loss=0.379576 best=0.379576 es=0/5
[2026-05-20 08:52:38] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=3 architecture=[26] train_loss=0.374264 val_loss=0.377785 best=0.377785 es=0/5
[2026-05-20 08:52:40] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=4 architecture=[26] train_loss=0.372520 val_loss=0.376041 best=0.376041 es=0/5
[2026-05-20 08:52:42] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=5 architecture=[26] train_loss=0.370640 val_loss=0.374056 best=0.374056 es=0/5
[2026-05-20 08:52:44] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=6 architecture=[26] train_loss=0.368647 val_loss=0.372032 best=0.372032 es=0/5
[2026-05-20 08:52:46] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=7 architecture=[26] train_loss=0.366715 val_loss=0.370055 best=0.370055 es=0/5
[2026-05-20 08:52:48] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=8 architecture=[26] train_loss=0.364895 val_loss=0.368341 best=0.368341 es=0/5
[2026-05-20 08:52:50] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=9 architecture=[26] train_loss=0.363242 val_loss=0.366720 best=0.366720 es=0/5
[2026-05-20 08:52:52] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=10 architecture=[26] train_loss=0.361869 val_loss=0.365490 best=0.365490 es=0/5
[2026-05-20 08:52:54] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=11 architecture=[26] train_loss=0.360888 val_loss=0.364507 best=0.364507 es=0/5
[2026-05-20 08:52:56] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=12 architecture=[26] train_loss=0.360046 val_loss=0.363815 best=0.363815 es=0/5
[2026-05-20 08:52:58] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=13 architecture=[26] train_loss=0.359465 val_loss=0.363369 best=0.363369 es=0/5
[2026-05-20 08:53:01] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=14 architecture=[26] train_loss=0.359070 val_loss=0.362931 best=0.362931 es=0/5
[2026-05-20 08:53:03] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=15 architecture=[26] train_loss=0.358748 val_loss=0.362697 best=0.362697 es=0/5
[2026-05-20 08:53:05] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=16 architecture=[26] train_loss=0.358567 val_loss=0.362492 best=0.362492 es=0/5
[2026-05-20 08:53:07] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=17 architecture=[26] train_loss=0.358367 val_loss=0.362302 best=0.362302 es=0/5
[2026-05-20 08:53:09] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=18 architecture=[26] train_loss=0.358250 val_loss=0.362335 best=0.362302 es=1/5
[2026-05-20 08:53:11] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=19 architecture=[26] train_loss=0.358207 val_loss=0.362202 best=0.362202 es=0/5
[2026-05-20 08:53:13] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=20 architecture=[26] train_loss=0.358092 val_loss=0.362099 best=0.362099 es=0/5
[2026-05-20 08:53:15] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=21 architecture=[26] train_loss=0.358032 val_loss=0.362083 best=0.362099 es=1/5
[2026-05-20 08:53:17] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=22 architecture=[26] train_loss=0.357999 val_loss=0.362114 best=0.362099 es=2/5
[2026-05-20 08:53:20] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=23 architecture=[26] train_loss=0.357948 val_loss=0.362148 best=0.362099 es=3/5
[2026-05-20 08:53:22] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=24 architecture=[26] train_loss=0.357926 val_loss=0.362138 best=0.362099 es=4/5
[2026-05-20 08:53:24] [autoencoding][ae_alt_width][cand_025_d1_w26] epoch=25 architecture=[26] train_loss=0.357944 val_loss=0.362100 best=0.362099 es=5/5
