[2026-05-16 18:08:28] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:08:28] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_022_d2_w24/training_log.txt
[2026-05-16 18:08:28] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_022_d2_w24/training_stats.csv
[2026-05-16 18:08:31] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=1 train_loss=0.434523 val_loss=0.426958 best=0.426958 es=0/5
[2026-05-16 18:08:33] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=2 train_loss=0.419735 val_loss=0.420304 best=0.420304 es=0/5
[2026-05-16 18:08:36] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=3 train_loss=0.415775 val_loss=0.417279 best=0.417279 es=0/5
[2026-05-16 18:08:38] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=4 train_loss=0.413394 val_loss=0.414958 best=0.414958 es=0/5
[2026-05-16 18:08:41] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=5 train_loss=0.411240 val_loss=0.412817 best=0.412817 es=0/5
[2026-05-16 18:08:43] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=6 train_loss=0.409250 val_loss=0.410998 best=0.410998 es=0/5
[2026-05-16 18:08:46] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=7 train_loss=0.407206 val_loss=0.408891 best=0.408891 es=0/5
[2026-05-16 18:08:48] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=8 train_loss=0.405445 val_loss=0.407163 best=0.407163 es=0/5
[2026-05-16 18:08:50] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=9 train_loss=0.404096 val_loss=0.405959 best=0.405959 es=0/5
[2026-05-16 18:08:53] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=10 train_loss=0.402770 val_loss=0.404575 best=0.404575 es=0/5
[2026-05-16 18:08:55] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=11 train_loss=0.401799 val_loss=0.403598 best=0.403598 es=0/5
[2026-05-16 18:08:58] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=12 train_loss=0.400813 val_loss=0.402796 best=0.402796 es=0/5
[2026-05-16 18:09:00] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=13 train_loss=0.400238 val_loss=0.402128 best=0.402128 es=0/5
[2026-05-16 18:09:02] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=14 train_loss=0.399769 val_loss=0.401819 best=0.401819 es=0/5
[2026-05-16 18:09:05] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=15 train_loss=0.399543 val_loss=0.401455 best=0.401455 es=0/5
[2026-05-16 18:09:07] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=16 train_loss=0.399249 val_loss=0.401253 best=0.401253 es=0/5
[2026-05-16 18:09:10] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=17 train_loss=0.399099 val_loss=0.401003 best=0.401003 es=0/5
[2026-05-16 18:09:12] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=18 train_loss=0.398817 val_loss=0.400848 best=0.400848 es=0/5
[2026-05-16 18:09:14] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=19 train_loss=0.398764 val_loss=0.400785 best=0.400848 es=1/5
[2026-05-16 18:09:17] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=20 train_loss=0.398667 val_loss=0.400748 best=0.400848 es=2/5
[2026-05-16 18:09:19] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=21 train_loss=0.398545 val_loss=0.400624 best=0.400624 es=0/5
[2026-05-16 18:09:22] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=22 train_loss=0.398607 val_loss=0.400623 best=0.400624 es=1/5
[2026-05-16 18:09:24] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=23 train_loss=0.398630 val_loss=0.400545 best=0.400624 es=2/5
[2026-05-16 18:09:26] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=24 train_loss=0.398438 val_loss=0.400462 best=0.400462 es=0/5
[2026-05-16 18:09:29] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=25 train_loss=0.398331 val_loss=0.400413 best=0.400462 es=1/5
[2026-05-16 18:09:31] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=26 train_loss=0.398369 val_loss=0.400419 best=0.400462 es=2/5
[2026-05-16 18:09:34] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=27 train_loss=0.398339 val_loss=0.400324 best=0.400324 es=0/5
[2026-05-16 18:09:36] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=28 train_loss=0.398347 val_loss=0.400278 best=0.400324 es=1/5
[2026-05-16 18:09:39] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=29 train_loss=0.398188 val_loss=0.400174 best=0.400174 es=0/5
[2026-05-16 18:09:41] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=30 train_loss=0.398221 val_loss=0.400124 best=0.400174 es=1/5
[2026-05-16 18:09:43] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=31 train_loss=0.398166 val_loss=0.400191 best=0.400174 es=2/5
[2026-05-16 18:09:46] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=32 train_loss=0.398148 val_loss=0.400170 best=0.400174 es=3/5
[2026-05-16 18:09:48] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=33 train_loss=0.398283 val_loss=0.400145 best=0.400174 es=4/5
[2026-05-16 18:09:51] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=34 train_loss=0.398159 val_loss=0.400064 best=0.400064 es=0/5
[2026-05-16 18:09:53] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=35 train_loss=0.398052 val_loss=0.400074 best=0.400064 es=1/5
[2026-05-16 18:09:56] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=36 train_loss=0.398117 val_loss=0.400047 best=0.400064 es=2/5
[2026-05-16 18:09:58] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=37 train_loss=0.398023 val_loss=0.400010 best=0.400064 es=3/5
[2026-05-16 18:10:00] [autoencoding][ae_width_to_depth][cand_022_d2_w24] epoch=38 train_loss=0.397976 val_loss=0.399956 best=0.399956 es=0/5
