[2026-05-18 02:54:06] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:54:06] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_160_d1_w161/training_log.txt
[2026-05-18 02:54:06] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_160_d1_w161/training_stats.csv
[2026-05-18 02:54:06] [CANDIDATE] task=representation phase=ae_alt_width index=160 search_phase=width architecture=[161]
[2026-05-18 02:54:13] [representation][ae_alt_width][cand_160_d1_w161] epoch=1 architecture=[161] train_loss=0.333600 val_loss=0.323112 best=0.316494 es=0/5
[2026-05-18 02:54:15] [representation][ae_alt_width][cand_160_d1_w161] epoch=2 architecture=[161] train_loss=0.314021 val_loss=0.319388 best=0.316494 es=0/5
[2026-05-18 02:54:17] [representation][ae_alt_width][cand_160_d1_w161] epoch=3 architecture=[161] train_loss=0.313366 val_loss=0.318974 best=0.316494 es=0/5
[2026-05-18 02:54:19] [representation][ae_alt_width][cand_160_d1_w161] epoch=4 architecture=[161] train_loss=0.312851 val_loss=0.318364 best=0.316494 es=0/5
[2026-05-18 02:54:26] [representation][ae_alt_width][cand_160_d1_w161] epoch=5 architecture=[161] train_loss=0.311956 val_loss=0.316697 best=0.316494 es=0/5
[2026-05-18 02:54:28] [representation][ae_alt_width][cand_160_d1_w161] epoch=6 architecture=[161] train_loss=0.311003 val_loss=0.317531 best=0.316494 es=1/5
[2026-05-18 02:54:30] [representation][ae_alt_width][cand_160_d1_w161] epoch=7 architecture=[161] train_loss=0.312006 val_loss=0.319664 best=0.316494 es=2/5
[2026-05-18 02:54:33] [representation][ae_alt_width][cand_160_d1_w161] epoch=8 architecture=[161] train_loss=0.312242 val_loss=0.317613 best=0.316494 es=3/5
[2026-05-18 02:54:35] [representation][ae_alt_width][cand_160_d1_w161] epoch=9 architecture=[161] train_loss=0.310891 val_loss=0.317022 best=0.316494 es=4/5
[2026-05-18 02:54:42] [representation][ae_alt_width][cand_160_d1_w161] epoch=10 architecture=[161] train_loss=0.311333 val_loss=0.316500 best=0.316494 es=0/5
[2026-05-18 02:54:44] [representation][ae_alt_width][cand_160_d1_w161] epoch=11 architecture=[161] train_loss=0.310713 val_loss=0.319591 best=0.316494 es=1/5
[2026-05-18 02:54:46] [representation][ae_alt_width][cand_160_d1_w161] epoch=12 architecture=[161] train_loss=0.311878 val_loss=0.316982 best=0.316494 es=2/5
[2026-05-18 02:54:48] [representation][ae_alt_width][cand_160_d1_w161] epoch=13 architecture=[161] train_loss=0.311365 val_loss=0.317253 best=0.316494 es=3/5
[2026-05-18 02:54:51] [representation][ae_alt_width][cand_160_d1_w161] epoch=14 architecture=[161] train_loss=0.310503 val_loss=0.315582 best=0.315582 es=0/5
[2026-05-18 02:54:57] [representation][ae_alt_width][cand_160_d1_w161] epoch=15 architecture=[161] train_loss=0.309969 val_loss=0.316493 best=0.315582 es=1/5
[2026-05-18 02:54:59] [representation][ae_alt_width][cand_160_d1_w161] epoch=16 architecture=[161] train_loss=0.310996 val_loss=0.316691 best=0.315582 es=2/5
[2026-05-18 02:55:02] [representation][ae_alt_width][cand_160_d1_w161] epoch=17 architecture=[161] train_loss=0.310304 val_loss=0.315728 best=0.315582 es=3/5
[2026-05-18 02:55:04] [representation][ae_alt_width][cand_160_d1_w161] epoch=18 architecture=[161] train_loss=0.310743 val_loss=0.318863 best=0.315582 es=4/5
[2026-05-18 02:55:07] [representation][ae_alt_width][cand_160_d1_w161] epoch=19 architecture=[161] train_loss=0.311857 val_loss=0.315966 best=0.315582 es=5/5
