[2026-05-16 12:03:13] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 12:03:13] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_049_d2_w51/training_log.txt
[2026-05-16 12:03:13] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_049_d2_w51/training_stats.csv
[2026-05-16 12:03:15] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=1 train_loss=0.021935 val_loss=0.016827 best=0.016827 es=0/5
[2026-05-16 12:03:18] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=2 train_loss=0.015113 val_loss=0.013501 best=0.013501 es=0/5
[2026-05-16 12:03:20] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=3 train_loss=0.013735 val_loss=0.012367 best=0.012367 es=0/5
[2026-05-16 12:03:23] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=4 train_loss=0.013083 val_loss=0.011905 best=0.011905 es=0/5
[2026-05-16 12:03:25] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=5 train_loss=0.012571 val_loss=0.011834 best=0.011905 es=1/5
[2026-05-16 12:03:28] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=6 train_loss=0.012424 val_loss=0.011439 best=0.011439 es=0/5
[2026-05-16 12:03:30] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=7 train_loss=0.012336 val_loss=0.011411 best=0.011439 es=1/5
[2026-05-16 12:03:33] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=8 train_loss=0.012421 val_loss=0.011387 best=0.011439 es=2/5
[2026-05-16 12:03:35] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=9 train_loss=0.012158 val_loss=0.011324 best=0.011324 es=0/5
[2026-05-16 12:03:38] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=10 train_loss=0.011912 val_loss=0.010921 best=0.010921 es=0/5
[2026-05-16 12:03:41] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=11 train_loss=0.011987 val_loss=0.011181 best=0.010921 es=1/5
[2026-05-16 12:03:43] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=12 train_loss=0.011977 val_loss=0.010859 best=0.010921 es=2/5
[2026-05-16 12:03:46] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=13 train_loss=0.011852 val_loss=0.010731 best=0.010731 es=0/5
[2026-05-16 12:03:48] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=14 train_loss=0.011894 val_loss=0.010826 best=0.010731 es=1/5
[2026-05-16 12:03:51] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=15 train_loss=0.011596 val_loss=0.010715 best=0.010731 es=2/5
[2026-05-16 12:03:53] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=16 train_loss=0.011865 val_loss=0.010643 best=0.010731 es=3/5
[2026-05-16 12:03:56] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=17 train_loss=0.011521 val_loss=0.010771 best=0.010731 es=4/5
[2026-05-16 12:03:59] [representation][ae_width_to_depth][cand_049_d2_w51] epoch=18 train_loss=0.011714 val_loss=0.010737 best=0.010731 es=5/5
