[2026-05-18 03:11:22] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:11:22] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_185_d1_w186/training_log.txt
[2026-05-18 03:11:22] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_185_d1_w186/training_stats.csv
[2026-05-18 03:11:22] [CANDIDATE] task=representation phase=ae_alt_width index=185 search_phase=width architecture=[186]
[2026-05-18 03:11:29] [representation][ae_alt_width][cand_185_d1_w186] epoch=1 architecture=[186] train_loss=0.319551 val_loss=0.310218 best=0.304118 es=0/5
[2026-05-18 03:11:32] [representation][ae_alt_width][cand_185_d1_w186] epoch=2 architecture=[186] train_loss=0.301249 val_loss=0.308028 best=0.304118 es=0/5
[2026-05-18 03:11:34] [representation][ae_alt_width][cand_185_d1_w186] epoch=3 architecture=[186] train_loss=0.300403 val_loss=0.306873 best=0.304118 es=0/5
[2026-05-18 03:11:36] [representation][ae_alt_width][cand_185_d1_w186] epoch=4 architecture=[186] train_loss=0.300007 val_loss=0.304641 best=0.304118 es=0/5
[2026-05-18 03:11:44] [representation][ae_alt_width][cand_185_d1_w186] epoch=5 architecture=[186] train_loss=0.298913 val_loss=0.303509 best=0.303509 es=0/5
[2026-05-18 03:11:46] [representation][ae_alt_width][cand_185_d1_w186] epoch=6 architecture=[186] train_loss=0.298989 val_loss=0.306975 best=0.303509 es=1/5
[2026-05-18 03:11:48] [representation][ae_alt_width][cand_185_d1_w186] epoch=7 architecture=[186] train_loss=0.299247 val_loss=0.307188 best=0.303509 es=2/5
[2026-05-18 03:11:50] [representation][ae_alt_width][cand_185_d1_w186] epoch=8 architecture=[186] train_loss=0.299011 val_loss=0.307983 best=0.303509 es=3/5
[2026-05-18 03:11:53] [representation][ae_alt_width][cand_185_d1_w186] epoch=9 architecture=[186] train_loss=0.298724 val_loss=0.311211 best=0.303509 es=4/5
[2026-05-18 03:12:00] [representation][ae_alt_width][cand_185_d1_w186] epoch=10 architecture=[186] train_loss=0.300955 val_loss=0.307988 best=0.303509 es=5/5
