task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
autoencoding,ae_width_only,width_only,0.0005393378741107448,2,2,,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/autoencoding/repeat_02/d01/autoencoding/ae_width_only/cand_041_d1_w74/checkpoint_best.pt,cand_041_d1_w74
autoencoding,stl_from_ae_width_only,stl_refit,0.0011546434139245313,42,52,0.005441656749571809,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/autoencoding/repeat_02/d01/autoencoding/stl_from_ae_width_only/cand_000_d1_w74/checkpoint_best.pt,cand_000_d1_w74
