[2026-06-15 07:16:27] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 07:16:27] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_113_d2_w57/training_log.txt
[2026-06-15 07:16:27] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_113_d2_w57/training_stats.csv
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.010417 val_loss=0.005215 best=0.005215 es=0/10
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.004767 val_loss=0.006251 best=0.006251 es=0/10
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.005900 val_loss=0.005081 best=0.005081 es=0/10
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.003992 val_loss=0.004517 best=0.004517 es=0/10
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.003066 val_loss=0.005264 best=0.005264 es=0/10
[2026-06-15 07:16:28] Epoch 1 | architecture=[57, 57] train_loss=0.004283 val_loss=0.003821 best=0.003821 es=0/10
[2026-06-15 07:16:29] Epoch 1 | architecture=[57, 57] train_loss=0.002712 val_loss=0.002737 best=0.002737 es=0/10
[2026-06-15 07:16:29] Epoch 1 | architecture=[57, 57] train_loss=0.003187 val_loss=0.003179 best=0.003179 es=0/10
[2026-06-15 07:16:29] Epoch 1 | architecture=[57, 57] train_loss=0.002970 val_loss=0.002925 best=0.002925 es=0/10
[2026-06-15 07:16:29] Epoch 1 | architecture=[57, 57] train_loss=0.002988 val_loss=0.003421 best=0.003421 es=0/10
[2026-06-15 07:16:29] Epoch 1 | architecture=[57, 57] train_loss=0.003548 val_loss=0.003757 best=0.003757 es=0/10
[2026-06-15 07:16:30] Epoch 1 | architecture=[57, 57] train_loss=0.003096 val_loss=0.003350 best=0.003350 es=0/10
[2026-06-15 07:16:30] Epoch 1 | architecture=[57, 57] train_loss=0.002245 val_loss=0.002677 best=0.002677 es=0/10
[2026-06-15 07:16:30] Epoch 1 | architecture=[57, 57] train_loss=0.002337 val_loss=0.002599 best=0.002599 es=0/10
[2026-06-15 07:16:30] Epoch 1 | architecture=[57, 57] train_loss=0.002072 val_loss=0.002536 best=0.002536 es=0/10
[2026-06-15 07:16:30] Epoch 1 | architecture=[57, 57] train_loss=0.002681 val_loss=0.002778 best=0.002778 es=0/10
[2026-06-15 07:16:31] Epoch 1 | architecture=[57, 57] train_loss=0.001978 val_loss=0.003078 best=0.003078 es=0/10
[2026-06-15 07:16:31] Epoch 1 | architecture=[57, 57] train_loss=0.002261 val_loss=0.002627 best=0.002627 es=0/10
[2026-06-15 07:16:31] Epoch 1 | architecture=[57, 57] train_loss=0.002105 val_loss=0.002391 best=0.002391 es=0/10
[2026-06-15 07:16:31] Epoch 1 | architecture=[57, 57] train_loss=0.001843 val_loss=0.002309 best=0.002309 es=0/10
[2026-06-15 07:16:31] Epoch 1 | architecture=[57, 57] train_loss=0.002093 val_loss=0.002362 best=0.002362 es=0/10
[2026-06-15 07:16:32] Epoch 1 | architecture=[57, 57] train_loss=0.002705 val_loss=0.002585 best=0.002585 es=0/10
[2026-06-15 07:16:32] Epoch 1 | architecture=[57, 57] train_loss=0.002054 val_loss=0.002662 best=0.002662 es=0/10
[2026-06-15 07:16:32] Epoch 1 | architecture=[57, 57] train_loss=0.004050 val_loss=0.002477 best=0.002477 es=0/10
[2026-06-15 07:16:32] Epoch 1 | architecture=[57, 57] train_loss=0.003582 val_loss=0.002603 best=0.002603 es=0/10
[2026-06-15 07:16:33] Epoch 1 | architecture=[57, 57] train_loss=0.002065 val_loss=0.002220 best=0.002220 es=0/10
[2026-06-15 07:16:33] Epoch 1 | architecture=[57, 57] train_loss=0.002698 val_loss=0.002402 best=0.002402 es=0/10
[2026-06-15 07:16:33] Epoch 1 | architecture=[57, 57] train_loss=0.002319 val_loss=0.002308 best=0.002308 es=0/10
[2026-06-15 07:16:34] Epoch 1 | architecture=[57, 57] train_loss=0.001751 val_loss=0.002626 best=0.002626 es=0/10
[2026-06-15 07:16:34] Epoch 1 | architecture=[57, 57] train_loss=0.002338 val_loss=0.002675 best=0.002675 es=0/10
[2026-06-15 07:16:34] Epoch 1 | architecture=[57, 57] train_loss=0.001963 val_loss=0.002532 best=0.002532 es=0/10
[2026-06-15 07:16:34] Epoch 1 | architecture=[57, 57] train_loss=0.002602 val_loss=0.002457 best=0.002457 es=0/10
[2026-06-15 07:16:35] Epoch 1 | architecture=[57, 57] train_loss=0.002213 val_loss=0.002365 best=0.002365 es=0/10
[2026-06-15 07:16:35] Epoch 1 | architecture=[57, 57] train_loss=0.001656 val_loss=0.002482 best=0.002482 es=0/10
[2026-06-15 07:16:35] Epoch 1 | architecture=[57, 57] train_loss=0.001937 val_loss=0.002493 best=0.002493 es=0/10
[2026-06-15 07:16:35] Epoch 1 | architecture=[57, 57] train_loss=0.003285 val_loss=0.002548 best=0.002548 es=0/10
