[2026-05-16 22:09:51] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 22:09:51] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_049_d5_w108/training_log.txt
[2026-05-16 22:09:51] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_049_d5_w108/training_stats.csv
[2026-05-16 22:09:55] [representation][random][cand_049_d5_w108] epoch=1 train_loss=0.815587 val_loss=0.919864 best=0.919864 es=0/5
[2026-05-16 22:09:58] [representation][random][cand_049_d5_w108] epoch=2 train_loss=0.511998 val_loss=0.527047 best=0.527047 es=0/5
[2026-05-16 22:10:01] [representation][random][cand_049_d5_w108] epoch=3 train_loss=0.354363 val_loss=0.286997 best=0.286997 es=0/5
[2026-05-16 22:10:05] [representation][random][cand_049_d5_w108] epoch=4 train_loss=0.246956 val_loss=0.182452 best=0.182452 es=0/5
[2026-05-16 22:10:08] [representation][random][cand_049_d5_w108] epoch=5 train_loss=0.171766 val_loss=0.124833 best=0.124833 es=0/5
[2026-05-16 22:10:11] [representation][random][cand_049_d5_w108] epoch=6 train_loss=0.122868 val_loss=0.092449 best=0.092449 es=0/5
[2026-05-16 22:10:14] [representation][random][cand_049_d5_w108] epoch=7 train_loss=0.095891 val_loss=0.073112 best=0.073112 es=0/5
[2026-05-16 22:10:18] [representation][random][cand_049_d5_w108] epoch=8 train_loss=0.076701 val_loss=0.060094 best=0.060094 es=0/5
[2026-05-16 22:10:21] [representation][random][cand_049_d5_w108] epoch=9 train_loss=0.062149 val_loss=0.051055 best=0.051055 es=0/5
[2026-05-16 22:10:24] [representation][random][cand_049_d5_w108] epoch=10 train_loss=0.053500 val_loss=0.045500 best=0.045500 es=0/5
[2026-05-16 22:10:27] [representation][random][cand_049_d5_w108] epoch=11 train_loss=0.047796 val_loss=0.041030 best=0.041030 es=0/5
[2026-05-16 22:10:31] [representation][random][cand_049_d5_w108] epoch=12 train_loss=0.042626 val_loss=0.036967 best=0.036967 es=0/5
[2026-05-16 22:10:34] [representation][random][cand_049_d5_w108] epoch=13 train_loss=0.038735 val_loss=0.033674 best=0.033674 es=0/5
[2026-05-16 22:10:37] [representation][random][cand_049_d5_w108] epoch=14 train_loss=0.035940 val_loss=0.031170 best=0.031170 es=0/5
[2026-05-16 22:10:40] [representation][random][cand_049_d5_w108] epoch=15 train_loss=0.032863 val_loss=0.028466 best=0.028466 es=0/5
[2026-05-16 22:10:44] [representation][random][cand_049_d5_w108] epoch=16 train_loss=0.029977 val_loss=0.026412 best=0.026412 es=0/5
[2026-05-16 22:10:47] [representation][random][cand_049_d5_w108] epoch=17 train_loss=0.027758 val_loss=0.025076 best=0.025076 es=0/5
[2026-05-16 22:10:50] [representation][random][cand_049_d5_w108] epoch=18 train_loss=0.026473 val_loss=0.023085 best=0.023085 es=0/5
[2026-05-16 22:10:54] [representation][random][cand_049_d5_w108] epoch=19 train_loss=0.024414 val_loss=0.021869 best=0.021869 es=0/5
[2026-05-16 22:10:57] [representation][random][cand_049_d5_w108] epoch=20 train_loss=0.022715 val_loss=0.020153 best=0.020153 es=0/5
[2026-05-16 22:11:00] [representation][random][cand_049_d5_w108] epoch=21 train_loss=0.021452 val_loss=0.019477 best=0.019477 es=0/5
[2026-05-16 22:11:03] [representation][random][cand_049_d5_w108] epoch=22 train_loss=0.020188 val_loss=0.018851 best=0.018851 es=0/5
[2026-05-16 22:11:06] [representation][random][cand_049_d5_w108] epoch=23 train_loss=0.019941 val_loss=0.018145 best=0.018145 es=0/5
[2026-05-16 22:11:10] [representation][random][cand_049_d5_w108] epoch=24 train_loss=0.019185 val_loss=0.017308 best=0.017308 es=0/5
[2026-05-16 22:11:13] [representation][random][cand_049_d5_w108] epoch=25 train_loss=0.018694 val_loss=0.018507 best=0.017308 es=1/5
[2026-05-16 22:11:16] [representation][random][cand_049_d5_w108] epoch=26 train_loss=0.018918 val_loss=0.017212 best=0.017308 es=2/5
[2026-05-16 22:11:19] [representation][random][cand_049_d5_w108] epoch=27 train_loss=0.018121 val_loss=0.015931 best=0.015931 es=0/5
[2026-05-16 22:11:23] [representation][random][cand_049_d5_w108] epoch=28 train_loss=0.017500 val_loss=0.015035 best=0.015035 es=0/5
[2026-05-16 22:11:26] [representation][random][cand_049_d5_w108] epoch=29 train_loss=0.015479 val_loss=0.013815 best=0.013815 es=0/5
